sigma_v_mV_RMS,sigma_i_mA_RMS,seed,pre_projection_C_F,pre_projection_ESR_Ohm,C_est_F,C_MAPE_percent,ESR_est_Ohm,ESR_MAPE_percent,edge_fit_rejection_rate,status,noise_type
2,1,2,9.84754063162362e-05,0.0493466914683171,9.98443452667655e-05,0.155654733234512,0.0500523838218309,0.104767643661829,0,PASS,analog_only
2,1,3,9.7499868159808e-05,0.048174267976422,9.9893047884208e-05,0.10695211579197,0.0500657226060577,0.131445212115344,0,PASS,analog_only
2,1,4,0.000102181657514318,0.051061990325633,9.9984035881289e-05,0.015964118710976,0.0496228907257822,0.754218548435548,0,PASS,analog_only
2,1,5,9.8613313983398e-05,0.0493413782595482,0.000100119999031368,0.119999031367812,0.0499168709585417,0.166258082916659,0,PASS,analog_only
2,1,6,0.000102125343656409,0.0517009152946713,9.99924941294353e-05,0.00750587056467245,0.0497568805211801,0.486238957639828,0,PASS,analog_only
2,1,7,0.00010283249734848,0.0492398038312467,0.000100537688897561,0.537688897560828,0.0498425690456174,0.314861908765229,0,PASS,analog_only
2,1,8,0.000100916818466693,0.050578792833687,0.000100314563028945,0.314563028945369,0.0498567629505518,0.286474098896383,0,PASS,analog_only
2,1,9,9.89161826022527e-05,0.051329980102237,0.000100097737453292,0.097737453292468,0.0501146197182793,0.229239436558637,0,PASS,analog_only
2,1,10,0.000102267703411573,0.0492942704116292,0.000100192663668234,0.192663668233628,0.0500627273160329,0.125454632065813,0.0067567567567568,PASS,analog_only
2,1,11,0.000102075834000595,0.049225291934859,9.99155850584875e-05,0.0844149415125006,0.0499536150465804,0.092769906839274,0,PASS,analog_only
2,1,12,9.91166144711901e-05,0.0493262537001196,9.99916287039365e-05,0.00837129606346965,0.0498122650696493,0.375469860701316,0,PASS,analog_only
2,1,13,9.67757375448457e-05,0.0481609319495641,9.97913945932909e-05,0.208605406709139,0.0499542751612721,0.0914496774558349,0,PASS,analog_only
