test_id,category,path_id,ADC_mode,voltage_architecture,nominal_bits,ENOB,fs_adc_Hz,multi_cycle,C_MAPE_worst_percent,ESR_MAPE_worst_percent,blind_accuracy_pass_fraction,confidence_pass_fraction,sampling_geometry_pass_fraction,status,target_DSP_status,calibration_level,notes,minimum_edge_signal_mV,minimum_charge_signal_mV,recommended_current_full_scale_A,selected_geometry_count
ADC_PATH_native_12_V1,native_vs_external,native_12_V1,native_12bit_highspeed,V1,12,10.5,4000000,1024,32.5478161046804,27.4355872765604,0.25,0.194444444444444,1,0,TARGET_DSP_NOT_FIXED,Cal3,Native wide-range,31.9434621127594,27.0035721633785,20,8
ADC_PATH_native_12_V2,native_vs_external,native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,1024,56.2897530207374,1.51228622450819,0.277777777777778,0.0833333333333333,1,0,TARGET_DSP_NOT_FIXED,Cal3,Native dual-range,31.9434621127594,27.0035721633785,20,8
ADC_PATH_native_12_V3,native_vs_external,native_12_V3,native_12bit_highspeed,V3,12,10.5,4000000,1024,8.48859866954755,8.07495012709907,0.583333333333333,0.333333333333333,1,0,TARGET_DSP_NOT_FIXED,Cal3,Native level-shift,31.9434621127594,27.0035721633785,20,8
ADC_PATH_native_16_V2,native_vs_external,native_16_V2,native_16bit_slow,V2,16,13.5,1100000,1024,2.73687422145609,0.416750890057201,1,0.75,1,1,TARGET_DSP_NOT_FIXED,Cal3,Native high-resolution,31.9434621127594,27.0035721633785,20,8
ADC_PATH_external_14_V2,native_vs_external,external_14_V2,external_14bit_reference,V2,14,12,5000000,1024,8.45607947155122,0.402204997549061,0.75,0.305555555555556,1,0,TARGET_DSP_NOT_FIXED,Cal3,External 14-bit control,31.9434621127594,27.0035721633785,20,8
ADC_PATH_external_16_V2,native_vs_external,external_16_V2,external_16bit_reference,V2,16,13.5,5000000,1024,2.73687422145609,0.416750890057201,1,0.75,1,1,TARGET_DSP_NOT_FIXED,Cal3,External 16-bit control,31.9434621127594,27.0035721633785,20,8
