voltage_architecture,D,load,load_scale,C_F,ESR_Ohm,AFE_component_tolerance,AFE_highpass_Hz,AFE_lowpass_Hz,kR_raw,kR_after_once_calibration,raw_deviation_percent,calibrated_deviation_percent,one_time_calibration_within_1_percent
V1,0.4,high,2,0.0001,0.05,-0.05,0,1200000,0.877548571428571,1.00406015037594,-12.2451428571429,0.406015037593987,1
V1,0.4,high,2,0.0001,0.05,-0.01,0,1200000,0.914348571428572,1.0038961038961,-8.56514285714285,0.389610389610384,1
V1,0.4,high,2,0.0001,0.05,0.01,0,1200000,0.932748571428571,1.0038189533239,-6.72514285714286,0.38189533239037,1
V1,0.4,high,2,0.0001,0.05,0.05,0,1200000,0.969548571428571,1.00367346938775,-3.04514285714286,0.367346938775492,1
V1,0.4,high,2,0.0001,0.075,-0.05,0,1200000,0.879618571428571,1.00642857142857,-12.0381428571429,0.642857142857145,1
V1,0.4,high,2,0.0001,0.075,-0.01,0,1200000,0.916418571428571,1.00616883116883,-8.35814285714286,0.616883116883105,1
V1,0.4,high,2,0.0001,0.075,0.01,0,1200000,0.934818571428571,1.00604667609618,-6.51814285714285,0.604667609618104,1
V1,0.4,high,2,0.0001,0.075,0.05,0,1200000,0.971618571428572,1.00581632653061,-2.83814285714284,0.581632653061237,1
V1,0.4,high,2,0.0001,0.1,-0.05,0,1200000,0.881688571428571,1.0087969924812,-11.8311428571429,0.879699248120303,1
V1,0.4,high,2,0.0001,0.1,-0.01,0,1200000,0.918488571428571,1.00844155844156,-8.15114285714286,0.844155844155847,1
V1,0.4,high,2,0.0001,0.1,0.01,0,1200000,0.936888571428572,1.00827439886846,-6.31114285714285,0.827439886845838,1
V1,0.4,high,2,0.0001,0.1,0.05,0,1200000,0.973688571428572,1.00795918367347,-2.63114285714284,0.795918367346937,1
V1,0.55,low_CCM,0.5,8e-05,0.05,-0.05,0,1200000,0.873211428571429,0.999097744360902,-12.6788571428571,-0.0902255639097849,1
V1,0.55,low_CCM,0.5,8e-05,0.05,-0.01,0,1200000,0.910011428571429,0.999134199134199,-8.99885714285714,-0.0865800865800903,1
V1,0.55,low_CCM,0.5,8e-05,0.05,0.01,0,1200000,0.928411428571429,0.999151343705799,-7.15885714285714,-0.0848656294200945,1
V1,0.55,low_CCM,0.5,8e-05,0.05,0.05,0,1200000,0.965211428571429,0.999183673469388,-3.47885714285714,-0.0816326530612255,1
V1,0.55,low_CCM,0.5,8e-05,0.075,-0.05,0,1200000,0.875281428571429,1.00146616541353,-12.4718571428571,0.146616541353395,1
V1,0.55,low_CCM,0.5,8e-05,0.075,-0.01,0,1200000,0.912081428571429,1.00140692640693,-8.79185714285714,0.14069264069263,1
V1,0.55,low_CCM,0.5,8e-05,0.075,0.01,0,1200000,0.930481428571429,1.00137906647808,-6.95185714285713,0.13790664780764,1
V1,0.55,low_CCM,0.5,8e-05,0.075,0.05,0,1200000,0.967281428571429,1.00132653061224,-3.27185714285713,0.132653061224497,1
V1,0.55,low_CCM,0.5,8e-05,0.1,-0.05,0,1200000,0.877351428571429,1.00383458646617,-12.2648571428571,0.38345864661653,1
V1,0.55,low_CCM,0.5,8e-05,0.1,-0.01,0,1200000,0.914151428571429,1.00367965367965,-8.58485714285714,0.367965367965373,1
V1,0.55,low_CCM,0.5,8e-05,0.1,0.01,0,1200000,0.932551428571429,1.00360678925035,-6.74485714285714,0.360678925035351,1
V1,0.55,low_CCM,0.5,8e-05,0.1,0.05,0,1200000,0.969351428571429,1.0034693877551,-3.06485714285715,0.346938775510197,1
V1,0.55,low_CCM,0.5,9e-05,0.05,-0.05,0,1200000,0.875971428571429,1.00225563909774,-12.4028571428571,0.22556390977444,1
V1,0.55,low_CCM,0.5,9e-05,0.05,-0.01,0,1200000,0.912771428571429,1.0021645021645,-8.72285714285714,0.216450216450204,1
V1,0.55,low_CCM,0.5,9e-05,0.05,0.01,0,1200000,0.931171428571429,1.0021216407355,-6.88285714285714,0.212164073550225,1
V1,0.55,low_CCM,0.5,9e-05,0.05,0.05,0,1200000,0.967971428571429,1.00204081632653,-3.20285714285713,0.204081632653064,1
V1,0.55,low_CCM,0.5,9e-05,0.075,-0.05,0,1200000,0.878041428571429,1.00462406015038,-12.1958571428571,0.462406015037597,1
V1,0.55,low_CCM,0.5,9e-05,0.075,-0.01,0,1200000,0.914841428571429,1.00443722943723,-8.51585714285713,0.443722943722946,1
V1,0.55,low_CCM,0.5,9e-05,0.075,0.01,0,1200000,0.933241428571429,1.00434936350778,-6.67585714285714,0.434936350777937,1
V1,0.55,low_CCM,0.5,9e-05,0.075,0.05,0,1200000,0.970041428571429,1.00418367346939,-2.99585714285714,0.418367346938764,1
V1,0.55,low_CCM,0.5,9e-05,0.1,-0.05,0,1200000,0.880111428571429,1.00699248120301,-11.9888571428571,0.699248120300755,1
V1,0.55,low_CCM,0.5,9e-05,0.1,-0.01,0,1200000,0.916911428571429,1.00670995670996,-8.30885714285714,0.670995670995667,1
V1,0.55,low_CCM,0.5,9e-05,0.1,0.01,0,1200000,0.935311428571429,1.00657708628006,-6.46885714285713,0.657708628005671,1
V1,0.55,low_CCM,0.5,9e-05,0.1,0.05,0,1200000,0.972111428571429,1.00632653061225,-2.78885714285713,0.632653061224508,1
V1,0.55,low_CCM,0.5,0.0001,0.05,-0.05,0,1200000,0.878731428571428,1.00541353383459,-12.1268571428572,0.541353383458643,1
V1,0.55,low_CCM,0.5,0.0001,0.05,-0.01,0,1200000,0.915531428571429,1.00519480519481,-8.44685714285714,0.51948051948052,1
V1,0.55,low_CCM,0.5,0.0001,0.05,0.01,0,1200000,0.933931428571429,1.00509193776521,-6.60685714285714,0.509193776520522,1
V1,0.55,low_CCM,0.5,0.0001,0.05,0.05,0,1200000,0.970731428571429,1.00489795918367,-2.92685714285714,0.489795918367331,1
V1,0.55,low_CCM,0.5,0.0001,0.075,-0.05,0,1200000,0.880801428571429,1.00778195488722,-11.9198571428571,0.7781954887218,1
V1,0.55,low_CCM,0.5,0.0001,0.075,-0.01,0,1200000,0.917601428571429,1.00746753246753,-8.23985714285713,0.746753246753262,1
V1,0.55,low_CCM,0.5,0.0001,0.075,0.01,0,1200000,0.936001428571429,1.00731966053748,-6.39985714285713,0.731966053748234,1
V1,0.55,low_CCM,0.5,0.0001,0.075,0.05,0,1200000,0.972801428571429,1.00704081632653,-2.71985714285713,0.704081632653075,1
V1,0.55,low_CCM,0.5,0.0001,0.1,-0.05,0,1200000,0.882871428571429,1.01015037593985,-11.7128571428571,1.01503759398498,0
V1,0.55,low_CCM,0.5,0.0001,0.1,-0.01,0,1200000,0.919671428571429,1.00974025974026,-8.03285714285714,0.97402597402596,1
V1,0.55,low_CCM,0.5,0.0001,0.1,0.01,0,1200000,0.938071428571429,1.00954738330976,-6.19285714285714,0.954738330975946,1
V1,0.55,low_CCM,0.5,0.0001,0.1,0.05,0,1200000,0.974871428571429,1.00918367346939,-2.51285714285714,0.918367346938775,1
V1,0.55,nominal,1,8e-05,0.05,-0.05,0,1200000,0.875971428571429,1.00225563909774,-12.4028571428571,0.22556390977444,1
V1,0.55,nominal,1,8e-05,0.05,-0.01,0,1200000,0.912771428571429,1.0021645021645,-8.72285714285714,0.216450216450204,1
V1,0.55,nominal,1,8e-05,0.05,0.01,0,1200000,0.931171428571429,1.0021216407355,-6.88285714285714,0.212164073550225,1
V1,0.55,nominal,1,8e-05,0.05,0.05,0,1200000,0.967971428571429,1.00204081632653,-3.20285714285713,0.204081632653064,1
V1,0.55,nominal,1,8e-05,0.075,-0.05,0,1200000,0.878041428571429,1.00462406015038,-12.1958571428571,0.462406015037597,1
V1,0.55,nominal,1,8e-05,0.075,-0.01,0,1200000,0.914841428571429,1.00443722943723,-8.51585714285713,0.443722943722946,1
V1,0.55,nominal,1,8e-05,0.075,0.01,0,1200000,0.933241428571429,1.00434936350778,-6.67585714285714,0.434936350777937,1
V1,0.55,nominal,1,8e-05,0.075,0.05,0,1200000,0.970041428571429,1.00418367346939,-2.99585714285714,0.418367346938764,1
V1,0.55,nominal,1,8e-05,0.1,-0.05,0,1200000,0.880111428571429,1.00699248120301,-11.9888571428571,0.699248120300755,1
V1,0.55,nominal,1,8e-05,0.1,-0.01,0,1200000,0.916911428571429,1.00670995670996,-8.30885714285714,0.670995670995667,1
V1,0.55,nominal,1,8e-05,0.1,0.01,0,1200000,0.935311428571429,1.00657708628006,-6.46885714285713,0.657708628005671,1
V1,0.55,nominal,1,8e-05,0.1,0.05,0,1200000,0.972111428571429,1.00632653061225,-2.78885714285713,0.632653061224508,1
V1,0.55,nominal,1,9e-05,0.05,-0.05,0,1200000,0.878731428571428,1.00541353383459,-12.1268571428572,0.541353383458643,1
V1,0.55,nominal,1,9e-05,0.05,-0.01,0,1200000,0.915531428571429,1.00519480519481,-8.44685714285714,0.51948051948052,1
V1,0.55,nominal,1,9e-05,0.05,0.01,0,1200000,0.933931428571429,1.00509193776521,-6.60685714285714,0.509193776520522,1
V1,0.55,nominal,1,9e-05,0.05,0.05,0,1200000,0.970731428571429,1.00489795918367,-2.92685714285714,0.489795918367331,1
V1,0.55,nominal,1,9e-05,0.075,-0.05,0,1200000,0.880801428571429,1.00778195488722,-11.9198571428571,0.7781954887218,1
V1,0.55,nominal,1,9e-05,0.075,-0.01,0,1200000,0.917601428571429,1.00746753246753,-8.23985714285713,0.746753246753262,1
V1,0.55,nominal,1,9e-05,0.075,0.01,0,1200000,0.936001428571429,1.00731966053748,-6.39985714285713,0.731966053748234,1
V1,0.55,nominal,1,9e-05,0.075,0.05,0,1200000,0.972801428571429,1.00704081632653,-2.71985714285713,0.704081632653075,1
V1,0.55,nominal,1,9e-05,0.1,-0.05,0,1200000,0.882871428571429,1.01015037593985,-11.7128571428571,1.01503759398498,0
V1,0.55,nominal,1,9e-05,0.1,-0.01,0,1200000,0.919671428571429,1.00974025974026,-8.03285714285714,0.97402597402596,1
V1,0.55,nominal,1,9e-05,0.1,0.01,0,1200000,0.938071428571429,1.00954738330976,-6.19285714285714,0.954738330975946,1
V1,0.55,nominal,1,9e-05,0.1,0.05,0,1200000,0.974871428571429,1.00918367346939,-2.51285714285714,0.918367346938775,1
V1,0.55,nominal,1,0.0001,0.05,-0.05,0,1200000,0.881491428571429,1.00857142857143,-11.8508571428571,0.857142857142867,1
V1,0.55,nominal,1,0.0001,0.05,-0.01,0,1200000,0.918291428571429,1.00822510822511,-8.17085714285715,0.822510822510814,1
V1,0.55,nominal,1,0.0001,0.05,0.01,0,1200000,0.936691428571429,1.00806223479491,-6.33085714285713,0.80622347949082,1
V1,0.55,nominal,1,0.0001,0.05,0.05,0,1200000,0.973491428571429,1.00775510204082,-2.65085714285712,0.775510204081642,1
V1,0.55,nominal,1,0.0001,0.075,-0.05,0,1200000,0.883561428571428,1.01093984962406,-11.6438571428572,1.093984962406,0
V1,0.55,nominal,1,0.0001,0.075,-0.01,0,1200000,0.920361428571429,1.01049783549784,-7.96385714285714,1.04978354978353,0
V1,0.55,nominal,1,0.0001,0.075,0.01,0,1200000,0.938761428571429,1.01028995756719,-6.12385714285715,1.02899575671853,0
V1,0.55,nominal,1,0.0001,0.075,0.05,0,1200000,0.975561428571429,1.00989795918367,-2.44385714285714,0.989795918367342,1
V1,0.55,nominal,1,0.0001,0.1,-0.05,0,1200000,0.885631428571429,1.01330827067669,-11.4368571428571,1.33082706766918,0
V1,0.55,nominal,1,0.0001,0.1,-0.01,0,1200000,0.922431428571429,1.01277056277056,-7.75685714285713,1.27705627705628,0
V1,0.55,nominal,1,0.0001,0.1,0.01,0,1200000,0.940831428571429,1.01251768033946,-5.91685714285713,1.25176803394627,0
V1,0.55,nominal,1,0.0001,0.1,0.05,0,1200000,0.977631428571429,1.01204081632653,-2.23685714285713,1.20408163265306,0
V1,0.55,high,2,8e-05,0.05,-0.05,0,1200000,0.881491428571429,1.00857142857143,-11.8508571428571,0.857142857142867,1
V1,0.55,high,2,8e-05,0.05,-0.01,0,1200000,0.918291428571429,1.00822510822511,-8.17085714285715,0.822510822510814,1
V1,0.55,high,2,8e-05,0.05,0.01,0,1200000,0.936691428571429,1.00806223479491,-6.33085714285713,0.80622347949082,1
V1,0.55,high,2,8e-05,0.05,0.05,0,1200000,0.973491428571429,1.00775510204082,-2.65085714285712,0.775510204081642,1
V1,0.55,high,2,8e-05,0.075,-0.05,0,1200000,0.883561428571428,1.01093984962406,-11.6438571428572,1.093984962406,0
V1,0.55,high,2,8e-05,0.075,-0.01,0,1200000,0.920361428571429,1.01049783549784,-7.96385714285714,1.04978354978353,0
V1,0.55,high,2,8e-05,0.075,0.01,0,1200000,0.938761428571429,1.01028995756719,-6.12385714285715,1.02899575671853,0
V1,0.55,high,2,8e-05,0.075,0.05,0,1200000,0.975561428571429,1.00989795918367,-2.44385714285714,0.989795918367342,1
V1,0.55,high,2,8e-05,0.1,-0.05,0,1200000,0.885631428571429,1.01330827067669,-11.4368571428571,1.33082706766918,0
V1,0.55,high,2,8e-05,0.1,-0.01,0,1200000,0.922431428571429,1.01277056277056,-7.75685714285713,1.27705627705628,0
V1,0.55,high,2,8e-05,0.1,0.01,0,1200000,0.940831428571429,1.01251768033946,-5.91685714285713,1.25176803394627,0
V1,0.55,high,2,8e-05,0.1,0.05,0,1200000,0.977631428571429,1.01204081632653,-2.23685714285713,1.20408163265306,0
V1,0.55,high,2,9e-05,0.05,-0.05,0,1200000,0.884251428571429,1.01172932330827,-11.5748571428571,1.17293233082707,0
V1,0.55,high,2,9e-05,0.05,-0.01,0,1200000,0.921051428571429,1.01125541125541,-7.89485714285714,1.12554112554113,0
V1,0.55,high,2,9e-05,0.05,0.01,0,1200000,0.939451428571429,1.01103253182461,-6.05485714285714,1.10325318246109,0
V1,0.55,high,2,9e-05,0.05,0.05,0,1200000,0.976251428571429,1.01061224489796,-2.37485714285713,1.06122448979591,0
V1,0.55,high,2,9e-05,0.075,-0.05,0,1200000,0.886321428571428,1.0140977443609,-11.3678571428572,1.40977443609021,0
V1,0.55,high,2,9e-05,0.075,-0.01,0,1200000,0.923121428571429,1.01352813852814,-7.68785714285714,1.35281385281385,0
V1,0.55,high,2,9e-05,0.075,0.01,0,1200000,0.941521428571429,1.01326025459689,-5.84785714285713,1.32602545968885,0
V1,0.55,high,2,9e-05,0.075,0.05,0,1200000,0.978321428571429,1.01275510204082,-2.16785714285713,1.27551020408163,0
V1,0.55,high,2,9e-05,0.1,-0.05,0,1200000,0.888391428571429,1.01646616541353,-11.1608571428571,1.64661654135339,0
V1,0.55,high,2,9e-05,0.1,-0.01,0,1200000,0.925191428571429,1.01580086580087,-7.48085714285715,1.58008658008657,0
V1,0.55,high,2,9e-05,0.1,0.01,0,1200000,0.943591428571429,1.01548797736917,-5.64085714285715,1.54879773691654,0
V1,0.55,high,2,9e-05,0.1,0.05,0,1200000,0.980391428571429,1.01489795918367,-1.96085714285714,1.48979591836733,0
V1,0.55,high,2,0.0001,0.05,-0.05,0,1200000,0.887011428571429,1.01488721804511,-11.2988571428571,1.48872180451127,0
V1,0.55,high,2,0.0001,0.05,-0.01,0,1200000,0.923811428571429,1.01428571428571,-7.61885714285713,1.42857142857145,0
V1,0.55,high,2,0.0001,0.05,0.01,0,1200000,0.942211428571429,1.01400282885431,-5.77885714285713,1.40028288543141,0
V1,0.55,high,2,0.0001,0.05,0.05,0,1200000,0.979011428571429,1.0134693877551,-2.09885714285712,1.34693877551022,0
V1,0.55,high,2,0.0001,0.075,-0.05,0,1200000,0.889081428571429,1.01725563909774,-11.0918571428571,1.72556390977443,0
V1,0.55,high,2,0.0001,0.075,-0.01,0,1200000,0.925881428571429,1.01655844155844,-7.41185714285715,1.65584415584414,0
V1,0.55,high,2,0.0001,0.075,0.01,0,1200000,0.944281428571429,1.01623055162659,-5.57185714285714,1.62305516265913,0
V1,0.55,high,2,0.0001,0.075,0.05,0,1200000,0.981081428571429,1.01561224489796,-1.89185714285713,1.56122448979592,0
V1,0.55,high,2,0.0001,0.1,-0.05,0,1200000,0.891151428571429,1.01962406015038,-10.8848571428571,1.96240601503759,0
V1,0.55,high,2,0.0001,0.1,-0.01,0,1200000,0.927951428571429,1.01883116883117,-7.20485714285713,1.88311688311689,0
V1,0.55,high,2,0.0001,0.1,0.01,0,1200000,0.946351428571429,1.01845827439887,-5.36485714285714,1.84582743988684,0
V1,0.55,high,2,0.0001,0.1,0.05,0,1200000,0.983151428571429,1.01775510204082,-1.68485714285713,1.77551020408164,0
V1,0.65,low_CCM,0.5,8e-05,0.05,-0.05,0,1200000,0.87952,1.00631578947368,-12.048,0.631578947368427,1
V1,0.65,low_CCM,0.5,8e-05,0.05,-0.01,0,1200000,0.91632,1.00606060606061,-8.368,0.60606060606061,1
V1,0.65,low_CCM,0.5,8e-05,0.05,0.01,0,1200000,0.93472,1.00594059405941,-6.52799999999999,0.594059405940595,1
V1,0.65,low_CCM,0.5,8e-05,0.05,0.05,0,1200000,0.97152,1.00571428571429,-2.84799999999999,0.571428571428578,1
V1,0.65,low_CCM,0.5,8e-05,0.075,-0.05,0,1200000,0.88159,1.00868421052632,-11.841,0.868421052631585,1
V1,0.65,low_CCM,0.5,8e-05,0.075,-0.01,0,1200000,0.91839,1.00833333333333,-8.161,0.83333333333333,1
V1,0.65,low_CCM,0.5,8e-05,0.075,0.01,0,1200000,0.93679,1.00816831683168,-6.32099999999999,0.816831683168329,1
V1,0.65,low_CCM,0.5,8e-05,0.075,0.05,0,1200000,0.97359,1.00785714285714,-2.64099999999998,0.785714285714301,1
V1,0.65,low_CCM,0.5,8e-05,0.1,-0.05,0,1200000,0.88366,1.01105263157895,-11.634,1.10526315789474,0
V1,0.65,low_CCM,0.5,8e-05,0.1,-0.01,0,1200000,0.92046,1.01060606060606,-7.95400000000001,1.06060606060605,0
V1,0.65,low_CCM,0.5,8e-05,0.1,0.01,0,1200000,0.93886,1.01039603960396,-6.114,1.03960396039604,0
V1,0.65,low_CCM,0.5,8e-05,0.1,0.05,0,1200000,0.97566,1.01,-2.43399999999999,1,0
V1,0.65,low_CCM,0.5,9e-05,0.05,-0.05,0,1200000,0.88228,1.00947368421053,-11.772,0.94736842105263,1
V1,0.65,low_CCM,0.5,9e-05,0.05,-0.01,0,1200000,0.91908,1.00909090909091,-8.092,0.909090909090904,1
V1,0.65,low_CCM,0.5,9e-05,0.05,0.01,0,1200000,0.93748,1.00891089108911,-6.252,0.891089108910892,1
V1,0.65,low_CCM,0.5,9e-05,0.05,0.05,0,1200000,0.97428,1.00857142857143,-2.572,0.857142857142845,1
V1,0.65,low_CCM,0.5,9e-05,0.075,-0.05,0,1200000,0.88435,1.01184210526316,-11.565,1.18421052631579,0
V1,0.65,low_CCM,0.5,9e-05,0.075,-0.01,0,1200000,0.92115,1.01136363636364,-7.885,1.13636363636362,0
V1,0.65,low_CCM,0.5,9e-05,0.075,0.01,0,1200000,0.93955,1.01113861386139,-6.045,1.1138613861386,0
V1,0.65,low_CCM,0.5,9e-05,0.075,0.05,0,1200000,0.97635,1.01071428571429,-2.36499999999999,1.07142857142857,0
V1,0.65,low_CCM,0.5,9e-05,0.1,-0.05,0,1200000,0.88642,1.01421052631579,-11.358,1.42105263157895,0
V1,0.65,low_CCM,0.5,9e-05,0.1,-0.01,0,1200000,0.92322,1.01363636363636,-7.678,1.36363636363637,0
V1,0.65,low_CCM,0.5,9e-05,0.1,0.01,0,1200000,0.94162,1.01336633663366,-5.83799999999999,1.33663366336634,0
V1,0.65,low_CCM,0.5,9e-05,0.1,0.05,0,1200000,0.97842,1.01285714285714,-2.15799999999998,1.28571428571429,0
V1,0.65,low_CCM,0.5,0.0001,0.05,-0.05,0,1200000,0.88504,1.01263157894737,-11.496,1.26315789473685,0
V1,0.65,low_CCM,0.5,0.0001,0.05,-0.01,0,1200000,0.92184,1.01212121212121,-7.816,1.2121212121212,0
V1,0.65,low_CCM,0.5,0.0001,0.05,0.01,0,1200000,0.94024,1.01188118811881,-5.97599999999999,1.18811881188119,0
V1,0.65,low_CCM,0.5,0.0001,0.05,0.05,0,1200000,0.97704,1.01142857142857,-2.29599999999999,1.14285714285716,0
V1,0.65,low_CCM,0.5,0.0001,0.075,-0.05,0,1200000,0.88711,1.015,-11.289,1.49999999999999,0
V1,0.65,low_CCM,0.5,0.0001,0.075,-0.01,0,1200000,0.92391,1.01439393939394,-7.60899999999999,1.43939393939394,0
V1,0.65,low_CCM,0.5,0.0001,0.075,0.01,0,1200000,0.94231,1.01410891089109,-5.76899999999999,1.41089108910892,0
V1,0.65,low_CCM,0.5,0.0001,0.075,0.05,0,1200000,0.97911,1.01357142857143,-2.08899999999999,1.35714285714286,0
V1,0.65,low_CCM,0.5,0.0001,0.1,-0.05,0,1200000,0.88918,1.01736842105263,-11.082,1.73684210526315,0
V1,0.65,low_CCM,0.5,0.0001,0.1,-0.01,0,1200000,0.92598,1.01666666666667,-7.402,1.66666666666666,0
V1,0.65,low_CCM,0.5,0.0001,0.1,0.01,0,1200000,0.94438,1.01633663366337,-5.562,1.63366336633664,0
V1,0.65,low_CCM,0.5,0.0001,0.1,0.05,0,1200000,0.98118,1.01571428571429,-1.88199999999999,1.57142857142858,0
V1,0.65,nominal,1,8e-05,0.05,-0.05,0,1200000,0.88228,1.00947368421053,-11.772,0.94736842105263,1
V1,0.65,nominal,1,8e-05,0.05,-0.01,0,1200000,0.91908,1.00909090909091,-8.092,0.909090909090904,1
V1,0.65,nominal,1,8e-05,0.05,0.01,0,1200000,0.93748,1.00891089108911,-6.252,0.891089108910892,1
V1,0.65,nominal,1,8e-05,0.05,0.05,0,1200000,0.97428,1.00857142857143,-2.572,0.857142857142845,1
V1,0.65,nominal,1,8e-05,0.075,-0.05,0,1200000,0.88435,1.01184210526316,-11.565,1.18421052631579,0
V1,0.65,nominal,1,8e-05,0.075,-0.01,0,1200000,0.92115,1.01136363636364,-7.885,1.13636363636362,0
V1,0.65,nominal,1,8e-05,0.075,0.01,0,1200000,0.93955,1.01113861386139,-6.045,1.1138613861386,0
V1,0.65,nominal,1,8e-05,0.075,0.05,0,1200000,0.97635,1.01071428571429,-2.36499999999999,1.07142857142857,0
V1,0.65,nominal,1,8e-05,0.1,-0.05,0,1200000,0.88642,1.01421052631579,-11.358,1.42105263157895,0
V1,0.65,nominal,1,8e-05,0.1,-0.01,0,1200000,0.92322,1.01363636363636,-7.678,1.36363636363637,0
V1,0.65,nominal,1,8e-05,0.1,0.01,0,1200000,0.94162,1.01336633663366,-5.83799999999999,1.33663366336634,0
V1,0.65,nominal,1,8e-05,0.1,0.05,0,1200000,0.97842,1.01285714285714,-2.15799999999998,1.28571428571429,0
V1,0.65,nominal,1,9e-05,0.05,-0.05,0,1200000,0.88504,1.01263157894737,-11.496,1.26315789473685,0
V1,0.65,nominal,1,9e-05,0.05,-0.01,0,1200000,0.92184,1.01212121212121,-7.816,1.2121212121212,0
V1,0.65,nominal,1,9e-05,0.05,0.01,0,1200000,0.94024,1.01188118811881,-5.97599999999999,1.18811881188119,0
V1,0.65,nominal,1,9e-05,0.05,0.05,0,1200000,0.97704,1.01142857142857,-2.29599999999999,1.14285714285716,0
V1,0.65,nominal,1,9e-05,0.075,-0.05,0,1200000,0.88711,1.015,-11.289,1.49999999999999,0
V1,0.65,nominal,1,9e-05,0.075,-0.01,0,1200000,0.92391,1.01439393939394,-7.60899999999999,1.43939393939394,0
V1,0.65,nominal,1,9e-05,0.075,0.01,0,1200000,0.94231,1.01410891089109,-5.76899999999999,1.41089108910892,0
V1,0.65,nominal,1,9e-05,0.075,0.05,0,1200000,0.97911,1.01357142857143,-2.08899999999999,1.35714285714286,0
V1,0.65,nominal,1,9e-05,0.1,-0.05,0,1200000,0.88918,1.01736842105263,-11.082,1.73684210526315,0
V1,0.65,nominal,1,9e-05,0.1,-0.01,0,1200000,0.92598,1.01666666666667,-7.402,1.66666666666666,0
V1,0.65,nominal,1,9e-05,0.1,0.01,0,1200000,0.94438,1.01633663366337,-5.562,1.63366336633664,0
V1,0.65,nominal,1,9e-05,0.1,0.05,0,1200000,0.98118,1.01571428571429,-1.88199999999999,1.57142857142858,0
V1,0.65,nominal,1,0.0001,0.05,-0.05,0,1200000,0.8878,1.01578947368421,-11.22,1.57894736842106,0
V1,0.65,nominal,1,0.0001,0.05,-0.01,0,1200000,0.9246,1.01515151515152,-7.54,1.51515151515151,0
V1,0.65,nominal,1,0.0001,0.05,0.01,0,1200000,0.943,1.01485148514851,-5.7,1.48514851485149,0
V1,0.65,nominal,1,0.0001,0.05,0.05,0,1200000,0.9798,1.01428571428571,-2.02,1.42857142857142,0
V1,0.65,nominal,1,0.0001,0.075,-0.05,0,1200000,0.88987,1.01815789473684,-11.013,1.81578947368419,0
V1,0.65,nominal,1,0.0001,0.075,-0.01,0,1200000,0.92667,1.01742424242424,-7.333,1.74242424242423,0
V1,0.65,nominal,1,0.0001,0.075,0.01,0,1200000,0.94507,1.01707920792079,-5.49299999999999,1.70792079207922,0
V1,0.65,nominal,1,0.0001,0.075,0.05,0,1200000,0.98187,1.01642857142857,-1.813,1.64285714285715,0
V1,0.65,nominal,1,0.0001,0.1,-0.05,0,1200000,0.89194,1.02052631578947,-10.806,2.05263157894737,0
V1,0.65,nominal,1,0.0001,0.1,-0.01,0,1200000,0.92874,1.01969696969697,-7.12599999999999,1.96969696969698,0
V1,0.65,nominal,1,0.0001,0.1,0.01,0,1200000,0.94714,1.01930693069307,-5.28599999999999,1.93069306930693,0
V1,0.65,nominal,1,0.0001,0.1,0.05,0,1200000,0.98394,1.01857142857143,-1.60599999999999,1.85714285714287,0
V1,0.65,high,2,8e-05,0.05,-0.05,0,1200000,0.8878,1.01578947368421,-11.22,1.57894736842106,0
V1,0.65,high,2,8e-05,0.05,-0.01,0,1200000,0.9246,1.01515151515152,-7.54,1.51515151515151,0
V1,0.65,high,2,8e-05,0.05,0.01,0,1200000,0.943,1.01485148514851,-5.7,1.48514851485149,0
V1,0.65,high,2,8e-05,0.05,0.05,0,1200000,0.9798,1.01428571428571,-2.02,1.42857142857142,0
V1,0.65,high,2,8e-05,0.075,-0.05,0,1200000,0.88987,1.01815789473684,-11.013,1.81578947368419,0
V1,0.65,high,2,8e-05,0.075,-0.01,0,1200000,0.92667,1.01742424242424,-7.333,1.74242424242423,0
V1,0.65,high,2,8e-05,0.075,0.01,0,1200000,0.94507,1.01707920792079,-5.49299999999999,1.70792079207922,0
V1,0.65,high,2,8e-05,0.075,0.05,0,1200000,0.98187,1.01642857142857,-1.813,1.64285714285715,0
V1,0.65,high,2,8e-05,0.1,-0.05,0,1200000,0.89194,1.02052631578947,-10.806,2.05263157894737,0
V1,0.65,high,2,8e-05,0.1,-0.01,0,1200000,0.92874,1.01969696969697,-7.12599999999999,1.96969696969698,0
V1,0.65,high,2,8e-05,0.1,0.01,0,1200000,0.94714,1.01930693069307,-5.28599999999999,1.93069306930693,0
V1,0.65,high,2,8e-05,0.1,0.05,0,1200000,0.98394,1.01857142857143,-1.60599999999999,1.85714285714287,0
V1,0.65,high,2,9e-05,0.05,-0.05,0,1200000,0.89056,1.01894736842105,-10.944,1.89473684210526,0
V1,0.65,high,2,9e-05,0.05,-0.01,0,1200000,0.92736,1.01818181818182,-7.26399999999999,1.81818181818183,0
V1,0.65,high,2,9e-05,0.05,0.01,0,1200000,0.94576,1.01782178217822,-5.424,1.78217821782178,0
V1,0.65,high,2,9e-05,0.05,0.05,0,1200000,0.98256,1.01714285714286,-1.74399999999999,1.71428571428571,0
V1,0.65,high,2,9e-05,0.075,-0.05,0,1200000,0.89263,1.02131578947368,-10.737,2.13157894736842,0
V1,0.65,high,2,9e-05,0.075,-0.01,0,1200000,0.92943,1.02045454545455,-7.05699999999999,2.04545454545455,0
