voltage_architecture,D,load,load_scale,C_F,ESR_Ohm,AFE_component_tolerance,AFE_highpass_Hz,AFE_lowpass_Hz,kR_raw,kR_after_once_calibration,raw_deviation_percent,calibrated_deviation_percent,one_time_calibration_within_1_percent
V1,0.65,high,2,9e-05,0.075,0.01,0,1200000,0.94783,1.0200495049505,-5.21699999999998,2.00495049504952,0
V1,0.65,high,2,9e-05,0.075,0.05,0,1200000,0.98463,1.01928571428571,-1.53699999999998,1.92857142857144,0
V1,0.65,high,2,9e-05,0.1,-0.05,0,1200000,0.8947,1.02368421052632,-10.53,2.36842105263158,0
V1,0.65,high,2,9e-05,0.1,-0.01,0,1200000,0.9315,1.02272727272727,-6.85,2.27272727272727,0
V1,0.65,high,2,9e-05,0.1,0.01,0,1200000,0.9499,1.02227722772277,-5.01,2.22772277227723,0
V1,0.65,high,2,9e-05,0.1,0.05,0,1200000,0.9867,1.02142857142857,-1.33,2.14285714285714,0
V1,0.65,high,2,0.0001,0.05,-0.05,0,1200000,0.89332,1.02210526315789,-10.668,2.21052631578948,0
V1,0.65,high,2,0.0001,0.05,-0.01,0,1200000,0.93012,1.02121212121212,-6.988,2.1212121212121,0
V1,0.65,high,2,0.0001,0.05,0.01,0,1200000,0.94852,1.02079207920792,-5.14800000000001,2.07920792079206,0
V1,0.65,high,2,0.0001,0.05,0.05,0,1200000,0.98532,1.02,-1.468,1.99999999999998,0
V1,0.65,high,2,0.0001,0.075,-0.05,0,1200000,0.89539,1.02447368421053,-10.461,2.44736842105264,0
V1,0.65,high,2,0.0001,0.075,-0.01,0,1200000,0.93219,1.02348484848485,-6.78099999999999,2.34848484848484,0
V1,0.65,high,2,0.0001,0.075,0.01,0,1200000,0.95059,1.0230198019802,-4.941,2.30198019801982,0
V1,0.65,high,2,0.0001,0.075,0.05,0,1200000,0.98739,1.02214285714286,-1.26099999999999,2.21428571428572,0
V1,0.65,high,2,0.0001,0.1,-0.05,0,1200000,0.89746,1.02684210526316,-10.254,2.68421052631578,0
V1,0.65,high,2,0.0001,0.1,-0.01,0,1200000,0.93426,1.02575757575758,-6.57399999999999,2.57575757575759,0
V1,0.65,high,2,0.0001,0.1,0.01,0,1200000,0.95266,1.02524752475248,-4.73399999999998,2.52475247524755,0
V1,0.65,high,2,0.0001,0.1,0.05,0,1200000,0.98946,1.02428571428571,-1.05399999999999,2.42857142857142,0
V2,0.3,low_CCM,0.5,8e-05,0.05,-0.05,5000,1200000,0.90624,0.993684210526316,-9.37600000000001,-0.631578947368416,1
V2,0.3,low_CCM,0.5,8e-05,0.05,-0.01,5000,1200000,0.94464,0.993939393939394,-5.53600000000001,-0.60606060606061,1
V2,0.3,low_CCM,0.5,8e-05,0.05,0.01,5000,1200000,0.96384,0.994059405940594,-3.61600000000001,-0.594059405940606,1
V2,0.3,low_CCM,0.5,8e-05,0.05,0.05,5000,1200000,1.00224,0.994285714285714,0.224000000000002,-0.571428571428567,1
V2,0.3,low_CCM,0.5,8e-05,0.075,-0.05,5000,1200000,0.90696,0.994473684210526,-9.304,-0.55263157894736,1
V2,0.3,low_CCM,0.5,8e-05,0.075,-0.01,5000,1200000,0.94536,0.99469696969697,-5.464,-0.530303030303025,1
V2,0.3,low_CCM,0.5,8e-05,0.075,0.01,5000,1200000,0.96456,0.99480198019802,-3.544,-0.51980198019802,1
V2,0.3,low_CCM,0.5,8e-05,0.075,0.05,5000,1200000,1.00296,0.995,0.296000000000007,-0.499999999999989,1
V2,0.3,low_CCM,0.5,8e-05,0.1,-0.05,5000,1200000,0.90768,0.995263157894737,-9.23200000000001,-0.473684210526315,1
V2,0.3,low_CCM,0.5,8e-05,0.1,-0.01,5000,1200000,0.94608,0.995454545454546,-5.392,-0.454545454545441,1
V2,0.3,low_CCM,0.5,8e-05,0.1,0.01,5000,1200000,0.96528,0.995544554455446,-3.472,-0.445544554455446,1
V2,0.3,low_CCM,0.5,8e-05,0.1,0.05,5000,1200000,1.00368,0.995714285714286,0.368000000000013,-0.428571428571412,1
V2,0.3,low_CCM,0.5,9e-05,0.05,-0.05,5000,1200000,0.9072,0.994736842105263,-9.28000000000001,-0.526315789473686,1
V2,0.3,low_CCM,0.5,9e-05,0.05,-0.01,5000,1200000,0.9456,0.994949494949495,-5.44,-0.505050505050497,1
V2,0.3,low_CCM,0.5,9e-05,0.05,0.01,5000,1200000,0.9648,0.995049504950495,-3.51999999999999,-0.495049504950484,1
V2,0.3,low_CCM,0.5,9e-05,0.05,0.05,5000,1200000,1.0032,0.995238095238095,0.320000000000009,-0.476190476190463,1
V2,0.3,low_CCM,0.5,9e-05,0.075,-0.05,5000,1200000,0.90792,0.995526315789474,-9.20800000000001,-0.44736842105263,1
V2,0.3,low_CCM,0.5,9e-05,0.075,-0.01,5000,1200000,0.94632,0.995707070707071,-5.36800000000001,-0.429292929292924,1
V2,0.3,low_CCM,0.5,9e-05,0.075,0.01,5000,1200000,0.96552,0.995792079207921,-3.44800000000001,-0.420792079207932,1
V2,0.3,low_CCM,0.5,9e-05,0.075,0.05,5000,1200000,1.00392,0.995952380952381,0.391999999999992,-0.404761904761908,1
V2,0.3,low_CCM,0.5,9e-05,0.1,-0.05,5000,1200000,0.90864,0.996315789473684,-9.136,-0.368421052631573,1
V2,0.3,low_CCM,0.5,9e-05,0.1,-0.01,5000,1200000,0.94704,0.996464646464646,-5.296,-0.35353535353535,1
V2,0.3,low_CCM,0.5,9e-05,0.1,0.01,5000,1200000,0.96624,0.996534653465346,-3.37600000000001,-0.346534653465358,1
V2,0.3,low_CCM,0.5,9e-05,0.1,0.05,5000,1200000,1.00464,0.996666666666667,0.463999999999998,-0.333333333333341,1
V2,0.3,low_CCM,0.5,0.0001,0.05,-0.05,5000,1200000,0.90816,0.995789473684211,-9.184,-0.421052631578944,1
V2,0.3,low_CCM,0.5,0.0001,0.05,-0.01,5000,1200000,0.94656,0.995959595959596,-5.344,-0.404040404040396,1
V2,0.3,low_CCM,0.5,0.0001,0.05,0.01,5000,1200000,0.96576,0.996039603960396,-3.424,-0.396039603960407,1
V2,0.3,low_CCM,0.5,0.0001,0.05,0.05,5000,1200000,1.00416,0.996190476190476,0.415999999999994,-0.380952380952393,1
V2,0.3,low_CCM,0.5,0.0001,0.075,-0.05,5000,1200000,0.90888,0.996578947368421,-9.11200000000001,-0.342105263157899,1
V2,0.3,low_CCM,0.5,0.0001,0.075,-0.01,5000,1200000,0.94728,0.996717171717172,-5.272,-0.328282828282822,1
V2,0.3,low_CCM,0.5,0.0001,0.075,0.01,5000,1200000,0.96648,0.996782178217822,-3.352,-0.321782178217822,1
V2,0.3,low_CCM,0.5,0.0001,0.075,0.05,5000,1200000,1.00488,0.996904761904762,0.488,-0.309523809523815,1
V2,0.3,low_CCM,0.5,0.0001,0.1,-0.05,5000,1200000,0.9096,0.997368421052632,-9.04,-0.263157894736843,1
V2,0.3,low_CCM,0.5,0.0001,0.1,-0.01,5000,1200000,0.948,0.997474747474748,-5.2,-0.252525252525249,1
V2,0.3,low_CCM,0.5,0.0001,0.1,0.01,5000,1200000,0.9672,0.997524752475248,-3.27999999999999,-0.247524752475248,1
V2,0.3,low_CCM,0.5,0.0001,0.1,0.05,5000,1200000,1.0056,0.997619047619048,0.560000000000005,-0.238095238095237,1
V2,0.3,nominal,1,8e-05,0.05,-0.05,5000,1200000,0.9072,0.994736842105263,-9.28000000000001,-0.526315789473686,1
V2,0.3,nominal,1,8e-05,0.05,-0.01,5000,1200000,0.9456,0.994949494949495,-5.44,-0.505050505050497,1
V2,0.3,nominal,1,8e-05,0.05,0.01,5000,1200000,0.9648,0.995049504950495,-3.51999999999999,-0.495049504950484,1
V2,0.3,nominal,1,8e-05,0.05,0.05,5000,1200000,1.0032,0.995238095238095,0.320000000000009,-0.476190476190463,1
V2,0.3,nominal,1,8e-05,0.075,-0.05,5000,1200000,0.90792,0.995526315789474,-9.20800000000001,-0.44736842105263,1
V2,0.3,nominal,1,8e-05,0.075,-0.01,5000,1200000,0.94632,0.995707070707071,-5.36800000000001,-0.429292929292924,1
V2,0.3,nominal,1,8e-05,0.075,0.01,5000,1200000,0.96552,0.995792079207921,-3.44800000000001,-0.420792079207932,1
V2,0.3,nominal,1,8e-05,0.075,0.05,5000,1200000,1.00392,0.995952380952381,0.391999999999992,-0.404761904761908,1
V2,0.3,nominal,1,8e-05,0.1,-0.05,5000,1200000,0.90864,0.996315789473684,-9.136,-0.368421052631573,1
V2,0.3,nominal,1,8e-05,0.1,-0.01,5000,1200000,0.94704,0.996464646464646,-5.296,-0.35353535353535,1
V2,0.3,nominal,1,8e-05,0.1,0.01,5000,1200000,0.96624,0.996534653465346,-3.37600000000001,-0.346534653465358,1
V2,0.3,nominal,1,8e-05,0.1,0.05,5000,1200000,1.00464,0.996666666666667,0.463999999999998,-0.333333333333341,1
V2,0.3,nominal,1,9e-05,0.05,-0.05,5000,1200000,0.90816,0.995789473684211,-9.184,-0.421052631578944,1
V2,0.3,nominal,1,9e-05,0.05,-0.01,5000,1200000,0.94656,0.995959595959596,-5.344,-0.404040404040396,1
V2,0.3,nominal,1,9e-05,0.05,0.01,5000,1200000,0.96576,0.996039603960396,-3.424,-0.396039603960407,1
V2,0.3,nominal,1,9e-05,0.05,0.05,5000,1200000,1.00416,0.996190476190476,0.415999999999994,-0.380952380952393,1
V2,0.3,nominal,1,9e-05,0.075,-0.05,5000,1200000,0.90888,0.996578947368421,-9.11200000000001,-0.342105263157899,1
V2,0.3,nominal,1,9e-05,0.075,-0.01,5000,1200000,0.94728,0.996717171717172,-5.272,-0.328282828282822,1
V2,0.3,nominal,1,9e-05,0.075,0.01,5000,1200000,0.96648,0.996782178217822,-3.352,-0.321782178217822,1
V2,0.3,nominal,1,9e-05,0.075,0.05,5000,1200000,1.00488,0.996904761904762,0.488,-0.309523809523815,1
V2,0.3,nominal,1,9e-05,0.1,-0.05,5000,1200000,0.9096,0.997368421052632,-9.04,-0.263157894736843,1
V2,0.3,nominal,1,9e-05,0.1,-0.01,5000,1200000,0.948,0.997474747474748,-5.2,-0.252525252525249,1
V2,0.3,nominal,1,9e-05,0.1,0.01,5000,1200000,0.9672,0.997524752475248,-3.27999999999999,-0.247524752475248,1
V2,0.3,nominal,1,9e-05,0.1,0.05,5000,1200000,1.0056,0.997619047619048,0.560000000000005,-0.238095238095237,1
V2,0.3,nominal,1,0.0001,0.05,-0.05,5000,1200000,0.90912,0.996842105263158,-9.08800000000001,-0.315789473684214,1
V2,0.3,nominal,1,0.0001,0.05,-0.01,5000,1200000,0.94752,0.996969696969697,-5.24800000000001,-0.303030303030305,1
V2,0.3,nominal,1,0.0001,0.05,0.01,5000,1200000,0.96672,0.997029702970297,-3.328,-0.297029702970297,1
V2,0.3,nominal,1,0.0001,0.05,0.05,5000,1200000,1.00512,0.997142857142857,0.512000000000001,-0.285714285714289,1
V2,0.3,nominal,1,0.0001,0.075,-0.05,5000,1200000,0.90984,0.997631578947369,-9.016,-0.236842105263146,1
V2,0.3,nominal,1,0.0001,0.075,-0.01,5000,1200000,0.94824,0.997727272727273,-5.176,-0.22727272727272,1
V2,0.3,nominal,1,0.0001,0.075,0.01,5000,1200000,0.96744,0.997772277227723,-3.25600000000001,-0.222772277227734,1
V2,0.3,nominal,1,0.0001,0.075,0.05,5000,1200000,1.00584,0.997857142857143,0.583999999999985,-0.214285714285734,1
V2,0.3,nominal,1,0.0001,0.1,-0.05,5000,1200000,0.91056,0.998421052631579,-8.94400000000001,-0.157894736842101,1
V2,0.3,nominal,1,0.0001,0.1,-0.01,5000,1200000,0.94896,0.998484848484849,-5.104,-0.151515151515136,1
V2,0.3,nominal,1,0.0001,0.1,0.01,5000,1200000,0.96816,0.998514851485148,-3.18400000000001,-0.14851485148516,1
V2,0.3,nominal,1,0.0001,0.1,0.05,5000,1200000,1.00656,0.998571428571428,0.65599999999999,-0.142857142857156,1
V2,0.3,high,2,8e-05,0.05,-0.05,5000,1200000,0.90912,0.996842105263158,-9.08800000000001,-0.315789473684214,1
V2,0.3,high,2,8e-05,0.05,-0.01,5000,1200000,0.94752,0.996969696969697,-5.24800000000001,-0.303030303030305,1
V2,0.3,high,2,8e-05,0.05,0.01,5000,1200000,0.96672,0.997029702970297,-3.328,-0.297029702970297,1
V2,0.3,high,2,8e-05,0.05,0.05,5000,1200000,1.00512,0.997142857142857,0.512000000000001,-0.285714285714289,1
V2,0.3,high,2,8e-05,0.075,-0.05,5000,1200000,0.90984,0.997631578947369,-9.016,-0.236842105263146,1
V2,0.3,high,2,8e-05,0.075,-0.01,5000,1200000,0.94824,0.997727272727273,-5.176,-0.22727272727272,1
V2,0.3,high,2,8e-05,0.075,0.01,5000,1200000,0.96744,0.997772277227723,-3.25600000000001,-0.222772277227734,1
V2,0.3,high,2,8e-05,0.075,0.05,5000,1200000,1.00584,0.997857142857143,0.583999999999985,-0.214285714285734,1
V2,0.3,high,2,8e-05,0.1,-0.05,5000,1200000,0.91056,0.998421052631579,-8.94400000000001,-0.157894736842101,1
V2,0.3,high,2,8e-05,0.1,-0.01,5000,1200000,0.94896,0.998484848484849,-5.104,-0.151515151515136,1
V2,0.3,high,2,8e-05,0.1,0.01,5000,1200000,0.96816,0.998514851485148,-3.18400000000001,-0.14851485148516,1
V2,0.3,high,2,8e-05,0.1,0.05,5000,1200000,1.00656,0.998571428571428,0.65599999999999,-0.142857142857156,1
V2,0.3,high,2,9e-05,0.05,-0.05,5000,1200000,0.91008,0.997894736842105,-8.99200000000001,-0.210526315789472,1
V2,0.3,high,2,9e-05,0.05,-0.01,5000,1200000,0.94848,0.997979797979798,-5.152,-0.202020202020192,1
V2,0.3,high,2,9e-05,0.05,0.01,5000,1200000,0.96768,0.998019801980198,-3.232,-0.198019801980198,1
V2,0.3,high,2,9e-05,0.05,0.05,5000,1200000,1.00608,0.998095238095238,0.608000000000009,-0.190476190476185,1
V2,0.3,high,2,9e-05,0.075,-0.05,5000,1200000,0.9108,0.998684210526316,-8.92000000000001,-0.131578947368416,1
V2,0.3,high,2,9e-05,0.075,-0.01,5000,1200000,0.9492,0.998737373737374,-5.08000000000001,-0.126262626262619,1
V2,0.3,high,2,9e-05,0.075,0.01,5000,1200000,0.9684,0.998762376237624,-3.16,-0.123762376237624,1
V2,0.3,high,2,9e-05,0.075,0.05,5000,1200000,1.0068,0.998809523809524,0.680000000000014,-0.119047619047608,1
V2,0.3,high,2,9e-05,0.1,-0.05,5000,1200000,0.91152,0.999473684210526,-8.848,-0.0526315789473597,1
V2,0.3,high,2,9e-05,0.1,-0.01,5000,1200000,0.94992,0.99949494949495,-5.008,-0.0505050505050453,1
V2,0.3,high,2,9e-05,0.1,0.01,5000,1200000,0.96912,0.99950495049505,-3.088,-0.0495049504950495,1
V2,0.3,high,2,9e-05,0.1,0.05,5000,1200000,1.00752,0.999523809523809,0.751999999999997,-0.0476190476190519,1
V2,0.3,high,2,0.0001,0.05,-0.05,5000,1200000,0.91104,0.998947368421053,-8.896,-0.105263157894731,1
V2,0.3,high,2,0.0001,0.05,-0.01,5000,1200000,0.94944,0.998989898989899,-5.056,-0.101010101010102,1
V2,0.3,high,2,0.0001,0.05,0.01,5000,1200000,0.96864,0.999009900990099,-3.13599999999999,-0.0990099009900991,1
V2,0.3,high,2,0.0001,0.05,0.05,5000,1200000,1.00704,0.999047619047619,0.704000000000016,-0.0952380952380816,1
V2,0.3,high,2,0.0001,0.075,-0.05,5000,1200000,0.91176,0.999736842105263,-8.82400000000001,-0.0263157894736854,1
V2,0.3,high,2,0.0001,0.075,-0.01,5000,1200000,0.95016,0.999747474747475,-4.984,-0.0252525252525171,1
V2,0.3,high,2,0.0001,0.075,0.01,5000,1200000,0.96936,0.999752475247525,-3.06400000000001,-0.0247524752475359,1
V2,0.3,high,2,0.0001,0.075,0.05,5000,1200000,1.00776,0.999761904761905,0.775999999999999,-0.0238095238095259,1
V2,0.3,high,2,0.0001,0.1,-0.05,5000,1200000,0.91248,1.00052631578947,-8.75200000000001,0.0526315789473708,1
V2,0.3,high,2,0.0001,0.1,-0.01,5000,1200000,0.95088,1.00050505050505,-4.91200000000001,0.0505050505050564,1
V2,0.3,high,2,0.0001,0.1,0.01,5000,1200000,0.97008,1.00049504950495,-2.99200000000001,0.0495049504950495,1
V2,0.3,high,2,0.0001,0.1,0.05,5000,1200000,1.00848,1.00047619047619,0.848000000000004,0.0476190476190519,1
V2,0.4,low_CCM,0.5,8e-05,0.05,-0.05,5000,1200000,0.908434285714286,0.99609022556391,-9.15657142857144,-0.39097744360902,1
V2,0.4,low_CCM,0.5,8e-05,0.05,-0.01,5000,1200000,0.946834285714286,0.996248196248196,-5.31657142857143,-0.375180375180362,1
V2,0.4,low_CCM,0.5,8e-05,0.05,0.01,5000,1200000,0.966034285714286,0.996322489391796,-3.39657142857144,-0.367751060820376,1
V2,0.4,low_CCM,0.5,8e-05,0.05,0.05,5000,1200000,1.00443428571429,0.996462585034014,0.443428571428561,-0.353741496598647,1
V2,0.4,low_CCM,0.5,8e-05,0.075,-0.05,5000,1200000,0.909154285714286,0.99687969924812,-9.08457142857144,-0.312030075187975,1
V2,0.4,low_CCM,0.5,8e-05,0.075,-0.01,5000,1200000,0.947554285714286,0.997005772005772,-5.24457142857143,-0.299422799422788,1
V2,0.4,low_CCM,0.5,8e-05,0.075,0.01,5000,1200000,0.966754285714286,0.997065063649222,-3.32457142857143,-0.293493635077802,1
V2,0.4,low_CCM,0.5,8e-05,0.075,0.05,5000,1200000,1.00515428571429,0.997176870748299,0.515428571428567,-0.28231292517007,1
V2,0.4,low_CCM,0.5,8e-05,0.1,-0.05,5000,1200000,0.909874285714286,0.997669172932331,-9.01257142857144,-0.233082706766918,1
V2,0.4,low_CCM,0.5,8e-05,0.1,-0.01,5000,1200000,0.948274285714286,0.997763347763348,-5.17257142857144,-0.223665223665226,1
V2,0.4,low_CCM,0.5,8e-05,0.1,0.01,5000,1200000,0.967474285714286,0.997807637906648,-3.25257142857143,-0.219236209335216,1
V2,0.4,low_CCM,0.5,8e-05,0.1,0.05,5000,1200000,1.00587428571429,0.997891156462585,0.587428571428572,-0.210884353741492,1
V2,0.4,low_CCM,0.5,9e-05,0.05,-0.05,5000,1200000,0.909394285714286,0.997142857142857,-9.06057142857143,-0.285714285714278,1
V2,0.4,low_CCM,0.5,9e-05,0.05,-0.01,5000,1200000,0.947794285714286,0.997258297258297,-5.22057142857143,-0.274170274170271,1
V2,0.4,low_CCM,0.5,9e-05,0.05,0.01,5000,1200000,0.966994285714286,0.997312588401697,-3.30057142857143,-0.268741159830277,1
V2,0.4,low_CCM,0.5,9e-05,0.05,0.05,5000,1200000,1.00539428571429,0.997414965986395,0.539428571428568,-0.258503401360544,1
V2,0.4,low_CCM,0.5,9e-05,0.075,-0.05,5000,1200000,0.910114285714286,0.997932330827068,-8.98857142857143,-0.206766917293233,1
V2,0.4,low_CCM,0.5,9e-05,0.075,-0.01,5000,1200000,0.948514285714286,0.998015873015873,-5.14857142857144,-0.198412698412698,1
V2,0.4,low_CCM,0.5,9e-05,0.075,0.01,5000,1200000,0.967714285714286,0.998055162659123,-3.22857142857143,-0.194483734087691,1
V2,0.4,low_CCM,0.5,9e-05,0.075,0.05,5000,1200000,1.00611428571429,0.99812925170068,0.611428571428574,-0.187074829931966,1
V2,0.4,low_CCM,0.5,9e-05,0.1,-0.05,5000,1200000,0.910834285714286,0.998721804511278,-8.91657142857144,-0.127819548872188,1
V2,0.4,low_CCM,0.5,9e-05,0.1,-0.01,5000,1200000,0.949234285714286,0.998773448773449,-5.07657142857143,-0.122655122655113,1
V2,0.4,low_CCM,0.5,9e-05,0.1,0.01,5000,1200000,0.968434285714286,0.998797736916549,-3.15657142857142,-0.120226308345117,1
V2,0.4,low_CCM,0.5,9e-05,0.1,0.05,5000,1200000,1.00683428571429,0.998843537414966,0.683428571428579,-0.115646258503399,1
V2,0.4,low_CCM,0.5,0.0001,0.05,-0.05,5000,1200000,0.910354285714286,0.998195488721805,-8.96457142857143,-0.180451127819548,1
V2,0.4,low_CCM,0.5,0.0001,0.05,-0.01,5000,1200000,0.948754285714286,0.998268398268398,-5.12457142857143,-0.17316017316017,1
V2,0.4,low_CCM,0.5,0.0001,0.05,0.01,5000,1200000,0.967954285714286,0.998302687411598,-3.20457142857143,-0.169731258840178,1
V2,0.4,low_CCM,0.5,0.0001,0.05,0.05,5000,1200000,1.00635428571429,0.998367346938775,0.635428571428576,-0.163265306122451,1
V2,0.4,low_CCM,0.5,0.0001,0.075,-0.05,5000,1200000,0.911074285714286,0.998984962406015,-8.89257142857144,-0.101503759398502,1
V2,0.4,low_CCM,0.5,0.0001,0.075,-0.01,5000,1200000,0.949474285714286,0.999025974025974,-5.05257142857144,-0.097402597402596,1
V2,0.4,low_CCM,0.5,0.0001,0.075,0.01,5000,1200000,0.968674285714286,0.999045261669024,-3.13257142857144,-0.0954738330976146,1
V2,0.4,low_CCM,0.5,0.0001,0.075,0.05,5000,1200000,1.00707428571429,0.999081632653061,0.707428571428559,-0.0918367346938953,1
V2,0.4,low_CCM,0.5,0.0001,0.1,-0.05,5000,1200000,0.911794285714286,0.999774436090226,-8.82057142857143,-0.0225563909774351,1
V2,0.4,low_CCM,0.5,0.0001,0.1,-0.01,5000,1200000,0.950194285714286,0.99978354978355,-4.98057142857143,-0.0216450216450226,1
V2,0.4,low_CCM,0.5,0.0001,0.1,0.01,5000,1200000,0.969394285714286,0.99978783592645,-3.06057142857143,-0.0212164073550292,1
V2,0.4,low_CCM,0.5,0.0001,0.1,0.05,5000,1200000,1.00779428571429,0.999795918367347,0.779428571428564,-0.0204081632653175,1
V2,0.4,nominal,1,8e-05,0.05,-0.05,5000,1200000,0.909394285714286,0.997142857142857,-9.06057142857143,-0.285714285714278,1
V2,0.4,nominal,1,8e-05,0.05,-0.01,5000,1200000,0.947794285714286,0.997258297258297,-5.22057142857143,-0.274170274170271,1
V2,0.4,nominal,1,8e-05,0.05,0.01,5000,1200000,0.966994285714286,0.997312588401697,-3.30057142857143,-0.268741159830277,1
V2,0.4,nominal,1,8e-05,0.05,0.05,5000,1200000,1.00539428571429,0.997414965986395,0.539428571428568,-0.258503401360544,1
V2,0.4,nominal,1,8e-05,0.075,-0.05,5000,1200000,0.910114285714286,0.997932330827068,-8.98857142857143,-0.206766917293233,1
V2,0.4,nominal,1,8e-05,0.075,-0.01,5000,1200000,0.948514285714286,0.998015873015873,-5.14857142857144,-0.198412698412698,1
V2,0.4,nominal,1,8e-05,0.075,0.01,5000,1200000,0.967714285714286,0.998055162659123,-3.22857142857143,-0.194483734087691,1
V2,0.4,nominal,1,8e-05,0.075,0.05,5000,1200000,1.00611428571429,0.99812925170068,0.611428571428574,-0.187074829931966,1
V2,0.4,nominal,1,8e-05,0.1,-0.05,5000,1200000,0.910834285714286,0.998721804511278,-8.91657142857144,-0.127819548872188,1
V2,0.4,nominal,1,8e-05,0.1,-0.01,5000,1200000,0.949234285714286,0.998773448773449,-5.07657142857143,-0.122655122655113,1
V2,0.4,nominal,1,8e-05,0.1,0.01,5000,1200000,0.968434285714286,0.998797736916549,-3.15657142857142,-0.120226308345117,1
V2,0.4,nominal,1,8e-05,0.1,0.05,5000,1200000,1.00683428571429,0.998843537414966,0.683428571428579,-0.115646258503399,1
V2,0.4,nominal,1,9e-05,0.05,-0.05,5000,1200000,0.910354285714286,0.998195488721805,-8.96457142857143,-0.180451127819548,1
V2,0.4,nominal,1,9e-05,0.05,-0.01,5000,1200000,0.948754285714286,0.998268398268398,-5.12457142857143,-0.17316017316017,1
V2,0.4,nominal,1,9e-05,0.05,0.01,5000,1200000,0.967954285714286,0.998302687411598,-3.20457142857143,-0.169731258840178,1
V2,0.4,nominal,1,9e-05,0.05,0.05,5000,1200000,1.00635428571429,0.998367346938775,0.635428571428576,-0.163265306122451,1
V2,0.4,nominal,1,9e-05,0.075,-0.05,5000,1200000,0.911074285714286,0.998984962406015,-8.89257142857144,-0.101503759398502,1
V2,0.4,nominal,1,9e-05,0.075,-0.01,5000,1200000,0.949474285714286,0.999025974025974,-5.05257142857144,-0.097402597402596,1
V2,0.4,nominal,1,9e-05,0.075,0.01,5000,1200000,0.968674285714286,0.999045261669024,-3.13257142857144,-0.0954738330976146,1
V2,0.4,nominal,1,9e-05,0.075,0.05,5000,1200000,1.00707428571429,0.999081632653061,0.707428571428559,-0.0918367346938953,1
V2,0.4,nominal,1,9e-05,0.1,-0.05,5000,1200000,0.911794285714286,0.999774436090226,-8.82057142857143,-0.0225563909774351,1
V2,0.4,nominal,1,9e-05,0.1,-0.01,5000,1200000,0.950194285714286,0.99978354978355,-4.98057142857143,-0.0216450216450226,1
V2,0.4,nominal,1,9e-05,0.1,0.01,5000,1200000,0.969394285714286,0.99978783592645,-3.06057142857143,-0.0212164073550292,1
V2,0.4,nominal,1,9e-05,0.1,0.05,5000,1200000,1.00779428571429,0.999795918367347,0.779428571428564,-0.0204081632653175,1
V2,0.4,nominal,1,0.0001,0.05,-0.05,5000,1200000,0.911314285714286,0.999248120300752,-8.86857142857144,-0.075187969924817,1
V2,0.4,nominal,1,0.0001,0.05,-0.01,5000,1200000,0.949714285714286,0.999278499278499,-5.02857142857143,-0.0721500721500568,1
V2,0.4,nominal,1,0.0001,0.05,0.01,5000,1200000,0.968914285714286,0.999292786421499,-3.10857142857143,-0.0707213578500676,1
V2,0.4,nominal,1,0.0001,0.05,0.05,5000,1200000,1.00731428571429,0.999319727891157,0.731428571428583,-0.0680272108843472,1
V2,0.4,nominal,1,0.0001,0.075,-0.05,5000,1200000,0.912034285714286,1.00003759398496,-8.79657142857144,0.00375939849623919,1
V2,0.4,nominal,1,0.0001,0.075,-0.01,5000,1200000,0.950434285714286,1.00003607503608,-4.95657142857143,0.00360750360750561,1
V2,0.4,nominal,1,0.0001,0.075,0.01,5000,1200000,0.969634285714286,1.00003536067893,-3.03657142857142,0.00353606789251781,1
V2,0.4,nominal,1,0.0001,0.075,0.05,5000,1200000,1.00803428571429,1.00003401360544,0.803428571428588,0.00340136054424178,1
V2,0.4,nominal,1,0.0001,0.1,-0.05,5000,1200000,0.912754285714286,1.00082706766917,-8.72457142857144,0.0827067669172843,1
V2,0.4,nominal,1,0.0001,0.1,-0.01,5000,1200000,0.951154285714286,1.00079365079365,-4.88457142857144,0.0793650793650791,1
V2,0.4,nominal,1,0.0001,0.1,0.01,5000,1200000,0.970354285714286,1.00077793493635,-2.96457142857142,0.077793493635081,1
V2,0.4,nominal,1,0.0001,0.1,0.05,5000,1200000,1.00875428571429,1.00074829931973,0.875428571428571,0.0748299319727863,1
V2,0.4,high,2,8e-05,0.05,-0.05,5000,1200000,0.911314285714286,0.999248120300752,-8.86857142857144,-0.075187969924817,1
V2,0.4,high,2,8e-05,0.05,-0.01,5000,1200000,0.949714285714286,0.999278499278499,-5.02857142857143,-0.0721500721500568,1
V2,0.4,high,2,8e-05,0.05,0.01,5000,1200000,0.968914285714286,0.999292786421499,-3.10857142857143,-0.0707213578500676,1
V2,0.4,high,2,8e-05,0.05,0.05,5000,1200000,1.00731428571429,0.999319727891157,0.731428571428583,-0.0680272108843472,1
V2,0.4,high,2,8e-05,0.075,-0.05,5000,1200000,0.912034285714286,1.00003759398496,-8.79657142857144,0.00375939849623919,1
V2,0.4,high,2,8e-05,0.075,-0.01,5000,1200000,0.950434285714286,1.00003607503608,-4.95657142857143,0.00360750360750561,1
V2,0.4,high,2,8e-05,0.075,0.01,5000,1200000,0.969634285714286,1.00003536067893,-3.03657142857142,0.00353606789251781,1
V2,0.4,high,2,8e-05,0.075,0.05,5000,1200000,1.00803428571429,1.00003401360544,0.803428571428588,0.00340136054424178,1
