path_id,ADC_mode,voltage_architecture,nominal_bits,ENOB,fs_adc_Hz,operating_case,Vin_V,D,load,C_true_F,ESR_true_Ohm,I_sum_A,edge_ESR_signal_mV,charge_C_signal_mV,current_full_scale_A,multi_cycle,calibration_level,locked_guard_us,locked_window_us,locked_points_per_side,sampling_geometry_feasible,C_est_F,ESR_est_Ohm,C_MAPE_percent,ESR_MAPE_percent,C_bias_percent,ESR_bias_percent,NEES,CI_C_95_coverage,CI_ESR_95_coverage,convergence_cycles,accepted_edge_updates,accuracy_pass
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_load,24,0.4,high,8e-05,0.075,5.12721956715012,384.541467536259,275.127489992692,20,1024,Cal3,0.2,1.5,6,1,7.89908853105427e-05,0.0750394268233384,2.56562758490965,0.333247484143103,-1.26139336182162,0.0525690977844828,18.3197736851484,0.775,1,33,1023.675,1
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_load,24,0.4,high,8e-05,0.1,5.12721956715012,512.721956715012,275.127489992692,20,1024,Cal3,0.2,1.5,6,1,7.97312977862009e-05,0.10003788854228,6.51117714244686,0.313216575062307,-0.335877767248849,0.0378885422797071,56.2368821477991,0.5,1,33,1023.5,0
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_load,24,0.4,high,9e-05,0.05,5.12721956715012,256.360978357506,244.557768882392,20,1024,Cal3,0.2,1.5,6,1,9.15287013780861e-05,0.0499766012803881,5.97560341398138,0.345695278622048,1.69855708676236,-0.0467974392237114,55.8268598257248,0.6,1,42,1023.625,0
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_load,24,0.4,high,9e-05,0.075,5.12721956715012,384.541467536259,244.557768882392,20,1024,Cal3,0.2,1.5,6,1,9.15739748035482e-05,0.0750890387274895,4.27874839044069,0.39327010246111,1.74886089283128,0.118718303319376,40.4963498794544,0.725,1,42,1023.6,0
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_load,24,0.4,high,9e-05,0.1,5.12721956715012,512.721956715012,244.557768882392,20,1024,Cal3,0.2,1.5,6,1,9.11413546548813e-05,0.10005685908772,5.51582458984179,0.226706815892895,1.26817183875703,0.0568590877201736,51.1899402432478,0.6,1,42,1023.7,0
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_load,24,0.4,high,0.0001,0.05,5.12721956715012,256.360978357506,220.101991994153,20,1024,Cal3,0.2,1.5,6,1,9.93366920176578e-05,0.04993688856373,3.10813774126861,0.323258488159366,-0.663307982342165,-0.126222872540049,28.6102585208342,0.8,1,52,1023.625,0
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_load,24,0.4,high,0.0001,0.075,5.12721956715012,384.541467536259,220.101991994153,20,1024,Cal3,0.2,1.5,6,1,9.90951972931433e-05,0.0749595237367764,4.85945520919296,0.304000438819496,-0.904802706856733,-0.0539683509648614,48.8526279667102,0.7,1,52,1023.725,0
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_load,24,0.4,high,0.0001,0.1,5.12721956715012,512.721956715012,220.101991994153,20,1024,Cal3,0.2,1.5,6,1,0.000102055595299705,0.099964158765328,5.81178222127344,0.27265980593185,2.0555952997052,-0.0358412346720294,65.6428494172583,0.7,1,52,1023.525,0
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_D,24,0.65,high_D,8e-05,0.05,16.0556944384439,802.784721922195,807.95426949521,20,1024,Cal3,0.2,1.5,6,1,7.99929422919977e-05,0.0499849702911719,1.4412722813716,0.261644908448015,-0.00882213500289497,-0.0300594176561697,2.61783476591816,0.675,1,4,1023.55,1
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_D,24,0.65,high_D,8e-05,0.075,16.0556944384439,1204.17708288329,807.95426949521,20,1024,Cal3,0.2,1.5,6,1,8.01054241363814e-05,0.0750182225536692,1.68429896115742,0.233329597103668,0.13178017047677,0.0242967382255266,3.16646785226266,0.6,1,4,1023.65,1
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_D,24,0.65,high_D,8e-05,0.1,16.0556944384439,1605.56944384439,807.95426949521,20,1024,Cal3,0.2,1.5,6,1,7.96911411525432e-05,0.0999387480902567,1.76024385487847,0.202484033795462,-0.386073559320954,-0.0612519097433206,3.65208225790077,0.6,1,4,1023.625,1
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_D,24,0.65,high_D,9e-05,0.05,16.0556944384439,802.784721922195,718.181572884631,20,1024,Cal3,0.2,1.5,6,1,9.00419475624691e-05,0.0499925866071973,1.15042594006617,0.270912275667055,0.0466084027434421,-0.0148267856053375,2.19783414838373,0.725,1,5,1023.775,1
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_D,24,0.65,high_D,9e-05,0.075,16.0556944384439,1204.17708288329,718.181572884631,20,1024,Cal3,0.2,1.5,6,1,9.01161046856663e-05,0.0750203168570413,1.12504508715529,0.249450261686777,0.129005206295929,0.0270891427216924,1.88878383441974,0.85,1,5,1023.475,1
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_D,24,0.65,high_D,9e-05,0.1,16.0556944384439,1605.56944384439,718.181572884631,20,1024,Cal3,0.2,1.5,6,1,8.9885101290676e-05,0.0999341094493183,1.08347495804144,0.256132980626667,-0.127665232582275,-0.065890550681702,1.57291231097556,0.85,1,5,1023.725,1
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_D,24,0.65,high_D,0.0001,0.05,16.0556944384439,802.784721922195,646.363415596168,20,1024,Cal3,0.2,1.5,6,1,0.000100005164904796,0.0499806787025727,0.125961026058203,0.262242772969573,0.0051649047958513,-0.0386425948546987,0.0968442251078259,1,1,6,1023.85,1
native_12_V2,native_12bit_highspeed,V2,12,10.5,4000000,high_D,24,0.65,high_D,0.0001,0.075,16.0556944384439,1204.17708288329,646.363415596168,20,1024,Cal3,0.2,1.5,6,1,0.00010002710064159,0.0749782128972219,0.149461259518781,0.273237409356657,0.0271006415903274,-0.0290494703708566,0.112052461073156,1,1,6,1023.6,1
