operating_case,Vin_V,D,Rload_Ohm,ESL_nH,jitter_rms_ns,absolute_voltage_delay_ns,seed_count,pass_probability,C_MAPE_mean_percent,C_MAPE_p95_percent,ESR_MAPE_mean_percent,ESR_MAPE_p95_percent,NEES_param_mean,CI_C_95_coverage,CI_ESR_95_coverage,meets_95_percent_boundary
high_load,24,0.4,5,10,50,300,20,0.45,1.23974326965319,6.15251443983311,5.06218077854476,6.90372884938125,90.8236185017473,0.8,0,0
high_load,24,0.4,5,10,50,400,20,0,0.487157176758702,1.32712865094197,8.70700139531802,9.61472371529166,187.565688573519,1,0,0
high_load,24,0.4,5,10,50,500,20,0,1.94303713106262,4.92167897958064,17.3250367673613,27.0758501211314,319.973212647565,0.5,0,0
high_D_CCM,24,0.6,7.5,10,0,0,20,1,0.290585831471977,0.446286161323367,0.122642909255907,0.222281763820331,0.97717237752354,1,1,1
high_D_CCM,24,0.6,7.5,10,0,50,20,1,0.259043849511588,0.56695320481927,0.951553481988652,1.19528259098547,5.52232493574104,1,0,1
high_D_CCM,24,0.6,7.5,10,0,100,20,1,0.683328957789593,1.22633920372623,1.80111410404547,2.25772344959535,19.7607629668188,0.6,0,1
high_D_CCM,24,0.6,7.5,10,0,150,20,1,0.193522070955904,0.416334881675834,2.56085929343188,3.36616056713657,34.7778827364718,1,0,1
high_D_CCM,24,0.6,7.5,10,0,200,20,1,0.166634062092956,0.33793061805315,3.20836304530476,4.35754772721277,55.9813244423566,1,0,1
high_D_CCM,24,0.6,7.5,10,0,250,20,0.5,0.225687610226147,0.55617076917831,3.82867791941762,5.3875176816946,80.8478040285722,1,0,0
high_D_CCM,24,0.6,7.5,10,0,300,20,0.5,0.228012913820982,0.46874934810559,4.64476625107961,6.37914966655319,117.301815310239,1,0,0
high_D_CCM,24,0.6,7.5,10,0,400,20,0,0.186106604691533,0.417846155118679,8.77144857065623,9.24834910257321,263.91404150481,1,0,0
high_D_CCM,24,0.6,7.5,10,0,500,20,0,0.668016980272809,1.32903192810199,20.0843350454802,29.8738008241424,455.247262250419,0.5,0,0
high_D_CCM,24,0.6,7.5,10,20,0,20,1,0.257825561054268,0.575750447438289,0.132480825687151,0.271121730279122,1.17808177345255,1,1,1
high_D_CCM,24,0.6,7.5,10,20,50,20,1,0.302079269171101,0.594991109254117,0.933847177638634,1.26941948989054,4.68554601044913,1,0.1,1
high_D_CCM,24,0.6,7.5,10,20,100,20,1,0.612716025282978,1.22542429176949,1.78173129159666,2.22099826380994,20.5195091778224,0.65,0,1
high_D_CCM,24,0.6,7.5,10,20,150,20,1,0.211723345254644,0.61875653116763,2.58316926679332,3.41159546721226,32.3971388045854,1,0,1
high_D_CCM,24,0.6,7.5,10,20,200,20,1,0.186399899009709,0.515388657714189,3.22645814536356,4.33248029843278,52.6096449823421,1,0,1
high_D_CCM,24,0.6,7.5,10,20,250,20,0.5,0.251811954691857,0.518759505243793,3.87294286644449,5.43171809562234,75.7844193531641,1,0,0
high_D_CCM,24,0.6,7.5,10,20,300,20,0.5,0.236682023690257,0.662507501613996,4.76533168171968,6.37155054783546,110.732540455049,1,0,0
high_D_CCM,24,0.6,7.5,10,20,400,20,0,0.18668010222316,0.502110189268951,8.43019547037379,8.99293842795424,239.096825315571,1,0,0
high_D_CCM,24,0.6,7.5,10,20,500,20,0,0.668552129756767,1.65024777688751,19.2422274386682,29.2415121912085,432.560540525946,0.65,0,0
high_D_CCM,24,0.6,7.5,10,50,0,20,1,0.327155004808321,0.708495778742346,0.240052557634294,0.467502807414089,2.25697207653849,1,1,1
high_D_CCM,24,0.6,7.5,10,50,50,20,1,0.436836910752758,1.03621106556955,0.877344325498539,1.35926734184199,4.70292704003454,0.9,0.45,1
