operating_case,Vin_V,D,Rload_Ohm,ESL_nH,jitter_rms_ns,absolute_voltage_delay_ns,seed_count,pass_probability,C_MAPE_mean_percent,C_MAPE_p95_percent,ESR_MAPE_mean_percent,ESR_MAPE_p95_percent,NEES_param_mean,CI_C_95_coverage,CI_ESR_95_coverage,meets_95_percent_boundary
high_D_CCM,24,0.6,7.5,10,50,100,20,1,0.584142248516211,1.7502381188011,1.78301625572162,2.37059844787468,17.0954072719482,0.75,0,1
high_D_CCM,24,0.6,7.5,10,50,150,20,0.95,0.807323217336208,3.06958357173458,2.56161594915433,3.4733591394758,30.7228461054814,0.85,0,1
high_D_CCM,24,0.6,7.5,10,50,200,20,1,0.457359394609323,1.37536542216767,3.25608334613122,4.50207730901604,44.5665255636562,0.95,0,1
high_D_CCM,24,0.6,7.5,10,50,250,20,0.5,0.554149910350118,1.32550881220627,4.0198749498448,5.50527631402906,65.3707137822952,0.85,0,0
high_D_CCM,24,0.6,7.5,10,50,300,20,0.5,0.454934784044125,1.23698293148224,4.96561317192245,6.51254304702218,98.6142599526568,0.9,0,0
high_D_CCM,24,0.6,7.5,10,50,400,20,0,0.290859306760022,0.724133838169932,7.96268982406705,9.21962153939989,185.705649834638,1,0,0
high_D_CCM,24,0.6,7.5,10,50,500,20,0,0.719299035352906,1.7548383418205,16.8276011206877,24.5852014876894,337.063527286179,0.75,0,0
low_CCM_margin,24,0.4,35,10,0,0,20,1,0.918986295244049,2.04401878545477,0.629155390543308,1.92593147700858,0.698030861813888,1,1,1
low_CCM_margin,24,0.4,35,10,0,50,20,1,0.944466776961353,2.60808746338377,1.20441386080879,2.88778190702462,0.76306268110357,1,1,1
low_CCM_margin,24,0.4,35,10,0,100,20,1,1.55865903242814,2.70944228100658,2.23574763783258,3.35006838297883,2.41841765347106,1,1,1
low_CCM_margin,24,0.4,35,10,0,150,20,0.5,2.94991620331979,6.537363726652,3.64712356229998,5.7670769614108,6.79208300094691,0.75,0.85,0
low_CCM_margin,24,0.4,35,10,0,200,20,0.15,4.62538566105155,11.0383613712664,4.63691488008328,6.89928330756396,13.1026190998858,0.5,0.55,0
low_CCM_margin,24,0.4,35,10,0,250,20,0,7.00748982081044,15.0994623100379,5.26917578641025,7.43264220151269,23.4689076805464,0.5,0.4,0
low_CCM_margin,24,0.4,35,10,0,300,20,0,7.52110505597485,15.5972612862387,6.3913764038905,8.85756035357864,27.7462669359395,0.5,0.15,0
low_CCM_margin,24,0.4,35,10,0,400,20,0,6.15549718359933,12.6613196520996,11.2318006118349,12.4751655635095,44.1905796010378,0.5,0,0
low_CCM_margin,24,0.4,35,10,0,500,20,0,8.10707856489597,16.4930685632312,23.3236483946448,33.845970827228,121.790965164123,0.5,0,0
low_CCM_margin,24,0.4,35,10,20,0,20,1,1.03316319628708,2.14100466018731,0.707388539427293,1.79117501288149,0.761057800463152,1,1,1
low_CCM_margin,24,0.4,35,10,20,50,20,1,0.995727134162885,2.60253094081251,1.16580003826305,2.72318697703449,0.738912725075771,1,1,1
low_CCM_margin,24,0.4,35,10,20,100,20,0.95,1.71727463353556,2.90415567848067,2.18187388924479,3.28187919460698,2.57484081347165,1,1,1
low_CCM_margin,24,0.4,35,10,20,150,20,0.45,3.00850422473372,6.71623032470091,3.6257719169145,5.75493736444449,6.85181811574961,0.7,0.85,0
low_CCM_margin,24,0.4,35,10,20,200,20,0.15,4.49001539828136,11.2476225100924,4.63682814578279,6.96687142387417,12.7662954164225,0.5,0.45,0
low_CCM_margin,24,0.4,35,10,20,250,20,0,6.7161280660304,14.3104339852804,5.2414740010939,7.33921950172822,22.0431078348996,0.5,0.45,0
low_CCM_margin,24,0.4,35,10,20,300,20,0,6.85440259786564,14.5752425680901,6.38787808124049,8.4856888825333,24.526028588754,0.5,0.2,0
low_CCM_margin,24,0.4,35,10,20,400,20,0,5.81286381087557,12.3708178388824,11.3788972788547,13.088178523252,42.7910925108006,0.5,0,0
low_CCM_margin,24,0.4,35,10,20,500,20,0,7.9114519684313,15.9217324933763,22.8282234863989,33.6391282755974,116.198451226175,0.5,0,0
low_CCM_margin,24,0.4,35,10,50,0,20,1,0.906916828789397,2.32753865665076,0.6886828505129,1.69855228819524,0.687170134889195,1,1,1
low_CCM_margin,24,0.4,35,10,50,50,20,0.95,1.16804236991201,2.93500339885864,1.17260064725755,2.7712695118347,0.883554326685343,1,1,1
low_CCM_margin,24,0.4,35,10,50,100,20,0.85,1.97197580608338,3.25730594514754,2.16643830865896,3.47956331420425,2.71117873697692,1,1,0
low_CCM_margin,24,0.4,35,10,50,150,20,0.4,3.04352289084285,7.22188191146691,3.53153633543059,5.19107698510964,6.86230999940549,0.7,0.85,0
low_CCM_margin,24,0.4,35,10,50,200,20,0.15,4.25536623533204,10.0632486631366,4.50416461360822,6.68467841458637,11.7400224733589,0.5,0.5,0
low_CCM_margin,24,0.4,35,10,50,250,20,0,6.0480773073429,13.351637124962,5.32554105244017,7.20428707907868,19.0239038279566,0.5,0.35,0
low_CCM_margin,24,0.4,35,10,50,300,20,0,5.54839516927906,11.7276680294941,6.5635488665374,8.40108508626047,19.6739102345563,0.5,0.15,0
low_CCM_margin,24,0.4,35,10,50,400,20,0,2.78887412617838,7.25040506639957,11.6085389940291,13.9605553642887,26.4990929757396,0.6,0,0
low_CCM_margin,24,0.4,35,10,50,500,20,0,7.23177274373539,15.3675751432344,21.0384634056019,32.5348295152366,103.310871277785,0.5,0,0
nominal,24,0.4,10,20,0,0,20,1,0.439820847626219,1.14346082931454,0.380722184227865,0.92098005907808,1.59564639358592,1,1,1
nominal,24,0.4,10,20,0,50,20,1,0.41461610711866,0.952769493963451,1.00390217093706,1.56885746035809,2.96314861319383,1,0.65,1
nominal,24,0.4,10,20,0,100,20,1,1.07619427690363,1.93912031786583,1.90391686455657,2.69225955638029,11.0092837127233,0.9,0.15,1
nominal,24,0.4,10,20,0,150,20,0.55,1.91214895509003,3.91013836406735,2.72427758908311,3.91582660773652,24.5494515663195,0.5,0,0
nominal,24,0.4,10,20,0,200,20,0.4,3.46311265547467,8.03430843022636,3.46785741267196,5.25457769880673,50.3686853604459,0.5,0,0
nominal,24,0.4,10,20,0,250,20,0,5.19929895976448,11.5369405248299,4.10871639721138,5.94237372964883,80.5017909102107,0.5,0,0
nominal,24,0.4,10,20,0,300,20,0,5.42799990167496,11.7704697607653,4.99739422910217,7.19393142853949,103.89708797292,0.5,0,0
nominal,24,0.4,10,20,0,400,20,0,4.22532939004203,9.71822626845252,9.30266976375297,9.91594023931301,194.529626761684,0.5,0,0
nominal,24,0.4,10,20,0,500,20,0,2.99240955645169,6.05386524164568,20.7730394206674,30.5797287117417,320.513845130086,0.5,0,0
nominal,24,0.4,10,20,20,0,20,1,0.474215972255263,1.18466439764395,0.405840155867475,0.972541780770586,1.78538834600845,1,1,1
nominal,24,0.4,10,20,20,50,20,1,0.420509257214531,0.920058230031395,1.00591311889664,1.63268488553795,3.47297536053396,1,0.7,1
nominal,24,0.4,10,20,20,100,20,1,1.09539300214582,1.92141703875146,1.9109447537881,2.83219864820055,11.0581614496956,0.9,0.15,1
nominal,24,0.4,10,20,20,150,20,0.55,2.00949111491692,4.49267727498369,2.71108608392095,3.97997542238869,24.8461100935524,0.5,0,0
nominal,24,0.4,10,20,20,200,20,0.4,3.37958543151388,7.63783285496754,3.43044406173318,5.29103158400507,48.9452019270109,0.5,0,0
nominal,24,0.4,10,20,20,250,20,0,5.10217685268501,11.4714503628819,4.20857432769182,5.98915335610208,80.7035817589812,0.5,0,0
nominal,24,0.4,10,20,20,300,20,0,4.81574588097836,10.2805099437686,5.09213036106702,7.11779590776158,94.3082554522174,0.5,0,0
nominal,24,0.4,10,20,20,400,20,0,1.63662925272876,4.37537021016063,9.13703579293289,9.76947519832043,145.163250254724,0.55,0,0
nominal,24,0.4,10,20,20,500,20,0,2.69184006632821,5.43856328853878,20.0225497303721,30.2801116550179,308.886440495901,0.5,0,0
nominal,24,0.4,10,20,50,0,20,1,0.574191467697659,1.14222594441019,0.463488037280673,1.18135028269385,1.79893927550642,1,1,1
nominal,24,0.4,10,20,50,50,20,1,0.596543618156341,1.32722156439272,0.925619762506355,1.74080380961885,3.2365648150126,1,0.75,1
nominal,24,0.4,10,20,50,100,20,1,1.20845394682995,2.39890685552503,1.8845612481545,2.93978204514083,11.1133097536206,0.75,0.2,1
nominal,24,0.4,10,20,50,150,20,0.55,2.16539471727777,5.36153241638744,2.69326479204263,4.10301821506476,25.4983131441097,0.5,0,0
nominal,24,0.4,10,20,50,200,20,0.4,3.39071114060613,7.3810711047242,3.42679115079925,5.14783843063213,46.2190659572661,0.5,0,0
nominal,24,0.4,10,20,50,250,20,0,4.78394618072379,10.8310218144391,4.25834998175925,5.93199062011294,75.2477830060678,0.5,0,0
nominal,24,0.4,10,20,50,300,20,0,4.00521879521094,9.27336607544438,5.28100213389742,7.17950995961837,83.3733690019291,0.5,0,0
nominal,24,0.4,10,20,50,400,20,0,0.613090049497128,1.99615936417467,8.66742510828728,10.0291923617583,126.727011154247,0.95,0,0
nominal,24,0.4,10,20,50,500,20,0,2.31119431279097,5.33061671491629,18.3833559606241,28.1235699260547,267.537464007444,0.5,0,0
high_load,24,0.4,5,20,0,0,20,1,0.328352629368753,0.620638346054841,0.30149613233748,0.528267410659111,3.21861336197732,1,1,1
high_load,24,0.4,5,20,0,50,20,1,0.412853329095999,0.631872574282499,0.976221394052645,1.46262142990722,6.34821898306845,1,0.45,1
high_load,24,0.4,5,20,0,100,20,1,0.865109835724033,1.52538777885449,1.85573189300135,2.60402926743729,18.8154821065786,0.65,0,1
high_load,24,0.4,5,20,0,150,20,0.5,1.77075808141077,3.59085683474701,2.6815949075708,3.75317881164714,39.6374526064743,0.5,0,0
high_load,24,0.4,5,20,0,200,20,0.9,1.05517229446092,6.80587532198209,3.32697528737455,4.75649854022158,57.5392907052297,0.9,0,0
high_load,24,0.4,5,20,0,250,20,0.5,0.438727517142211,1.10637726449488,4.04235468505399,5.84643757356237,70.4104272529307,1,0,0
high_load,24,0.4,5,20,0,300,20,0.5,0.375410190463409,0.991816258635358,4.89071410337831,6.80781788290984,99.3841496452189,1,0,0
high_load,24,0.4,5,20,0,400,20,0,0.270206442184486,0.639890696693113,9.03382943501113,9.44574757747985,226.866980099274,1,0,0
high_load,24,0.4,5,20,0,500,20,0,2.02430649298559,4.22494052762871,20.5077656086966,30.2246034494222,416.91730668736,0.5,0,0
high_load,24,0.4,5,20,20,0,20,1,0.291960485332313,0.587833237802765,0.328280514376872,0.513384378435033,3.22781488040704,1,1,1
high_load,24,0.4,5,20,20,50,20,1,0.395891448740299,0.998998286926744,0.95291377684315,1.44591115670433,7.24772727326077,1,0.5,1
high_load,24,0.4,5,20,20,100,20,1,0.913811958043737,1.74437669203621,1.87379980561728,2.64160148539406,18.1428982654826,0.5,0,1
high_load,24,0.4,5,20,20,150,20,0.5,1.82054666417464,3.75713744112456,2.64513248618663,3.74855135386214,39.693395036651,0.5,0,0
high_load,24,0.4,5,20,20,200,20,0.8,1.58604462175711,8.24369087893623,3.32028729219112,4.63319637157478,60.4799775107732,0.8,0,0
high_load,24,0.4,5,20,20,250,20,0.5,0.445888693631343,1.21505800980093,4.07297074693172,5.90687755725304,70.7722697426164,1,0,0
high_load,24,0.4,5,20,20,300,20,0.45,1.01989534719878,7.16911989723132,5.02115443278924,6.78221353289002,112.595309525909,0.95,0,0
high_load,24,0.4,5,20,20,400,20,0,0.426246913303472,1.28781159456832,8.76674231095657,9.53709418376907,211.435199127038,1,0,0
high_load,24,0.4,5,20,20,500,20,0,1.97462084418941,4.04403071393154,19.6962181556361,29.5010032882268,393.674663357091,0.5,0,0
high_load,24,0.4,5,20,50,0,20,1,0.26531283739597,0.913161417239827,0.393033973069924,0.598515343351469,2.5558958559939,1,1,1
high_load,24,0.4,5,20,50,50,20,1,0.538521058339555,1.20852772841279,0.957906229598764,1.61425656419625,8.30288951817407,0.95,0.5,1
high_load,24,0.4,5,20,50,100,20,1,1.18421267168228,2.43913899877585,1.81280622111813,2.68683001191968,15.8436818207294,0.55,0.05,1
high_load,24,0.4,5,20,50,150,20,0.55,1.92816626613526,4.11835742332095,2.6730096050291,3.79869734545563,34.4793354251702,0.5,0,0
high_load,24,0.4,5,20,50,200,20,0.55,3.36029169022357,8.77586611501194,3.32308460832992,4.78839842690921,74.3587397795469,0.55,0,0
high_load,24,0.4,5,20,50,250,20,0.35,2.24743667568373,11.796596569297,4.16263240897648,5.93507507607119,87.5048440623417,0.8,0,0
high_load,24,0.4,5,20,50,300,20,0.35,1.61235904465424,8.6297103803393,5.1703790731675,6.96543919141147,104.022273983478,0.8,0,0
high_load,24,0.4,5,20,50,400,20,0,0.535157799088432,1.44131524855078,8.20093513909927,8.95988206995101,177.037572557205,0.95,0,0
high_load,24,0.4,5,20,50,500,20,0,2.32584459108587,9.37202987989884,17.8322210035524,27.7554263262538,338.24210905936,0.55,0,0
high_D_CCM,24,0.6,7.5,20,0,0,20,1,0.264824520006371,0.437679468417324,0.110785879520373,0.21404099317387,0.892324088544421,1,1,1
high_D_CCM,24,0.6,7.5,20,0,50,20,1,0.238697793153734,0.495159698251857,0.969847765851075,1.24083657209374,5.49644022328427,1,0,1
high_D_CCM,24,0.6,7.5,20,0,100,20,1,0.624810933526581,1.28207649404496,1.81905348728084,2.28089395209122,19.6235043328669,0.6,0,1
high_D_CCM,24,0.6,7.5,20,0,150,20,1,0.143147154184748,0.357423809574425,2.54987574650505,3.2577919555559,34.9170206119536,1,0,1
high_D_CCM,24,0.6,7.5,20,0,200,20,1,0.180946566058197,0.387919964971128,3.19970773276141,4.37362911855057,54.7268251127225,1,0,1
high_D_CCM,24,0.6,7.5,20,0,250,20,0.5,0.190056287683798,0.492207005917245,3.84143728531294,5.42165171446189,80.9730012922705,1,0,0
high_D_CCM,24,0.6,7.5,20,0,300,20,0.5,0.216356956563678,0.55258104338648,4.65832709871486,6.4067649509452,116.323146958853,1,0,0
high_D_CCM,24,0.6,7.5,20,0,400,20,0,0.131252408459495,0.285383739301603,8.76599434742568,9.24082300394076,259.425543788589,1,0,0
high_D_CCM,24,0.6,7.5,20,0,500,20,0,0.631434652136808,1.38492811099261,20.1096199347992,29.8705648392447,440.686929947177,0.55,0,0
high_D_CCM,24,0.6,7.5,20,20,0,20,1,0.217685089530062,0.445097986868753,0.153854825011838,0.287790451668724,1.21460965172812,1,1,1
high_D_CCM,24,0.6,7.5,20,20,50,20,1,0.235459200683655,0.572312870457559,0.971533546254565,1.28673951684581,5.42047362965714,1,0.05,1
high_D_CCM,24,0.6,7.5,20,20,100,20,1,0.719288069895212,2.1805690925723,1.78843939372489,2.29643354919582,17.6792664396623,0.65,0,1
high_D_CCM,24,0.6,7.5,20,20,150,20,1,0.20758230317842,0.421536813219436,2.53166096769487,3.25591726504012,31.4566209598343,1,0,1
high_D_CCM,24,0.6,7.5,20,20,200,20,1,0.163859434261774,0.385817308590908,3.22705635203656,4.43373595148924,52.6079152351018,1,0,1
high_D_CCM,24,0.6,7.5,20,20,250,20,0.5,0.277925443652567,0.754146011169154,3.88075123059149,5.44849592125838,78.3278695569183,1,0,0
high_D_CCM,24,0.6,7.5,20,20,300,20,0.5,0.245011644565916,0.582079977296968,4.8136831190493,6.48627136595041,117.924698886538,1,0,0
high_D_CCM,24,0.6,7.5,20,20,400,20,0,0.149220698477383,0.331040300192054,8.46477793612838,9.25762718816693,237.317634601389,1,0,0
high_D_CCM,24,0.6,7.5,20,20,500,20,0,0.64209764312233,1.43774122860005,19.0760465672428,28.8632709430706,420.2845172665,0.55,0,0
high_D_CCM,24,0.6,7.5,20,50,0,20,1,0.3674857018325,0.786790905137985,0.228218522823795,0.477385961949817,1.54264342774573,1,1,1
high_D_CCM,24,0.6,7.5,20,50,50,20,1,0.411646836477061,1.21272899232607,0.921510419837105,1.43213774419649,5.87174761051447,0.9,0.5,1
high_D_CCM,24,0.6,7.5,20,50,100,20,1,0.839363903185663,2.32110405702397,1.74024784309405,2.39234206126584,16.4516860625001,0.7,0,1
high_D_CCM,24,0.6,7.5,20,50,150,20,1,0.572082832156972,1.65345585103943,2.54103415362794,3.43812923053923,26.5016249029262,0.8,0,1
high_D_CCM,24,0.6,7.5,20,50,200,20,1,0.4440260307318,0.843117797000192,3.24257737127601,4.40974467914917,44.4229715324967,1,0,1
high_D_CCM,24,0.6,7.5,20,50,250,20,0.5,0.571375757904774,1.34320221377908,4.01493840373995,5.52106982485872,68.8241507649324,0.85,0,0
high_D_CCM,24,0.6,7.5,20,50,300,20,0.5,0.559970607375347,1.21675652620759,4.91030746261304,6.49902257064283,102.832316899754,0.85,0,0
high_D_CCM,24,0.6,7.5,20,50,400,20,0,0.362446242812499,0.927780299794151,8.11324376894353,9.10241824001288,183.970008274697,0.95,0,0
high_D_CCM,24,0.6,7.5,20,50,500,20,0,0.699429280155387,1.71844498016041,17.0112770807579,26.8099215290702,335.564470767256,0.75,0,0
low_CCM_margin,24,0.4,35,20,0,0,20,1,0.906570452113407,2.35355933356535,0.871808794041155,2.05047698129478,0.602277078552411,1,1,1
low_CCM_margin,24,0.4,35,20,0,50,20,1,0.656809998169775,2.1382608098493,1.1066378123589,2.73499755185569,0.860239666308928,1,1,1
low_CCM_margin,24,0.4,35,20,0,100,20,0.8,1.93055279769924,3.76752790132583,2.36364185017909,4.34576232583278,2.6352063680972,0.95,1,0
low_CCM_margin,24,0.4,35,20,0,150,20,0.35,2.90315178130473,6.11452089179849,3.51023315541172,5.40090881653592,6.17370816606014,0.6,0.85,0
low_CCM_margin,24,0.4,35,20,0,200,20,0.3,4.75686710857824,10.7043640839739,4.149666842408,6.74635706301349,12.571244186118,0.5,0.6,0
low_CCM_margin,24,0.4,35,20,0,250,20,0,6.52574526250845,13.524100808133,4.98350745030994,7.15924738526663,21.4675105683006,0.5,0.45,0
low_CCM_margin,24,0.4,35,20,0,300,20,0,7.48509577542034,15.0897393053439,6.50229171470543,10.1044041281053,29.6542045298788,0.5,0.2,0
low_CCM_margin,24,0.4,35,20,0,400,20,0,5.91316363885805,12.3338354436201,10.9377822338493,13.1804186241685,44.6162124278651,0.5,0,0
low_CCM_margin,24,0.4,35,20,0,500,20,0,8.09227351527921,16.3966881965932,23.6207283065047,35.3514241196117,124.358779166198,0.5,0,0
low_CCM_margin,24,0.4,35,20,20,0,20,1,0.788270705709799,2.21202168357572,0.858775875909678,2.06310392660115,0.533546478258321,1,1,1
low_CCM_margin,24,0.4,35,20,20,50,20,1,0.660935234832341,2.26467130227924,1.18155723343076,3.08195124230453,0.880953233471761,1,1,1
low_CCM_margin,24,0.4,35,20,20,100,20,0.8,2.02653564443245,4.31607837708575,2.38948630268875,4.19146454508533,2.86447887142432,0.95,1,0
low_CCM_margin,24,0.4,35,20,20,150,20,0.35,2.93732606169899,6.19454733198793,3.53118411785178,5.59865108134872,6.16802414129717,0.55,0.85,0
low_CCM_margin,24,0.4,35,20,20,200,20,0.3,4.54503078397526,9.98548965062092,4.22371645615426,6.90639338565395,11.7565781384889,0.5,0.6,0
low_CCM_margin,24,0.4,35,20,20,250,20,0,6.307315788303,13.1251643975775,5.01655100900178,7.34814400676816,20.2861836537575,0.5,0.4,0
low_CCM_margin,24,0.4,35,20,20,300,20,0,6.76289736863705,13.8638477393723,6.56313725061977,10.1373557534708,25.7857779469773,0.5,0.15,0
low_CCM_margin,24,0.4,35,20,20,400,20,0,5.73699279183733,11.8765193351057,11.227190503917,13.2804997177488,43.011948844805,0.5,0,0
low_CCM_margin,24,0.4,35,20,20,500,20,0,7.90676389940198,15.9705495353473,23.1137734288858,34.2721685830381,119.03630548349,0.5,0,0
low_CCM_margin,24,0.4,35,20,50,0,20,1,0.779624967025627,2.00484779954663,0.89031840648888,1.92644738940773,0.538357437813245,1,1,1
low_CCM_margin,24,0.4,35,20,50,50,20,1,0.720704522677419,1.77096760655368,1.19958220901757,2.66796472092555,0.810183830739101,1,1,1
low_CCM_margin,24,0.4,35,20,50,100,20,0.7,2.19988461442607,4.80760523518209,2.27125443649386,4.20860527023426,2.99467176612321,0.9,1,0
low_CCM_margin,24,0.4,35,20,50,150,20,0.35,3.0962211487518,6.45558501313681,3.42440640800817,5.77355217728361,6.73437883522557,0.55,0.8,0
low_CCM_margin,24,0.4,35,20,50,200,20,0.3,4.34884736405203,9.43142291624435,4.1541571556868,6.89793710902011,10.7802220804479,0.5,0.7,0
low_CCM_margin,24,0.4,35,20,50,250,20,0,5.44725490722386,11.5465466949503,5.15914338182259,7.0685855229033,17.1493824275056,0.5,0.4,0
low_CCM_margin,24,0.4,35,20,50,300,20,0,5.37760516671378,11.5641652674614,6.71422291479815,9.59062536814989,19.7148027566293,0.5,0.1,0
low_CCM_margin,24,0.4,35,20,50,400,20,0,2.76538237928666,7.50594661064725,11.3294546439726,13.6404479563327,25.88680355141,0.6,0,0
low_CCM_margin,24,0.4,35,20,50,500,20,0,7.85298956082335,17.5137056275243,21.4441759399138,31.5706079048986,111.442685000837,0.5,0,0
