jitter_mode,jitter_rms_ns,seed,pre_projection_C_F,pre_projection_ESR_Ohm,C_est_F,C_MAPE_percent,ESR_est_Ohm,ESR_MAPE_percent,status,edge_fit_rejection_rate,samples_per_cycle
common,0,24,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,25,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,26,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,27,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,28,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,29,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,30,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,31,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,32,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,33,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,34,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,35,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,36,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,37,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,38,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,39,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,40,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,41,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,42,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,43,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,44,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,45,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,46,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,47,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,48,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,49,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,0,50,9.99981792467471e-05,0.049821823568226,0.000100000546593981,0.000546593981343158,0.0498297885952956,0.340422809408714,PASS,0,40
common,5,1,0.000100090643735523,0.0498286992159389,0.000100005854701564,0.00585470156446721,0.0498387153429614,0.322569314077148,PASS,0,40
common,5,2,9.97874798967526e-05,0.0498279684522682,0.000100002611800287,0.00261180028651165,0.0498390643300415,0.321871339917057,PASS,0,40
common,5,3,0.0001000814170826,0.0498195097449399,0.000100007372488526,0.00737248852602512,0.0498333420078869,0.333315984226112,PASS,0,40
common,5,4,9.99592448280163e-05,0.0498075257805858,9.99972127091613e-05,0.00278729083871276,0.0498225504013462,0.354899197307623,PASS,0,40
common,5,5,9.99471775141228e-05,0.0498248278067074,9.99932489545169e-05,0.00675104548314431,0.0498377523687834,0.324495262433233,PASS,0,40
