test_id,fs_adc_Hz,adc_interval_s,adc_bits,sample_phase,window_requested_us,window_actual_us,points_available_pre,points_available_post,sampling_geometry_feasible,afe_order,afe_fc_v_Hz,afe_fc_i1_Hz,afe_fc_i2_Hz,attenuation_v_at_fsw_dB,group_delay_v_at_fsw_s,group_delay_v_edge_band_s,attenuation_i_at_fsw_dB,group_delay_i_at_fsw_s,group_delay_i_edge_band_s,alias_ratio_dB,C_MAPE_percent,ESR_MAPE_percent,NIS_V_mean,NIS_C_mean,NIS_R_mean,edge_predicted_variance_V2,voltage_saturation_fraction,current_saturation_fraction,accuracy_geometry_pass,robust_alias_pass,perturbation
614,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,1,1000000,500000,500000,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-28.2238938179694,0.863819857595183,2.14788025399969,0.286483376702567,1.05005476062095,0.840890688620669,1.44890086733929e-05,0,0,1,1,nominal_fsw
615,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,2,1000000,500000,500000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-29.3443806313527,9.61168819941019,2.25696098244201,0.326461386736132,1.71091103678566,0.880242108109246,2.0077626304559e-05,0,0,0,0,nominal_fsw
616,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,2,1000000,500000,500000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-29.3443806313527,10.5299674255823,2.11764793978539,0.335822941130598,1.61964959632816,0.870617005038328,1.67658528935094e-05,0,0,0,0,nominal_fsw
617,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,1,1000000,1000000,1000000,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-28.2238938179694,0.17195310692264,2.17412858905602,0.287589924697029,1.21101040644676,1.0273172642226,1.44890086733986e-05,0,0,1,1,nominal_fsw
618,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,1,1000000,1000000,1000000,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-28.2238938179694,0.170450194899718,2.45659385674392,0.2983184477914,0.917760307216658,1.02378502803739,1.44890086733757e-05,0,0,1,1,nominal_fsw
619,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,2,1000000,1000000,1000000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-29.3443806313527,9.85056096828589,1.75371405512563,0.38967746792849,1.74613851644012,1.04347487966668,1.67658528935274e-05,0,0,0,0,nominal_fsw
620,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,2,1000000,1000000,1000000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-29.3443806313527,9.65830470207623,1.86470886637053,0.377198317704446,1.79664462677116,0.859044895348393,1.67658528935477e-05,0,0,0,0,nominal_fsw
621,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,1,1000000,2000000,2000000,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-28.2238938179694,0.169670082495743,2.53505173060746,0.284169802917772,1.06215756577695,1.02938210516288,1.67658528935249e-05,0,0,1,1,nominal_fsw
622,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,1,1000000,2000000,2000000,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-28.2238938179694,0.272145204316732,2.14865490007055,0.287299467179436,1.14295478851974,0.765022787319716,1.56274307834746e-05,0,0,1,1,nominal_fsw
623,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,2,1000000,2000000,2000000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-29.3443806313527,9.33014860370378,0.230888823471909,0.357453831808936,1.54100365653072,0.840217748375404,2.00776263045668e-05,0,0,0,0,nominal_fsw
624,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,2,1000000,2000000,2000000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-29.3443806313527,9.32347509496874,1.30912306641067,0.338184238310558,1.57035232275536,0.779080365528895,1.67658528935286e-05,0,0,0,0,nominal_fsw
625,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,1,1500000,250000,250000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-26.467838122614,1.37102317544728,0.190031654136413,0.307516123362322,1.1365086553802,0.93173716222279,1.67658528935284e-05,0,0,1,1,nominal_fsw
626,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,1,1500000,250000,250000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-26.467838122614,2.12166040715003,0.73228768778153,0.295662709375793,1.09779740523413,0.92047366741547,1.39715440779448e-05,0,0,1,1,nominal_fsw
627,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,2,1500000,250000,250000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-26.5584261300857,3.65084228110037,0.713417783788084,0.296845538306815,1.26521818244174,0.840992384276029,1.67658528935159e-05,0,0,0,0,nominal_fsw
628,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,2,1500000,250000,250000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-26.5584261300857,4.57411904808513,0.185895403107617,0.312503191967836,1.09292266827516,0.798987631991074,1.67658528935194e-05,0,0,0,0,nominal_fsw
629,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,1,1500000,500000,500000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-26.467838122614,1.95696453675596,0.022668822581684,0.300802992409283,1.03541609972422,0.736920131817213,1.67658528935156e-05,0,0,1,1,nominal_fsw
630,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,1,1500000,500000,500000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-26.467838122614,1.00232283001906,0.166053062139238,0.315557250200277,1.06429867856166,0.924631996164018,1.44890086734302e-05,0,0,1,1,nominal_fsw
631,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,2,1500000,500000,500000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-26.5584261300857,2.92495401676285,1.63401456166314,0.33624487349942,0.960100883133659,0.884301840655336,1.44890086734098e-05,0,0,1,1,nominal_fsw
632,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,2,1500000,500000,500000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-26.5584261300857,2.2488581169305,1.02511058457664,0.354540273935544,0.962316747319645,0.856160490392817,1.67658528935166e-05,0,0,1,1,nominal_fsw
633,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,1,1500000,1000000,1000000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-26.467838122614,2.28248414100862,1.36471356328489,0.301114810938064,0.956190045706688,1.09119847158267,1.11772352623662e-05,0,0,1,1,nominal_fsw
634,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,1,1500000,1000000,1000000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-26.467838122614,0.135416816215073,1.17760341693109,0.293742010927742,1.01034489482742,0.834280664084382,1.39715440779425e-05,0,0,1,1,nominal_fsw
635,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,2,1500000,1000000,1000000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-26.5584261300857,2.96799935349092,1.57986683762843,0.362922445749537,0.948693341506238,0.897890553596678,1.44890086734435e-05,0,0,1,1,nominal_fsw
636,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,2,1500000,1000000,1000000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-26.5584261300857,1.94400114168332,0.382167045424797,0.352250008179214,0.963599902663533,0.894036126250301,1.67658528935264e-05,0,0,1,1,nominal_fsw
637,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,1,1500000,2000000,2000000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-26.467838122614,1.54279033767577,1.19374563172137,0.311925221290802,0.973440895478628,0.97762652239337,1.25743896701333e-05,0,0,1,1,nominal_fsw
638,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,1,1500000,2000000,2000000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-26.467838122614,0.362880574176039,1.12374965643238,0.335285685489822,1.0615703917393,0.82167958551145,1.42302763756606e-05,0,0,1,1,nominal_fsw
639,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,2,1500000,2000000,2000000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-26.5584261300857,1.40742373065585,1.71736808629395,0.347468196165453,0.967602477715518,0.900181573249984,1.42302763756687e-05,0,0,1,1,nominal_fsw
640,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,2,1500000,2000000,2000000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-26.5584261300857,2.13668670241576,1.04547301947064,0.350630920540225,1.03536389580792,1.05695314118958,1.4489008673376e-05,0,0,1,1,nominal_fsw
641,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,1,2000000,250000,250000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-25.522546980631,1.6202376577058,0.442932916908201,0.283319242090731,0.958096114244955,0.975731987917741,1.67658528935019e-05,0,0,1,1,nominal_fsw
642,1600000,6.25e-07,14,0.67,2,1.875,3,3,1,1,2000000,250000,250000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-25.522546980631,2.81449533305647,0.118731386379578,0.294408701788762,1.02725405648759,0.788787138598142,1.95601617091008e-05,0,0,1,1,nominal_fsw
643,1600000,6.25e-07,14,0.13,2,1.875,3,3,1,2,2000000,250000,250000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-25.3995343513497,3.26046605325065,1.43012862169508,0.289317037212163,1.08015154689321,0.903897553990878,1.39715440779396e-05,0,0,0,0,nominal_fsw
