test_id,fs_adc_Hz,adc_interval_s,adc_bits,sample_phase,window_requested_us,window_actual_us,points_available_pre,points_available_post,sampling_geometry_feasible,afe_order,afe_fc_v_Hz,afe_fc_i1_Hz,afe_fc_i2_Hz,attenuation_v_at_fsw_dB,group_delay_v_at_fsw_s,group_delay_v_edge_band_s,attenuation_i_at_fsw_dB,group_delay_i_at_fsw_s,group_delay_i_edge_band_s,alias_ratio_dB,C_MAPE_percent,ESR_MAPE_percent,NIS_V_mean,NIS_C_mean,NIS_R_mean,edge_predicted_variance_V2,voltage_saturation_fraction,current_saturation_fraction,accuracy_geometry_pass,robust_alias_pass,perturbation
431,1000000,1e-06,14,0.13,2,0,0,0,0,2,1000000,2000000,2000000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-24.2600835485871,0.807336660298974,20,0.75152431887514,1.04684318629254,NaN,NaN,0,0,0,0,nominal_fsw
432,1000000,1e-06,14,0.67,2,0,0,0,0,2,1000000,2000000,2000000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-24.2600835485871,0.341500554388485,20,0.747001309068687,1.07002782473746,NaN,NaN,0,0,0,0,nominal_fsw
433,1000000,1e-06,14,0.13,2,0,0,0,0,1,1500000,250000,250000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-23.1650768344844,2.47481811590211,20,0.850027172744861,0.999924212279057,NaN,NaN,0,0,0,0,nominal_fsw
434,1000000,1e-06,14,0.67,2,0,0,0,0,1,1500000,250000,250000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-23.1650768344844,0.396305396891183,20,0.852492947723415,1.17696726797551,NaN,NaN,0,0,0,0,nominal_fsw
435,1000000,1e-06,14,0.13,2,0,0,0,0,2,1500000,250000,250000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-22.8989504670099,0.0161591741396738,20,0.778421683240975,1.16375268385107,NaN,NaN,0,0,0,0,nominal_fsw
436,1000000,1e-06,14,0.67,2,0,0,0,0,2,1500000,250000,250000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-22.8989504670099,0.726042735147836,20,0.780162551847534,1.24910074319714,NaN,NaN,0,0,0,0,nominal_fsw
437,1000000,1e-06,14,0.13,2,0,0,0,0,1,1500000,500000,500000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-23.1650768344844,2.74285193234911,20,0.865960317393431,0.903046102832924,NaN,NaN,0,0,0,0,nominal_fsw
438,1000000,1e-06,14,0.67,2,0,0,0,0,1,1500000,500000,500000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-23.1650768344844,1.94179765808843,20,0.859795848726032,0.916051236063951,NaN,NaN,0,0,0,0,nominal_fsw
439,1000000,1e-06,14,0.13,2,0,0,0,0,2,1500000,500000,500000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-22.8989504670099,2.48284408512384,20,0.761398134042689,0.928594203645785,NaN,NaN,0,0,0,0,nominal_fsw
440,1000000,1e-06,14,0.67,2,0,0,0,0,2,1500000,500000,500000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-22.8989504670099,1.60620289968849,20,0.785847283695752,0.90417943772405,NaN,NaN,0,0,0,0,nominal_fsw
441,1000000,1e-06,14,0.13,2,0,0,0,0,1,1500000,1000000,1000000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-23.1650768344844,2.04400580235323,20,0.857867218944535,0.885261879705237,NaN,NaN,0,0,0,0,nominal_fsw
442,1000000,1e-06,14,0.67,2,0,0,0,0,1,1500000,1000000,1000000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-23.1650768344844,1.54546354510403,20,0.866868078997742,0.82503301385885,NaN,NaN,0,0,0,0,nominal_fsw
443,1000000,1e-06,14,0.13,2,0,0,0,0,2,1500000,1000000,1000000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-22.8989504670099,2.99191153884779,20,0.785343720746624,0.928313660993533,NaN,NaN,0,0,0,0,nominal_fsw
444,1000000,1e-06,14,0.67,2,0,0,0,0,2,1500000,1000000,1000000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-22.8989504670099,2.06987713687661,20,0.783059167169965,0.951714857598651,NaN,NaN,0,0,0,0,nominal_fsw
445,1000000,1e-06,14,0.13,2,0,0,0,0,1,1500000,2000000,2000000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-23.1650768344844,0.97907323957297,20,0.885018416920852,0.950061316146628,NaN,NaN,0,0,0,0,nominal_fsw
446,1000000,1e-06,14,0.67,2,0,0,0,0,1,1500000,2000000,2000000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-23.1650768344844,2.42065519211662,20,0.869380330469479,0.84910713526691,NaN,NaN,0,0,0,0,nominal_fsw
447,1000000,1e-06,14,0.13,2,0,0,0,0,2,1500000,2000000,2000000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-22.8989504670099,2.39623753224922,20,0.794744287331514,0.844837759120742,NaN,NaN,0,0,0,0,nominal_fsw
448,1000000,1e-06,14,0.67,2,0,0,0,0,2,1500000,2000000,2000000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-22.8989504670099,1.98174316703283,20,0.791958146434819,0.914587177213905,NaN,NaN,0,0,0,0,nominal_fsw
449,1000000,1e-06,14,0.13,2,0,0,0,0,1,2000000,250000,250000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-22.5547398753345,1.82566287066315,20,0.893312195705746,1.12811116806021,NaN,NaN,0,0,0,0,nominal_fsw
450,1000000,1e-06,14,0.67,2,0,0,0,0,1,2000000,250000,250000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-22.5547398753345,2.13887566453987,20,0.886247402760979,1.06792074815417,NaN,NaN,0,0,0,0,nominal_fsw
451,1000000,1e-06,14,0.13,2,0,0,0,0,2,2000000,250000,250000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-22.3122393738969,0.273514278556775,20,0.827032569180804,1.21843510316214,NaN,NaN,0,0,0,0,nominal_fsw
452,1000000,1e-06,14,0.67,2,0,0,0,0,2,2000000,250000,250000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-22.3122393738969,0.660410029877778,20,0.807896442750345,1.23488647299764,NaN,NaN,0,0,0,0,nominal_fsw
453,1000000,1e-06,14,0.13,2,0,0,0,0,1,2000000,500000,500000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-22.5547398753345,1.6298911861232,20,0.899242242575891,0.921582571762904,NaN,NaN,0,0,0,0,nominal_fsw
454,1000000,1e-06,14,0.67,2,0,0,0,0,1,2000000,500000,500000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-22.5547398753345,3.00860526926162,20,0.884406771592233,0.907466410618915,NaN,NaN,0,0,0,0,nominal_fsw
455,1000000,1e-06,14,0.13,2,0,0,0,0,2,2000000,500000,500000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-22.3122393738969,2.29140866140046,20,0.82502941109477,0.937750584025966,NaN,NaN,0,0,0,0,nominal_fsw
456,1000000,1e-06,14,0.67,2,0,0,0,0,2,2000000,500000,500000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-22.3122393738969,2.23928815776674,20,0.824253146027456,0.932972700672494,NaN,NaN,0,0,0,0,nominal_fsw
457,1000000,1e-06,14,0.13,2,0,0,0,0,1,2000000,1000000,1000000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-22.5547398753345,2.55823839991456,20,0.887790533602503,0.768863346209688,NaN,NaN,0,0,0,0,nominal_fsw
458,1000000,1e-06,14,0.67,2,0,0,0,0,1,2000000,1000000,1000000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-22.5547398753345,2.98941206680228,20,0.894040385735576,0.841748810996138,NaN,NaN,0,0,0,0,nominal_fsw
459,1000000,1e-06,14,0.13,2,0,0,0,0,2,2000000,1000000,1000000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-22.3122393738969,2.80880253122122,20,0.816536231345307,0.827560431640611,NaN,NaN,0,0,0,0,nominal_fsw
460,1000000,1e-06,14,0.67,2,0,0,0,0,2,2000000,1000000,1000000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-22.3122393738969,2.04545311975648,20,0.835399317712301,0.900263432984304,NaN,NaN,0,0,0,0,nominal_fsw
461,1000000,1e-06,14,0.13,2,0,0,0,0,1,2000000,2000000,2000000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-22.5547398753345,2.37656868435752,20,0.891562176322835,0.738610877053081,NaN,NaN,0,0,0,0,nominal_fsw
462,1000000,1e-06,14,0.67,2,0,0,0,0,1,2000000,2000000,2000000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-22.5547398753345,2.89711703776233,20,0.903655001264723,0.819417823609948,NaN,NaN,0,0,0,0,nominal_fsw
463,1000000,1e-06,14,0.13,2,0,0,0,0,2,2000000,2000000,2000000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-22.3122393738969,2.5114077345352,20,0.836293269021625,0.995758226371134,NaN,NaN,0,0,0,0,nominal_fsw
464,1000000,1e-06,14,0.67,2,0,0,0,0,2,2000000,2000000,2000000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-22.3122393738969,2.04592918298289,20,0.843951686805582,0.798244860402276,NaN,NaN,0,0,0,0,nominal_fsw
465,1000000,1e-06,14,0.13,2,0,0,0,0,1,3000000,250000,250000,-0.00120620603998196,5.30369152206258e-08,5.26857742637191e-08,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-21.9265159471221,1.56269431639839,20,0.917653053664736,1.01240074492254,NaN,NaN,0,0,0,0,nominal_fsw
466,1000000,1e-06,14,0.67,2,0,0,0,0,1,3000000,250000,250000,-0.00120620603998196,5.30369152206258e-08,5.26857742637191e-08,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-21.9265159471221,1.0400886085959,20,0.9110048826289,1.09221156570162,NaN,NaN,0,0,0,0,nominal_fsw
467,1000000,1e-06,14,0.13,2,0,0,0,0,2,3000000,250000,250000,-3.35103753839414e-07,7.50471945447958e-08,7.55437329481472e-08,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-21.7733724988682,1.65317645898864,20,0.86938164202616,1.25720366679727,NaN,NaN,0,0,0,0,nominal_fsw
468,1000000,1e-06,14,0.67,2,0,0,0,0,2,3000000,250000,250000,-3.35103753839414e-07,7.50471945447958e-08,7.55437329481472e-08,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-21.7733724988682,1.58723529548955,20,0.855608865322516,1.26800140018474,NaN,NaN,0,0,0,0,nominal_fsw
469,1000000,1e-06,14,0.13,2,0,0,0,0,1,3000000,500000,500000,-0.00120620603998196,5.30369152206258e-08,5.26857742637191e-08,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-21.9265159471221,2.05393065032647,20,0.917084887273769,0.931041280127963,NaN,NaN,0,0,0,0,nominal_fsw
470,1000000,1e-06,14,0.67,2,0,0,0,0,1,3000000,500000,500000,-0.00120620603998196,5.30369152206258e-08,5.26857742637191e-08,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-21.9265159471221,3.05472215454525,20,0.939430167230041,1.00051954571738,NaN,NaN,0,0,0,0,nominal_fsw
471,1000000,1e-06,14,0.13,2,0,0,0,0,2,3000000,500000,500000,-3.35103753839414e-07,7.50471945447958e-08,7.55437329481472e-08,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-21.7733724988682,1.58504769643435,20,0.883489213178814,0.868958767325924,NaN,NaN,0,0,0,0,nominal_fsw
472,1000000,1e-06,14,0.67,2,0,0,0,0,2,3000000,500000,500000,-3.35103753839414e-07,7.50471945447958e-08,7.55437329481472e-08,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-21.7733724988682,2.10724385833903,20,0.869793588144182,0.890676558875323,NaN,NaN,0,0,0,0,nominal_fsw
473,1000000,1e-06,14,0.13,2,0,0,0,0,1,3000000,1000000,1000000,-0.00120620603998196,5.30369152206258e-08,5.26857742637191e-08,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-21.9265159471221,2.93043306237496,20,0.925487668680574,0.772487282493833,NaN,NaN,0,0,0,0,nominal_fsw
474,1000000,1e-06,14,0.67,2,0,0,0,0,1,3000000,1000000,1000000,-0.00120620603998196,5.30369152206258e-08,5.26857742637191e-08,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-21.9265159471221,3.86779042935164,20,0.936272276749445,0.823937540088463,NaN,NaN,0,0,0,0,nominal_fsw
475,1000000,1e-06,14,0.13,2,0,0,0,0,2,3000000,1000000,1000000,-3.35103753839414e-07,7.50471945447958e-08,7.55437329481472e-08,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-21.7733724988682,2.90575856105321,20,0.865439037175944,0.846255855556171,NaN,NaN,0,0,0,0,nominal_fsw
476,1000000,1e-06,14,0.67,2,0,0,0,0,2,3000000,1000000,1000000,-3.35103753839414e-07,7.50471945447958e-08,7.55437329481472e-08,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-21.7733724988682,2.42884090177385,20,0.889448508765582,0.846153791592967,NaN,NaN,0,0,0,0,nominal_fsw
477,1000000,1e-06,14,0.13,2,0,0,0,0,1,3000000,2000000,2000000,-0.00120620603998196,5.30369152206258e-08,5.26857742637191e-08,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-21.9265159471221,1.77942079517784,20,0.95054073547769,0.957392218209039,NaN,NaN,0,0,0,0,nominal_fsw
478,1000000,1e-06,14,0.67,2,0,0,0,0,1,3000000,2000000,2000000,-0.00120620603998196,5.30369152206258e-08,5.26857742637191e-08,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-21.9265159471221,2.84708145613618,20,0.950018991365014,0.934387500467014,NaN,NaN,0,0,0,0,nominal_fsw
479,1000000,1e-06,14,0.13,2,0,0,0,0,2,3000000,2000000,2000000,-3.35103753839414e-07,7.50471945447958e-08,7.55437329481472e-08,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-21.7733724988682,1.48143147347516,20,0.885409076450747,0.854259554289549,NaN,NaN,0,0,0,0,nominal_fsw
480,1000000,1e-06,14,0.67,2,0,0,0,0,2,3000000,2000000,2000000,-3.35103753839414e-07,7.50471945447958e-08,7.55437329481472e-08,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-21.7733724988682,1.04735591002483,20,0.882769324455414,0.881618965536727,NaN,NaN,0,0,0,0,nominal_fsw
481,1000000,1e-06,16,0.13,2,0,0,0,0,1,250000,250000,250000,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-32.067654602781,6.04752341706403,20,0.322009386081432,44.3071066063209,NaN,NaN,0,0,0,0,nominal_fsw
482,1000000,1e-06,16,0.67,2,0,0,0,0,1,250000,250000,250000,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-32.067654602781,5.49931335508217,20,0.323555675026538,45.5522701673737,NaN,NaN,0,0,0,0,nominal_fsw
483,1000000,1e-06,16,0.13,2,0,0,0,0,2,250000,250000,250000,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-39.2645343055957,9.71407735710488,20,0.19788886046155,383.319735341852,NaN,NaN,0,0,0,0,nominal_fsw
484,1000000,1e-06,16,0.67,2,0,0,0,0,2,250000,250000,250000,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-39.2645343055957,10.5169571451317,20,0.198925057704259,385.789926934396,NaN,NaN,0,0,0,0,nominal_fsw
485,1000000,1e-06,16,0.13,2,0,0,0,0,1,250000,500000,500000,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-32.067654602781,3.84368616263836,20,0.342772016620754,43.148257065773,NaN,NaN,0,0,0,0,nominal_fsw
486,1000000,1e-06,16,0.67,2,0,0,0,0,1,250000,500000,500000,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-32.067654602781,4.87456612531634,20,0.345359977089154,41.5386781224712,NaN,NaN,0,0,0,0,nominal_fsw
487,1000000,1e-06,16,0.13,2,0,0,0,0,2,250000,500000,500000,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-38.2738586167287,10.7165976722579,20,0.22914966016159,340.981966538508,NaN,NaN,0,0,0,0,nominal_fsw
488,1000000,1e-06,16,0.67,2,0,0,0,0,2,250000,500000,500000,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-38.2738586167287,11.0611227837006,20,0.228826371046037,339.455792381074,NaN,NaN,0,0,0,0,nominal_fsw
489,1000000,1e-06,16,0.13,2,0,0,0,0,1,250000,1000000,1000000,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-32.067654602781,3.16541999010638,20,0.353097288181628,44.7834973199292,NaN,NaN,0,0,0,0,nominal_fsw
490,1000000,1e-06,16,0.67,2,0,0,0,0,1,250000,1000000,1000000,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-32.067654602781,4.77406898720121,20,0.355594935318054,44.244400861404,NaN,NaN,0,0,0,0,nominal_fsw
491,1000000,1e-06,16,0.13,2,0,0,0,0,2,250000,1000000,1000000,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-37.0588407460092,11.3833299037433,20,0.250124005699191,355.547098466182,NaN,NaN,0,0,0,0,nominal_fsw
492,1000000,1e-06,16,0.67,2,0,0,0,0,2,250000,1000000,1000000,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-37.0588407460092,11.7243711131532,20,0.251966446279904,357.37420546709,NaN,NaN,0,0,0,0,nominal_fsw
493,1000000,1e-06,16,0.13,2,0,0,0,0,1,250000,2000000,2000000,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-32.067654602781,3.40017037348316,20,0.367670038174366,45.4632517817232,NaN,NaN,0,0,0,0,nominal_fsw
494,1000000,1e-06,16,0.67,2,0,0,0,0,1,250000,2000000,2000000,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-32.067654602781,3.47763965524841,20,0.359744882840439,43.8653050270001,NaN,NaN,0,0,0,0,nominal_fsw
495,1000000,1e-06,16,0.13,2,0,0,0,0,2,250000,2000000,2000000,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-36.6474521709638,11.5775567790208,20,0.251602256694739,354.328605365466,NaN,NaN,0,0,0,0,nominal_fsw
496,1000000,1e-06,16,0.67,2,0,0,0,0,2,250000,2000000,2000000,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-36.6474521709638,11.9398510115551,20,0.253971155896461,356.753479568438,NaN,NaN,0,0,0,0,nominal_fsw
497,1000000,1e-06,16,0.13,2,0,0,0,0,1,500000,250000,250000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-27.5140860398099,7.97182109809129,20,0.540526148346521,0.597254828011706,NaN,NaN,0,0,0,0,nominal_fsw
498,1000000,1e-06,16,0.67,2,0,0,0,0,1,500000,250000,250000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-27.5140860398099,7.44970799227832,20,0.543492176428486,0.679767761923893,NaN,NaN,0,0,0,0,nominal_fsw
499,1000000,1e-06,16,0.13,2,0,0,0,0,2,500000,250000,250000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-29.7361829059267,5.17653516857035,20,0.405697291728269,0.564262597971917,NaN,NaN,0,0,0,0,nominal_fsw
500,1000000,1e-06,16,0.67,2,0,0,0,0,2,500000,250000,250000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-29.7361829059267,5.89201238737983,20,0.401675507387182,0.62985996831861,NaN,NaN,0,0,0,0,nominal_fsw
501,1000000,1e-06,16,0.13,2,0,0,0,0,1,500000,500000,500000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-27.5140860398099,8.46316805804974,20,0.554662902861375,0.787693282979382,NaN,NaN,0,0,0,0,nominal_fsw
502,1000000,1e-06,16,0.67,2,0,0,0,0,1,500000,500000,500000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-27.5140860398099,8.86532254299986,20,0.556859747016698,0.869431293182294,NaN,NaN,0,0,0,0,nominal_fsw
503,1000000,1e-06,16,0.13,2,0,0,0,0,2,500000,500000,500000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-29.7361829059267,6.15340859373592,20,0.42837900401909,0.648692442959885,NaN,NaN,0,0,0,0,nominal_fsw
504,1000000,1e-06,16,0.67,2,0,0,0,0,2,500000,500000,500000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-29.7361829059267,6.33436352280685,20,0.430737533460267,0.670221449241797,NaN,NaN,0,0,0,0,nominal_fsw
505,1000000,1e-06,16,0.13,2,0,0,0,0,1,500000,1000000,1000000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-27.5140860398099,8.26939161337068,20,0.573982799827123,1.00503294481083,NaN,NaN,0,0,0,0,nominal_fsw
506,1000000,1e-06,16,0.67,2,0,0,0,0,1,500000,1000000,1000000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-27.5140860398099,8.37367553913833,20,0.572317055751636,1.06607957417355,NaN,NaN,0,0,0,0,nominal_fsw
507,1000000,1e-06,16,0.13,2,0,0,0,0,2,500000,1000000,1000000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-29.7361829059267,5.01459178819906,20,0.454087722611698,0.63674598789844,NaN,NaN,0,0,0,0,nominal_fsw
508,1000000,1e-06,16,0.67,2,0,0,0,0,2,500000,1000000,1000000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-29.7361829059267,5.52935559410366,20,0.451055608018196,0.607839729320966,NaN,NaN,0,0,0,0,nominal_fsw
509,1000000,1e-06,16,0.13,2,0,0,0,0,1,500000,2000000,2000000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-27.5140860398099,7.80416669746005,20,0.574595782185153,0.999453137747989,NaN,NaN,0,0,0,0,nominal_fsw
510,1000000,1e-06,16,0.67,2,0,0,0,0,1,500000,2000000,2000000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-27.5140860398099,8.08976495130512,20,0.583306328902018,0.935006359491035,NaN,NaN,0,0,0,0,nominal_fsw
511,1000000,1e-06,16,0.13,2,0,0,0,0,2,500000,2000000,2000000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-29.7361829059267,5.34081456059214,20,0.46602228856595,0.789665675681795,NaN,NaN,0,0,0,0,nominal_fsw
512,1000000,1e-06,16,0.67,2,0,0,0,0,2,500000,2000000,2000000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-29.7361829059267,5.65141208254798,20,0.457894786512849,0.719763204999299,NaN,NaN,0,0,0,0,nominal_fsw
513,1000000,1e-06,16,0.13,2,0,0,0,0,1,1000000,250000,250000,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-24.3465086093212,0.1943734244648,20,0.794456084239218,0.7687693155118,NaN,NaN,0,0,0,0,nominal_fsw
