lowpassHz,settlingAtGuardPercent,calibratedResidualPercent,relativeNoise,groupDelayNs,passSettling,selected
300000,38.9661137375347,1.94830568687673,0.5,530.516476972984,0,0
500000,20.7879576350762,1.03939788175381,0.645497224367903,318.309886183791,0,0
700000,11.0901278364195,0.554506391820976,0.763762615825973,227.364204416993,0,0
1000000,4.32139182637723,0.216069591318861,0.912870929175277,159.154943091895,1,0
1200000,2.30541107631068,0.115270553815534,1,132.629119243246,1,1
1500000,0.898329102112943,0.0449164551056472,1.11803398874989,106.103295394597,1,0
