run_id,snr_reference,noise_target,SNR_dB,seed,method,C_est_F,C_MAPE_percent,ESR_est_Ohm,ESR_MAPE_percent,failed
10,full_signal_rms,vT,20,10,RLS,6.6098011718251e-05,33.901988281749,0.162842259233062,225.684518466124,1
10,full_signal_rms,vT,20,10,TS_LTVKF,8.33951090818977e-05,16.6048909181023,0.0460896918643866,7.82061627122675,1
11,full_signal_rms,vT,20,11,RLS,6.85062340070812e-05,31.4937659929188,0.140254776401555,180.50955280311,1
11,full_signal_rms,vT,20,11,TS_LTVKF,9.26658714179871e-05,7.33412858201292,0.0308447529877416,38.3104940245169,1
12,full_signal_rms,vT,20,12,RLS,0.000110663747633946,10.6637476339464,0.0287237485402081,42.5525029195838,1
12,full_signal_rms,vT,20,12,TS_LTVKF,7.84784641143869e-05,21.5215358856131,0.0497414839996564,0.517032000687201,1
13,full_signal_rms,vT,20,13,RLS,7.72593445317764e-05,22.7406554682236,0.0248887163573907,50.2225672852186,1
13,full_signal_rms,vT,20,13,TS_LTVKF,7.96143747008141e-05,20.3856252991859,0.0763746411344811,52.7492822689622,1
14,full_signal_rms,vT,20,14,RLS,0.000121416817104707,21.4168171047072,0.0806973732488376,61.3947464976753,1
14,full_signal_rms,vT,20,14,TS_LTVKF,7.88958062218325e-05,21.1041937781675,0.0365769562912087,26.8460874175826,1
15,full_signal_rms,vT,20,15,RLS,7.11401269857527e-05,28.8598730142473,0.133501897494033,167.003794988066,1
15,full_signal_rms,vT,20,15,TS_LTVKF,8.0243007217446e-05,19.7569927825541,0.0581267394407457,16.2534788814914,1
16,full_signal_rms,vT,20,16,RLS,7.35822860070547e-05,26.4177139929453,0.162050972627217,224.101945254434,1
16,full_signal_rms,vT,20,16,TS_LTVKF,6.62760970924373e-05,33.7239029075627,0.0506973203963761,1.39464079275213,1
17,full_signal_rms,vT,20,17,RLS,7.60794891595129e-05,23.9205108404871,0.0882930822874351,76.5861645748701,1
17,full_signal_rms,vT,20,17,TS_LTVKF,9.55184883765426e-05,4.48151162345746,0.0442263406467594,11.5473187064812,0
18,full_signal_rms,vT,20,18,RLS,8.67078046405013e-05,13.2921953594987,0.044594903312139,10.810193375722,1
18,full_signal_rms,vT,20,18,TS_LTVKF,8.19089959382737e-05,18.0910040617263,0.0595867493629459,19.1734987258918,1
19,full_signal_rms,vT,20,19,RLS,6.40208748511537e-05,35.9791251488463,0.0408102893943238,18.3794212113525,1
19,full_signal_rms,vT,20,19,TS_LTVKF,9.02931215370176e-05,9.70687846298244,0.0376745359541529,24.6509280916942,1
20,full_signal_rms,vT,20,20,RLS,7.46655883089576e-05,25.3344116910424,0.102243522733167,104.487045466335,1
20,full_signal_rms,vT,20,20,TS_LTVKF,8.28894668869841e-05,17.1105331130159,0.0470205066020075,5.95898679598508,1
21,full_signal_rms,vT,30,1,RLS,6.79971462564487e-05,32.0028537435513,0.033895676288106,32.2086474237881,1
21,full_signal_rms,vT,30,1,TS_LTVKF,8.63856800803358e-05,13.6143199196642,0.049378298720934,1.24340255813192,1
22,full_signal_rms,vT,30,2,RLS,7.36289881272508e-05,26.3710118727492,0.0318933262364378,36.2133475271244,1
22,full_signal_rms,vT,30,2,TS_LTVKF,9.27139680939664e-05,7.28603190603359,0.0461221603844568,7.75567923108647,0
23,full_signal_rms,vT,30,3,RLS,5.74865058803228e-05,42.5134941196772,0.0462004645129943,7.59907097401141,1
23,full_signal_rms,vT,30,3,TS_LTVKF,9.82352590722397e-05,1.76474092776031,0.0480105037933224,3.97899241335526,0
24,full_signal_rms,vT,30,4,RLS,5.88424393041559e-05,41.1575606958441,0.0608377313719375,21.6754627438749,1
24,full_signal_rms,vT,30,4,TS_LTVKF,9.53314696806068e-05,4.6685303193932,0.0459481388609204,8.10372227815924,0
25,full_signal_rms,vT,30,5,RLS,7.83159239446059e-05,21.6840760553941,0.119248949030811,138.497898061622,1
25,full_signal_rms,vT,30,5,TS_LTVKF,9.51642865341592e-05,4.83571346584083,0.0535354401138675,7.07088022773508,0
26,full_signal_rms,vT,30,6,RLS,9.66577047918583e-05,3.34229520814173,0.0850467295322086,70.0934590644172,1
26,full_signal_rms,vT,30,6,TS_LTVKF,9.40384659897739e-05,5.9615340102261,0.0546943411400115,9.38868228002292,0
27,full_signal_rms,vT,30,7,RLS,6.24547401468612e-05,37.5452598531388,0.0734832686724807,46.9665373449614,1
27,full_signal_rms,vT,30,7,TS_LTVKF,8.72923849281256e-05,12.7076150718744,0.0505893475318522,1.17869506370432,1
28,full_signal_rms,vT,30,8,RLS,7.98447585842839e-05,20.1552414157161,0.0946896016770489,89.3792033540979,1
28,full_signal_rms,vT,30,8,TS_LTVKF,8.95332762031929e-05,10.4667237968071,0.0548277385758178,9.65547715163559,1
29,full_signal_rms,vT,30,9,RLS,6.79875126478084e-05,32.0124873521916,0.0694900624675451,38.9801249350903,1
29,full_signal_rms,vT,30,9,TS_LTVKF,9.07855422613335e-05,9.21445773866655,0.0468209953200389,6.35800935992227,0
30,full_signal_rms,vT,30,10,RLS,6.67479437468023e-05,33.2520562531977,0.112655803318477,125.311606636954,1
30,full_signal_rms,vT,30,10,TS_LTVKF,9.10653434761175e-05,8.93465652388249,0.0483039115912316,3.39217681753675,0
31,full_signal_rms,vT,30,11,RLS,9.51578521343598e-05,4.8421478656402,0.115407845453171,130.815690906342,1
31,full_signal_rms,vT,30,11,TS_LTVKF,9.62278430669917e-05,3.7721569330083,0.0435304426976936,12.9391146046128,0
32,full_signal_rms,vT,30,12,RLS,0.000116795086591324,16.795086591324,0.0143850750425966,71.2298499148067,1
32,full_signal_rms,vT,30,12,TS_LTVKF,8.92210410734526e-05,10.7789589265474,0.0505065136365363,1.01302727307264,1
33,full_signal_rms,vT,30,13,RLS,7.22215851847626e-05,27.7784148152374,0.0161235526930686,67.7528946138628,1
33,full_signal_rms,vT,30,13,TS_LTVKF,8.955025299087e-05,10.44974700913,0.0607216698971002,21.4433397942004,1
34,full_signal_rms,vT,30,14,RLS,0.000119772567165678,19.7725671656783,0.0412239156570425,17.5521686859149,1
34,full_signal_rms,vT,30,14,TS_LTVKF,8.9077676236437e-05,10.9223237635631,0.0457813401907588,8.43731961848238,1
35,full_signal_rms,vT,30,15,RLS,9.95139376391772e-05,0.486062360822803,0.0809692998831793,61.9385997663586,1
35,full_signal_rms,vT,30,15,TS_LTVKF,8.96498144233711e-05,10.3501855766289,0.0530738427931967,6.14768558639349,1
36,full_signal_rms,vT,30,16,RLS,9.41391892814854e-05,5.8608107185146,0.156969114444382,213.938228888764,1
36,full_signal_rms,vT,30,16,TS_LTVKF,8.22380598090668e-05,17.7619401909332,0.0508369436138246,1.67388722764925,1
37,full_signal_rms,vT,30,17,RLS,7.40373115550788e-05,25.9626884449212,0.0451169153632372,9.76616927352563,1
37,full_signal_rms,vT,30,17,TS_LTVKF,9.73951765414905e-05,2.6048234585095,0.0484139802728355,3.17203945432892,0
38,full_signal_rms,vT,30,18,RLS,8.64941574431054e-05,13.5058425568946,0.0203881863688528,59.2236272622944,1
38,full_signal_rms,vT,30,18,TS_LTVKF,9.11168343984217e-05,8.88316560157832,0.054201042277818,8.40208455563605,0
39,full_signal_rms,vT,30,19,RLS,7.21124077485671e-05,27.8875922514329,0.0433177495623696,13.3645008752608,1
39,full_signal_rms,vT,30,19,TS_LTVKF,9.5282849517914e-05,4.71715048208604,0.0465135497600294,6.97290047994125,0
40,full_signal_rms,vT,30,20,RLS,0.000100455850748277,0.455850748276854,0.0471539311853437,5.69213762931269,0
40,full_signal_rms,vT,30,20,TS_LTVKF,9.12974268433935e-05,8.7025731566065,0.0498333289150205,0.333342169959083,0
41,full_signal_rms,vT,40,1,RLS,7.34072270682157e-05,26.5927729317843,0.0415463366943556,16.9073266112889,1
41,full_signal_rms,vT,40,1,TS_LTVKF,9.36106193881165e-05,6.3893806118835,0.0502322249336092,0.464449867218408,0
42,full_signal_rms,vT,40,2,RLS,0.000101666576321205,1.66657632120455,0.0213111480609963,57.3777038780075,1
42,full_signal_rms,vT,40,2,TS_LTVKF,9.51824690167146e-05,4.81753098328541,0.0483853814204916,3.22923715901674,0
43,full_signal_rms,vT,40,3,RLS,6.88170776731477e-05,31.1829223268523,0.0431477069854814,13.7045860290372,1
43,full_signal_rms,vT,40,3,TS_LTVKF,9.74937270005422e-05,2.50627299945779,0.0486807182763264,2.63856344734714,0
44,full_signal_rms,vT,40,4,RLS,7.70608802191152e-05,22.9391197808848,0.0517584653416343,3.51693068326855,1
44,full_signal_rms,vT,40,4,TS_LTVKF,9.6804370483024e-05,3.195629516976,0.0494624501734468,1.07509965310637,0
45,full_signal_rms,vT,40,5,RLS,7.9764260057531e-05,20.235739942469,0.0707435370495981,41.4870740991961,1
45,full_signal_rms,vT,40,5,TS_LTVKF,9.68241629427425e-05,3.17583705725746,0.0510565449404591,2.11308988091827,0
46,full_signal_rms,vT,40,6,RLS,9.79484137298036e-05,2.05158627019641,0.0606394724620809,21.2789449241618,1
46,full_signal_rms,vT,40,6,TS_LTVKF,9.63790451669747e-05,3.62095483302527,0.0517599736874579,3.51994737491583,0
47,full_signal_rms,vT,40,7,RLS,7.97062704824003e-05,20.2937295175997,0.0563436795625258,12.6873591250515,1
47,full_signal_rms,vT,40,7,TS_LTVKF,9.36586690750613e-05,6.34133092493868,0.049590514052836,0.818971894328069,0
48,full_signal_rms,vT,40,8,RLS,8.47882492101862e-05,15.2117507898138,0.0627528665680115,25.5057331360231,1
48,full_signal_rms,vT,40,8,TS_LTVKF,9.41733418488159e-05,5.82665815118413,0.0516004532163999,3.20090643279971,0
49,full_signal_rms,vT,40,9,RLS,9.64688711459346e-05,3.53112885406538,0.0549516572517903,9.9033145035806,0
49,full_signal_rms,vT,40,9,TS_LTVKF,9.53010437448658e-05,4.6989562551342,0.0485120887536474,2.97582249270512,0
50,full_signal_rms,vT,40,10,RLS,7.61618137168975e-05,23.8381862831025,0.0682684198447051,36.5368396894102,1
50,full_signal_rms,vT,40,10,TS_LTVKF,9.48140709015377e-05,5.18592909846234,0.0502256522714091,0.451304542818232,0
51,full_signal_rms,vT,40,11,RLS,0.000113089264385858,13.0892643858584,0.0692951442553659,38.5902885107317,1
51,full_signal_rms,vT,40,11,TS_LTVKF,9.67995383726261e-05,3.20046162737392,0.0472599093516573,5.48018129668542,0
52,full_signal_rms,vT,40,12,RLS,7.92444711695962e-05,20.7555288304038,0.0155761022721132,68.8477954557735,1
52,full_signal_rms,vT,40,12,TS_LTVKF,9.39266736257399e-05,6.07332637426009,0.0495971450052569,0.805709989486192,0
53,full_signal_rms,vT,40,13,RLS,8.98499399334395e-05,10.1500600665606,0.0336473820436932,32.7052359126136,1
53,full_signal_rms,vT,40,13,TS_LTVKF,9.4757551250387e-05,5.24244874961303,0.0535011140155646,7.00222803112915,0
54,full_signal_rms,vT,40,14,RLS,0.000137365783213558,37.3657832135578,0.0448026351060757,10.3947297878487,1
54,full_signal_rms,vT,40,14,TS_LTVKF,9.45266600125399e-05,5.4733399874601,0.0484424831595278,3.11503368094439,0
55,full_signal_rms,vT,40,15,RLS,0.000121635307049714,21.6353070497139,0.05850349142698,17.0069828539599,1
55,full_signal_rms,vT,40,15,TS_LTVKF,9.46531462661524e-05,5.34685373384766,0.0492498702712555,1.50025945748905,0
56,full_signal_rms,vT,40,16,RLS,7.20857311581865e-05,27.9142688418135,0.0823973973042907,64.7947946085814,1
56,full_signal_rms,vT,40,16,TS_LTVKF,9.20881812218053e-05,7.9118187781947,0.0496441028844159,0.71179423116815,0
57,full_signal_rms,vT,40,17,RLS,0.00010454534471067,4.54534471066963,0.0438069042588044,12.3861914823913,0
57,full_signal_rms,vT,40,17,TS_LTVKF,9.73987436445824e-05,2.60125635541761,0.0487528210364177,2.49435792716456,0
58,full_signal_rms,vT,40,18,RLS,8.86636828473083e-05,11.3363171526918,0.0299153669054126,40.1692661891749,1
58,full_signal_rms,vT,40,18,TS_LTVKF,9.49934729761581e-05,5.00652702384189,0.0510320548629084,2.06410972581681,0
59,full_signal_rms,vT,40,19,RLS,9.01938206698472e-05,9.80617933015283,0.0469430122554644,6.1139754890713,0
59,full_signal_rms,vT,40,19,TS_LTVKF,9.66355787615537e-05,3.36442123844632,0.0493104428081836,1.37911438363271,0
60,full_signal_rms,vT,40,20,RLS,9.8623008721696e-05,1.37699127830401,0.0384476486893843,23.1047026212313,1
60,full_signal_rms,vT,40,20,TS_LTVKF,9.53348224641111e-05,4.66517753588888,0.0499140400997817,0.171919800436626,0
61,full_signal_rms,vT,50,1,RLS,9.00052525204815e-05,9.99474747951855,0.0467775565024385,6.44488699512299,0
61,full_signal_rms,vT,50,1,TS_LTVKF,9.83731409844386e-05,1.62685901556144,0.0501256746148616,0.251349229723274,0
62,full_signal_rms,vT,50,2,RLS,0.000104553473049024,4.55347304902389,0.0404609681374209,19.0780637251583,0
62,full_signal_rms,vT,50,2,TS_LTVKF,9.86316787132024e-05,1.36832128679761,0.0493071916799608,1.38561664007841,0
63,full_signal_rms,vT,50,3,RLS,8.89165104746409e-05,11.0834895253591,0.0469009289659096,6.19814206818087,1
63,full_signal_rms,vT,50,3,TS_LTVKF,9.97664600959346e-05,0.233539904065383,0.0486785912881192,2.6428174237616,0
64,full_signal_rms,vT,50,4,RLS,9.12331631019785e-05,8.76683689802151,0.0500964168608811,0.192833721762087,0
64,full_signal_rms,vT,50,4,TS_LTVKF,9.93403427896905e-05,0.659657210309483,0.0502520754747813,0.504150949562687,0
65,full_signal_rms,vT,50,5,RLS,9.1810880033004e-05,8.18911996699598,0.0560757600246301,12.1515200492602,0
65,full_signal_rms,vT,50,5,TS_LTVKF,9.96237379145568e-05,0.376262085443158,0.0501097025858776,0.219405171755116,0
66,full_signal_rms,vT,50,6,RLS,0.000100102529679166,0.102529679166419,0.0529275053975304,5.85501079506086,0
66,full_signal_rms,vT,50,6,TS_LTVKF,9.92166106798362e-05,0.783389320163819,0.0506220301504288,1.2440603008576,0
67,full_signal_rms,vT,50,7,RLS,9.2412214484809e-05,7.58778551519106,0.0515320091895211,3.06401837904227,0
67,full_signal_rms,vT,50,7,TS_LTVKF,9.80225035745393e-05,1.97749642546069,0.0493288687030727,1.34226259385464,0
68,full_signal_rms,vT,50,8,RLS,9.51525912971762e-05,4.84740870282381,0.0535909371649752,7.18187432995037,0
68,full_signal_rms,vT,50,8,TS_LTVKF,9.83162938168852e-05,1.68370618311479,0.0505625008123684,1.12500162473681,0
69,full_signal_rms,vT,50,9,RLS,0.000101074239953606,1.07423995360638,0.0511253425440226,2.25068508804513,0
69,full_signal_rms,vT,50,9,TS_LTVKF,9.89020187394928e-05,1.09798126050721,0.0490152698361554,1.96946032768927,0
70,full_signal_rms,vT,50,10,RLS,9.23356512578557e-05,7.66434874214431,0.0553584898449565,10.716979689913,0
70,full_signal_rms,vT,50,10,TS_LTVKF,9.85031511787251e-05,1.49684882127493,0.0505387984572837,1.0775969145673,0
71,full_signal_rms,vT,50,11,RLS,0.000102739107169981,2.73910716998114,0.0555737971438091,11.1475942876182,0
71,full_signal_rms,vT,50,11,TS_LTVKF,9.92601449925178e-05,0.739855007482204,0.048551315520026,2.89736895994804,0
72,full_signal_rms,vT,50,12,RLS,9.26758016575974e-05,7.32419834240259,0.0386362458962632,22.7275082074736,1
72,full_signal_rms,vT,50,12,TS_LTVKF,9.81237161953471e-05,1.87628380465289,0.0491199918857777,1.76001622844469,0
73,full_signal_rms,vT,50,13,RLS,9.74489568689242e-05,2.5510431310758,0.0444016551951478,11.1966896097043,0
73,full_signal_rms,vT,50,13,TS_LTVKF,9.8647750526454e-05,1.35224947354601,0.0507195740036997,1.43914800739944,0
74,full_signal_rms,vT,50,14,RLS,0.000117754028418891,17.7540284188915,0.04785566301106,4.28867397787998,1
74,full_signal_rms,vT,50,14,TS_LTVKF,9.85106942851837e-05,1.48930571481629,0.0493036890002051,1.39262199958977,0
75,full_signal_rms,vT,50,15,RLS,0.000106239856020861,6.23985602086146,0.0522394709380071,4.47894187601428,0
75,full_signal_rms,vT,50,15,TS_LTVKF,9.86436171343349e-05,1.35638286566508,0.0483181402893745,3.3637194212511,0
76,full_signal_rms,vT,50,16,RLS,8.93164061563517e-05,10.6835938436483,0.0597861435436683,19.5722870873367,1
76,full_signal_rms,vT,50,16,TS_LTVKF,9.80098615362883e-05,1.99013846371165,0.0492970248518468,1.40595029630641,0
77,full_signal_rms,vT,50,17,RLS,0.000110039527089765,10.039527089765,0.0475539233542732,4.89215329145351,1
77,full_signal_rms,vT,50,17,TS_LTVKF,9.99888791018019e-05,0.0111208981980804,0.0486661101840526,2.66777963189487,0
78,full_signal_rms,vT,50,18,RLS,9.63100395754966e-05,3.68996042450339,0.0431094716312935,13.7810567374129,0
78,full_signal_rms,vT,50,18,TS_LTVKF,9.86290815014898e-05,1.37091849851025,0.0496343486582946,0.731302683410839,0
79,full_signal_rms,vT,50,19,RLS,0.00010373188119463,3.73188119462988,0.0485948229396559,2.81035412068813,0
79,full_signal_rms,vT,50,19,TS_LTVKF,9.9587063424448e-05,0.412936575552025,0.0500227827210759,0.0455654421517293,0
80,full_signal_rms,vT,50,20,RLS,9.9822633743024e-05,0.177366256976041,0.0459321655268041,8.13566894639188,0
80,full_signal_rms,vT,50,20,TS_LTVKF,9.90801094878269e-05,0.919890512173094,0.0499918149242658,0.0163701514683701,0
81,full_signal_rms,i1,20,1,RLS,0.000100289202903887,0.289202903886809,0.0493381516370702,1.32369672585959,0
81,full_signal_rms,i1,20,1,TS_LTVKF,9.98167180550617e-05,0.183281944938252,0.0491895513400335,1.62089731993295,0
82,full_signal_rms,i1,20,2,RLS,9.99674996684566e-05,0.0325003315434502,0.0490972277207867,1.80554455842658,0
82,full_signal_rms,i1,20,2,TS_LTVKF,9.99831658726437e-05,0.0168341273563244,0.0491117716533167,1.77645669336656,0
83,full_signal_rms,i1,20,3,RLS,9.99500956184675e-05,0.0499043815324951,0.0492300536175358,1.53989276492845,0
83,full_signal_rms,i1,20,3,TS_LTVKF,9.99437519631374e-05,0.0562480368625606,0.0491673237805387,1.66535243892257,0
84,full_signal_rms,i1,20,4,RLS,0.00010004023255613,0.0402325561303485,0.0493458375427685,1.30832491446302,0
84,full_signal_rms,i1,20,4,TS_LTVKF,9.99562359576367e-05,0.0437640423633368,0.0491523264028057,1.69534719438856,0
85,full_signal_rms,i1,20,5,RLS,0.00010029576167559,0.295761675590089,0.0490940663559582,1.81186728808351,0
85,full_signal_rms,i1,20,5,TS_LTVKF,0.00010004298400169,0.042984001690094,0.0491151402667824,1.76971946643519,0
86,full_signal_rms,i1,20,6,RLS,9.99518315046572e-05,0.0481684953428263,0.0493772337044426,1.2455325911149,0
86,full_signal_rms,i1,20,6,TS_LTVKF,9.98040784276073e-05,0.195921572392721,0.0491746021263886,1.65079574722273,0
87,full_signal_rms,i1,20,7,RLS,9.97929560509003e-05,0.207043949099739,0.0492206804341915,1.55863913161705,0
87,full_signal_rms,i1,20,7,TS_LTVKF,0.00010004789289551,0.0478928955097269,0.0491588732763091,1.68225344738179,0
88,full_signal_rms,i1,20,8,RLS,9.9795144158172e-05,0.204855841827989,0.0490937531316135,1.81249373677297,0
88,full_signal_rms,i1,20,8,TS_LTVKF,0.000100148207007258,0.148207007258172,0.0491664416104559,1.66711677908828,0
89,full_signal_rms,i1,20,9,RLS,0.000100159324568523,0.159324568523411,0.0491096871601935,1.78062567961303,0
89,full_signal_rms,i1,20,9,TS_LTVKF,9.98487642477566e-05,0.151235752243362,0.0491552918832123,1.68941623357535,0
90,full_signal_rms,i1,20,10,RLS,0.000100292962362848,0.292962362847704,0.0493474586701638,1.30508265967237,0
90,full_signal_rms,i1,20,10,TS_LTVKF,9.99518205394531e-05,0.0481794605469155,0.0491456946013734,1.70861079725323,0
91,full_signal_rms,i1,20,11,RLS,9.99933143576377e-05,0.00668564236231406,0.0492904788306571,1.41904233868579,0
91,full_signal_rms,i1,20,11,TS_LTVKF,0.0001000383171429,0.0383171428996576,0.0491488204424277,1.70235911514468,0
92,full_signal_rms,i1,20,12,RLS,0.000100501486981496,0.501486981495614,0.0492755152157602,1.44896956847951,0
92,full_signal_rms,i1,20,12,TS_LTVKF,0.000100091577828141,0.0915778281406432,0.0490944806419848,1.81103871603033,0
93,full_signal_rms,i1,20,13,RLS,9.94448312452732e-05,0.555168754726765,0.0489760690206904,2.04786195861928,0
93,full_signal_rms,i1,20,13,TS_LTVKF,9.99971420165155e-05,0.0028579834845055,0.0491437713682092,1.71245726358157,0
94,full_signal_rms,i1,20,14,RLS,0.000100404508000288,0.404508000287929,0.0492987236121578,1.40255277568441,0
94,full_signal_rms,i1,20,14,TS_LTVKF,0.000100111539088562,0.111539088562318,0.0490890248478417,1.82195030431664,0
95,full_signal_rms,i1,20,15,RLS,9.9700802464511e-05,0.29919753548896,0.0490844960811533,1.83100783769341,0
95,full_signal_rms,i1,20,15,TS_LTVKF,9.98626966307285e-05,0.137303369271546,0.0491724531283553,1.65509374328943,0
96,full_signal_rms,i1,20,16,RLS,9.97680748895663e-05,0.231925110433751,0.0491932877634211,1.61342447315779,0
96,full_signal_rms,i1,20,16,TS_LTVKF,9.99651234625488e-05,0.0348765374511895,0.0491675360744306,1.66492785113874,0
97,full_signal_rms,i1,20,17,RLS,0.000100046123335916,0.0461233359158042,0.0492905772584515,1.41884548309702,0
97,full_signal_rms,i1,20,17,TS_LTVKF,9.99881948135741e-05,0.0118051864259505,0.0491604952402123,1.67900951957547,0
98,full_signal_rms,i1,20,18,RLS,9.9496853071436e-05,0.503146928563969,0.0491587563445355,1.68248731092902,0
98,full_signal_rms,i1,20,18,TS_LTVKF,0.000100085207139483,0.0852071394834564,0.0491816972386222,1.63660552275552,0
99,full_signal_rms,i1,20,19,RLS,9.95779061051223e-05,0.422093894877684,0.049285206786818,1.42958642636405,0
99,full_signal_rms,i1,20,19,TS_LTVKF,0.000100016499082592,0.0164990825920253,0.0491214467908613,1.75710641827741,0
100,full_signal_rms,i1,20,20,RLS,9.97514462249464e-05,0.248553775053606,0.0493065031418657,1.38699371626855,0
100,full_signal_rms,i1,20,20,TS_LTVKF,9.98695342591655e-05,0.130465740834462,0.0491598517076003,1.68029658479931,0
101,full_signal_rms,i1,30,1,RLS,0.00010008848613524,0.0884861352399735,0.0493824690038232,1.23506199235364,0
101,full_signal_rms,i1,30,1,TS_LTVKF,9.9919992469739e-05,0.0800075302609726,0.0494758825810653,1.04823483786937,0
102,full_signal_rms,i1,30,2,RLS,9.9986495846801e-05,0.0135041531989843,0.049315057793439,1.36988441312202,0
102,full_signal_rms,i1,30,2,TS_LTVKF,9.99677927509864e-05,0.0322072490136049,0.0494561261150349,1.08774776993023,0
103,full_signal_rms,i1,30,3,RLS,9.99817474317301e-05,0.0182525682698831,0.0493572881941821,1.28542361163576,0
103,full_signal_rms,i1,30,3,TS_LTVKF,9.99572473100222e-05,0.0427526899777986,0.0494746918906201,1.05061621875984,0
104,full_signal_rms,i1,30,4,RLS,0.000100012586761341,0.012586761340927,0.0494010106584396,1.19797868312082,0
104,full_signal_rms,i1,30,4,TS_LTVKF,9.99644374825176e-05,0.0355625174823793,0.049470105264402,1.059789471196,0
105,full_signal_rms,i1,30,5,RLS,0.000100092820465719,0.0928204657193898,0.0493062276686999,1.38754466260013,0
105,full_signal_rms,i1,30,5,TS_LTVKF,9.99931067888168e-05,0.00689321118321207,0.0494575143257226,1.08497134855481,0
106,full_signal_rms,i1,30,6,RLS,9.99838166916155e-05,0.0161833083844543,0.0494026126617404,1.19477467651917,0
106,full_signal_rms,i1,30,6,TS_LTVKF,9.99156150731701e-05,0.0843849268298613,0.0494773280232126,1.04534395357471,0
107,full_signal_rms,i1,30,7,RLS,9.99312408933096e-05,0.0687591066903859,0.0493494620965959,1.30107580680812,0
107,full_signal_rms,i1,30,7,TS_LTVKF,9.99902374838326e-05,0.00976251616744417,0.0494737348515511,1.05253029689786,0
108,full_signal_rms,i1,30,8,RLS,9.99320800471168e-05,0.067919952883233,0.0493276074463873,1.34478510722531,0
108,full_signal_rms,i1,30,8,TS_LTVKF,0.000100024772967669,0.0247729676689401,0.0494750112709488,1.04997745810231,0
109,full_signal_rms,i1,30,9,RLS,0.000100046519754466,0.0465197544657459,0.0493162353975958,1.36752920480848,0
109,full_signal_rms,i1,30,9,TS_LTVKF,9.99328386180466e-05,0.0671613819534067,0.0494678185388284,1.06436292234319,0
110,full_signal_rms,i1,30,10,RLS,0.000100091207055472,0.0912070554724753,0.049393173880916,1.21365223816806,0
110,full_signal_rms,i1,30,10,TS_LTVKF,9.99607209922232e-05,0.0392790077768157,0.0494656534012094,1.06869319758113,0
111,full_signal_rms,i1,30,11,RLS,9.99958505441468e-05,0.00414945585319737,0.0493761295126269,1.24774097474623,0
111,full_signal_rms,i1,30,11,TS_LTVKF,9.99883278836724e-05,0.0116721163276545,0.0494665073365701,1.06698532685973,0
112,full_signal_rms,i1,30,12,RLS,0.000100157678093981,0.157678093981217,0.049360429298863,1.27914140227399,0
112,full_signal_rms,i1,30,12,TS_LTVKF,0.000100011044022453,0.0110440224526664,0.0494482565670365,1.10348686592695,0
113,full_signal_rms,i1,30,13,RLS,9.98210095609207e-05,0.178990439079263,0.0492747863288849,1.45042734223011,0
113,full_signal_rms,i1,30,13,TS_LTVKF,9.99769790059741e-05,0.0230209940258685,0.0494613982973313,1.07720340533742,0
114,full_signal_rms,i1,30,14,RLS,0.000100124069574844,0.124069574844499,0.049365070000216,1.26985999956797,0
