case_id,noise_profile,skew_ns,seed,observation,estimator,cell_id,C_true_F,ESR_true_ohm,C_est_F,ESR_est_ohm,C_error_percent,ESR_error_percent,C_bias_percent,ESR_bias_percent,C_variance,ESR_variance,convergence_cycles,divergence_flag,projection_saturation,projection_activations,invalid_updates,timing_failure,nis_mean,nees_parameter,CI_C_contains_true,CI_ESR_contains_true,mu_C,mu_R
PV1-001,10mV_5mA,20,33001,O0 Mixed,E3 LTV/Joseph,O0-E3,8e-05,0.05,7.54379760699294e-05,0.051766364333707,5.70252991258831,3.53272866741408,-5.70252991258831,3.53272866741408,9.47424367207013e-13,3.79594433412751e-06,36,0,0,0,0,0,0.166787703621686,22.9365977399674,0,1,3618.44812371239,2338583.97682152
PV1-001,10mV_5mA,20,33001,O1 Proposed,E3 LTV/Joseph,O1-E3,8e-05,0.05,7.98626734416256e-05,0.0503821231793914,0.171658197967961,0.76424635878285,-0.171658197967961,0.76424635878285,1.105892532959e-12,1.47758158872022e-06,34,0,0,0,0,0,0.487141289023735,0.115816699323707,1,1,3618.44812371239,2338583.97682152
PV1-001,10mV_5mA,50,43001,O0 Mixed,E1 RLS,O0-E1,8e-05,0.05,7.34271855669705e-05,0.0520308528489918,8.21601804128684,4.06170569798365,-8.21601804128684,4.06170569798365,2.39478978249717e-12,6.41726565608036e-06,1024,0,1,7,0,0,NaN,18.6856419797891,0,1,3618.44812371239,2338583.97682152
PV1-001,10mV_5mA,50,43001,O1 Proposed,E1 RLS,O1-E1,8e-05,0.05,7.81146931634489e-05,0.0509967273097741,2.35663354568888,1.99345461954819,-2.35663354568888,1.99345461954819,2.86445988257023e-12,1.18541076959944e-06,96,0,0,0,0,0,NaN,2.02113701351794,1,1,3618.44812371239,2338583.97682152
PV1-001,10mV_5mA,50,43001,O0 Mixed,E2 Dual EKF,O0-E2,8e-05,0.05,7.39494545750301e-05,0.0523145772081651,7.56318178121235,4.62915441633018,-7.56318178121235,4.62915441633018,8.78697781252821e-13,1.06484255880383e-05,1024,0,0,0,0,0,0.178505067124115,37.5655177066342,0,1,3618.44812371239,2338583.97682152
PV1-001,10mV_5mA,50,43001,O1 Proposed,E2 Dual EKF,O1-E2,8e-05,0.05,7.90761250034461e-05,0.0511917790647514,1.15484374569235,2.38355812950273,-1.15484374569235,2.38355812950273,1.08463691432616e-12,4.69466448371538e-06,96,0,0,0,0,0,0.483603148923024,1.0714127350514,1,1,3618.44812371239,2338583.97682152
PV1-001,10mV_5mA,50,43001,O0 Mixed,E3 LTV/Joseph,O0-E3,8e-05,0.05,7.38557721919642e-05,0.0521967399573279,7.68028476004476,4.39347991465575,-7.68028476004476,4.39347991465575,8.70406670293417e-13,3.79594433412751e-06,1024,0,0,0,0,0,0.180125319250561,42.8013980151185,0,1,3618.44812371239,2338583.97682152
PV1-001,10mV_5mA,50,43001,O1 Proposed,E3 LTV/Joseph,O1-E3,8e-05,0.05,7.90480149336747e-05,0.0510053930313969,1.1899813329067,2.01078606279377,-1.1899813329067,2.01078606279377,1.06145459577752e-12,1.47758158872022e-06,96,0,0,0,0,0,0.498337616698797,1.51770703373166,1,1,3618.44812371239,2338583.97682152
PV1-001,10mV_5mA,100,53001,O0 Mixed,E1 RLS,O0-E1,8e-05,0.05,7.23638236518588e-05,0.0509849643928622,9.54522043517655,1.96992878572444,-9.54522043517655,1.96992878572444,2.25905026408255e-12,6.41726565608036e-06,1024,0,1,7,0,0,NaN,23.7639423043769,0,1,3618.44812371239,2338583.97682152
PV1-001,10mV_5mA,100,53001,O1 Proposed,E1 RLS,O1-E1,8e-05,0.05,7.99038377891768e-05,0.0496754969557243,0.120202763528976,0.649006088551307,-0.120202763528976,-0.649006088551307,3.13604564781172e-12,1.18541076959944e-06,179,0,1,1,0,0,NaN,0.0917734327419551,1,1,3618.44812371239,2338583.97682152
PV1-001,10mV_5mA,100,53001,O0 Mixed,E2 Dual EKF,O0-E2,8e-05,0.05,7.29241619286185e-05,0.0513820496982944,8.84479758922688,2.76409939658879,-8.84479758922688,2.76409939658879,8.30970136273744e-13,1.06484255880383e-05,1024,0,0,0,0,0,0.183274128438578,51.6088399225716,0,1,3618.44812371239,2338583.97682152
PV1-001,10mV_5mA,100,53001,O1 Proposed,E2 Dual EKF,O1-E2,8e-05,0.05,8.06059916662557e-05,0.0497731751529037,0.757489582819559,0.453649694192504,0.757489582819559,-0.453649694192504,1.17104117405041e-12,4.69466448371538e-06,189,0,0,0,0,0,0.515273746126871,0.329317180043355,1,1,3618.44812371239,2338583.97682152
PV1-001,10mV_5mA,100,53001,O0 Mixed,E3 LTV/Joseph,O0-E3,8e-05,0.05,7.28210177933884e-05,0.0514066156331775,8.97372775826449,2.81323126635502,-8.97372775826449,2.81323126635502,8.22643018089391e-13,3.79594433412751e-06,1024,0,0,0,0,0,0.184767275837748,56.9063267292184,0,1,3618.44812371239,2338583.97682152
PV1-001,10mV_5mA,100,53001,O1 Proposed,E3 LTV/Joseph,O1-E3,8e-05,0.05,8.05084074912088e-05,0.0497181013055239,0.635509364011044,0.563797388952125,0.635509364011044,-0.563797388952125,1.14209569052653e-12,1.47758158872022e-06,185,0,0,0,0,0,0.531766425978481,0.282986610989595,1,1,3618.44812371239,2338583.97682152
