method,mode,case_id,source_model,trajectory_type,trajectory_duration_s,parameter,threshold,true_crossing_s,detected_crossing_s,detection_delay_ms,alarm_class,failure_flag
M1 TS-D-RLS,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.25,2.50012,2.4528,-47.32,early,0
M1 TS-D-RLS,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.5,5.00024,4.9532,-47.04,early,0
M1 TS-D-RLS,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.75,7.50008,7.48328,-16.7999999999999,early,0
M1 TS-D-RLS,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.95,2.51916,2.43712,-82.0399999999997,early,0
M1 TS-D-RLS,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.9,5.0176,5.0176,0,late_or_on_time,0
M1 TS-D-RLS,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.85,7.51632,7.5572,40.8799999999996,late_or_on_time,0
M1 TS-D-RLS,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.25,2.51916,2.47828,-40.88,early,0
M1 TS-D-RLS,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.5,5.0176,4.99716,-20.4399999999998,early,0
M1 TS-D-RLS,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.75,7.51632,7.51632,0,late_or_on_time,0
M2 TS-SLTVKE,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.95,2.50012,2.41752,-82.5999999999998,early,0
M2 TS-SLTVKE,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.9,5.00024,4.95432,-45.9199999999997,early,0
M2 TS-SLTVKE,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.85,7.50008,7.50344,3.3600000000007,late_or_on_time,0
M2 TS-SLTVKE,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.25,2.50012,1.90232,-597.8,early,0
M2 TS-SLTVKE,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.5,5.00024,4.37836,-621.88,early,0
M2 TS-SLTVKE,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.75,7.50008,6.9062,-593.88,early,0
M2 TS-SLTVKE,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.95,2.51916,2.45784,-61.3199999999998,early,0
M2 TS-SLTVKE,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.9,5.0176,4.97672,-40.8799999999996,early,0
M2 TS-SLTVKE,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.85,7.51632,7.5572,40.8799999999996,late_or_on_time,0
M2 TS-SLTVKE,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.25,2.51916,2.02776,-491.4,early,0
M2 TS-SLTVKE,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.5,5.0176,4.56708,-450.52,early,0
M2 TS-SLTVKE,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.75,7.51632,7.04536,-470.960000000001,early,0
M3 Dual EKF,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.95,2.50012,2.6166,116.48,late_or_on_time,0
M3 Dual EKF,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.9,5.00024,5.12232,122.08,late_or_on_time,0
M3 Dual EKF,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.85,7.50008,7.62188,121.8,late_or_on_time,0
M3 Dual EKF,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.25,2.50012,2.338,-162.12,early,0
M3 Dual EKF,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.5,5.00024,4.8496,-150.64,early,0
M3 Dual EKF,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.75,7.50008,7.33376,-166.32,early,0
M3 Dual EKF,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.95,2.51916,2.64208,122.92,late_or_on_time,0
M3 Dual EKF,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.9,5.0176,5.16096,143.36,late_or_on_time,0
M3 Dual EKF,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,C/C0,0.85,7.51632,7.70056,184.24,late_or_on_time,0
M3 Dual EKF,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.25,2.51916,2.45784,-61.3199999999998,early,0
M3 Dual EKF,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.5,5.0176,4.60824,-409.36,early,0
M3 Dual EKF,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,ESR/ESR0,1.75,7.51632,7.33208,-184.24,early,0
M1 TS-D-RLS,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.95,25.00092,21.483,-3517.92,early,0
M1 TS-D-RLS,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.9,50.00184,45.91944,-4082.4,early,0
M1 TS-D-RLS,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.85,75.00024,71.11944,-3880.80000000001,early,0
M1 TS-D-RLS,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.25,25.00092,24.2802,-720.72,early,0
M1 TS-D-RLS,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.5,50.00184,49.34916,-652.680000000004,early,0
M1 TS-D-RLS,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.75,75.00024,74.33748,-662.760000000006,early,0
M1 TS-D-RLS,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.95,25.00848,22.28436,-2724.12,early,0
M1 TS-D-RLS,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.9,50.01444,47.65824,-2356.2,early,0
M1 TS-D-RLS,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.85,75.00024,73.58652,-1413.72000000001,early,0
M1 TS-D-RLS,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.25,25.00848,24.2298,-778.679999999998,early,0
M1 TS-D-RLS,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.5,50.01444,49.11228,-902.160000000002,early,0
M1 TS-D-RLS,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.75,75.00024,74.40552,-594.720000000009,early,0
M2 TS-SLTVKE,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.95,25.00092,23.47884,-1522.08,early,0
M2 TS-SLTVKE,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.9,50.00184,48.0816,-1920.24,early,0
M2 TS-SLTVKE,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.85,75.00024,73.58652,-1413.72000000001,early,0
M2 TS-SLTVKE,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.25,25.00092,18.64296,-6357.96,early,0
M2 TS-SLTVKE,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.5,50.00184,43.64388,-6357.96,early,0
M2 TS-SLTVKE,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.75,75.00024,68.25924,-6741,early,0
M2 TS-SLTVKE,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.95,25.00848,23.5116,-1496.88,early,0
M2 TS-SLTVKE,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.9,50.01444,49.2156,-798.839999999998,early,0
M2 TS-SLTVKE,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.85,75.00024,74.07792,-922.319999999999,early,0
M2 TS-SLTVKE,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.25,25.00848,20.81016,-4198.32,early,0
M2 TS-SLTVKE,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.5,50.01444,45.36504,-4649.4,early,0
M2 TS-SLTVKE,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.75,75.00024,69.89976,-5100.48000000001,early,0
M3 Dual EKF,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.95,25.00092,24.47928,-521.640000000001,early,0
M3 Dual EKF,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.9,50.00184,49.69944,-302.399999999999,early,0
M3 Dual EKF,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.85,75.00024,74.40048,-599.760000000003,early,0
M3 Dual EKF,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.25,25.00092,23.40324,-1597.68,early,0
M3 Dual EKF,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.5,50.00184,48.31092,-1690.92,early,0
M3 Dual EKF,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.75,75.00024,73.29924,-1701.00000000001,early,0
M3 Dual EKF,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.95,25.00848,24.51456,-493.919999999999,early,0
M3 Dual EKF,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.9,50.01444,49.72716,-287.280000000003,early,0
M3 Dual EKF,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,C/C0,0.85,75.00024,74.42568,-574.560000000005,early,0
M3 Dual EKF,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.25,25.00848,21.03444,-3974.04,early,0
M3 Dual EKF,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.5,50.01444,46.40832,-3606.12,early,0
M3 Dual EKF,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,ESR/ESR0,1.75,75.00024,71.21016,-3790.08,early,0
M1 TS-D-RLS,Native,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.95,0.025,0.03116,6.16,late_or_on_time,0
M1 TS-D-RLS,Native,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.9,0.05,0.05732,7.32,late_or_on_time,0
M1 TS-D-RLS,Native,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.85,0.075,0.08204,7.04,late_or_on_time,0
M1 TS-D-RLS,Equal-Report,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.95,0.04096,0.06144,20.48,late_or_on_time,0
M1 TS-D-RLS,Equal-Report,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.9,0.06144,0.08192,20.48,late_or_on_time,0
M1 TS-D-RLS,Equal-Report,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.85,0.08192,Inf,Inf,missed,1
M2 TS-SLTVKE,Native,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.95,0.025,0.04692,21.92,late_or_on_time,0
M2 TS-SLTVKE,Native,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.9,0.05,0.084,34,late_or_on_time,0
M2 TS-SLTVKE,Native,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.85,0.075,Inf,Inf,missed,1
M2 TS-SLTVKE,Equal-Report,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.95,0.04096,0.08192,40.96,late_or_on_time,0
M2 TS-SLTVKE,Equal-Report,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.9,0.06144,Inf,Inf,missed,1
M2 TS-SLTVKE,Equal-Report,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.85,0.08192,Inf,Inf,missed,1
M3 Dual EKF,Native,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.95,0.025,0.0484,23.4,late_or_on_time,0
M3 Dual EKF,Native,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.9,0.05,0.09372,43.72,late_or_on_time,0
M3 Dual EKF,Native,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.85,0.075,Inf,Inf,missed,1
M3 Dual EKF,Equal-Report,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.95,0.04096,0.08192,40.96,late_or_on_time,0
M3 Dual EKF,Equal-Report,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.9,0.06144,Inf,Inf,missed,1
M3 Dual EKF,Equal-Report,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,C/C0,0.85,0.08192,Inf,Inf,missed,1
M1 TS-D-RLS,Native,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.25,0.025,0.032,7,late_or_on_time,0
M1 TS-D-RLS,Native,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.5,0.05,0.05772,7.72,late_or_on_time,0
M1 TS-D-RLS,Native,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.75,0.075,0.08248,7.48,late_or_on_time,0
M1 TS-D-RLS,Equal-Report,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.25,0.04096,0.06144,20.48,late_or_on_time,0
M1 TS-D-RLS,Equal-Report,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.5,0.06144,0.08192,20.48,late_or_on_time,0
M1 TS-D-RLS,Equal-Report,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.75,0.08192,Inf,Inf,missed,1
M2 TS-SLTVKE,Native,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.25,0.025,0.02616,1.16,late_or_on_time,0
M2 TS-SLTVKE,Native,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.5,0.05,0.04984,-0.16,early,0
M2 TS-SLTVKE,Native,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.75,0.075,0.07356,-1.44,early,0
M2 TS-SLTVKE,Equal-Report,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.25,0.04096,0.06144,20.48,late_or_on_time,0
M2 TS-SLTVKE,Equal-Report,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.5,0.06144,0.08192,20.48,late_or_on_time,0
M2 TS-SLTVKE,Equal-Report,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.75,0.08192,0.1,18.08,late_or_on_time,0
M3 Dual EKF,Native,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.25,0.025,0.02168,-3.32,early,0
M3 Dual EKF,Native,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.5,0.05,0.04604,-3.96000000000001,early,0
M3 Dual EKF,Native,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.75,0.075,0.0712,-3.8,early,0
M3 Dual EKF,Equal-Report,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.25,0.04096,0.06144,20.48,late_or_on_time,0
M3 Dual EKF,Equal-Report,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.5,0.06144,0.08192,20.48,late_or_on_time,0
M3 Dual EKF,Equal-Report,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,ESR/ESR0,1.75,0.08192,0.1,18.08,late_or_on_time,0
M1 TS-D-RLS,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.95,0.025,0.0322,7.2,late_or_on_time,0
M1 TS-D-RLS,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.9,0.05,0.05832,8.31999999999999,late_or_on_time,0
M1 TS-D-RLS,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.85,0.075,0.0828,7.8,late_or_on_time,0
M1 TS-D-RLS,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.25,0.025,0.03208,7.08,late_or_on_time,0
M1 TS-D-RLS,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.5,0.05,0.0578,7.79999999999999,late_or_on_time,0
M1 TS-D-RLS,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.75,0.075,0.08272,7.72,late_or_on_time,0
M1 TS-D-RLS,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.95,0.04096,0.06144,20.48,late_or_on_time,0
M1 TS-D-RLS,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.9,0.06144,0.08192,20.48,late_or_on_time,0
M1 TS-D-RLS,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.85,0.08192,Inf,Inf,missed,1
M1 TS-D-RLS,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.25,0.04096,0.06144,20.48,late_or_on_time,0
M1 TS-D-RLS,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.5,0.06144,0.08192,20.48,late_or_on_time,0
M1 TS-D-RLS,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.75,0.08192,Inf,Inf,missed,1
M2 TS-SLTVKE,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.95,0.025,0.04636,21.36,late_or_on_time,0
M2 TS-SLTVKE,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.9,0.05,0.08328,33.28,late_or_on_time,0
M2 TS-SLTVKE,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.85,0.075,Inf,Inf,missed,1
M2 TS-SLTVKE,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.25,0.025,0.0246,-0.400000000000001,early,0
M2 TS-SLTVKE,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.5,0.05,0.05052,0.52,late_or_on_time,0
M2 TS-SLTVKE,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.75,0.075,0.07412,-0.879999999999992,early,0
M2 TS-SLTVKE,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.95,0.04096,0.08192,40.96,late_or_on_time,0
M2 TS-SLTVKE,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.9,0.06144,Inf,Inf,missed,1
M2 TS-SLTVKE,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.85,0.08192,Inf,Inf,missed,1
M2 TS-SLTVKE,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.25,0.04096,0.06144,20.48,late_or_on_time,0
M2 TS-SLTVKE,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.5,0.06144,0.08192,20.48,late_or_on_time,0
M2 TS-SLTVKE,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.75,0.08192,0.1,18.08,late_or_on_time,0
M3 Dual EKF,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.95,0.025,0.04828,23.28,late_or_on_time,0
M3 Dual EKF,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.9,0.05,0.09388,43.88,late_or_on_time,0
M3 Dual EKF,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.85,0.075,Inf,Inf,missed,1
M3 Dual EKF,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.25,0.025,0.02088,-4.12,early,0
M3 Dual EKF,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.5,0.05,0.04528,-4.72,early,0
M3 Dual EKF,Native,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.75,0.075,0.07196,-3.04,early,0
M3 Dual EKF,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.95,0.04096,0.08192,40.96,late_or_on_time,0
M3 Dual EKF,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.9,0.06144,Inf,Inf,missed,1
M3 Dual EKF,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,C/C0,0.85,0.08192,Inf,Inf,missed,1
M3 Dual EKF,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.25,0.04096,0.06144,20.48,late_or_on_time,0
M3 Dual EKF,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.5,0.06144,0.08192,20.48,late_or_on_time,0
M3 Dual EKF,Equal-Report,XCHK-003,FULL_SWITCHING_MODEL_A_EQUATIONS,joint_ramp,0.1,ESR/ESR0,1.75,0.08192,0.1,18.08,late_or_on_time,0
