path_id,ADC_mode,voltage_architecture,nominal_bits,ENOB,fs_adc_Hz,multi_cycle,quantization_case,calibration_level,fusion_method,C_est_F,ESR_est_Ohm,C_MAPE_percent,C_MAPE_p95_percent,ESR_MAPE_percent,ESR_MAPE_p95_percent,C_bias_percent,ESR_bias_percent,C_variance,ESR_variance,NIS_C_mean,NIS_R_mean,NEES_mean,CI_C_95_coverage,CI_ESR_95_coverage,accuracy_pass,confidence_pass
native_16_V2,native_16bit_slow,V2,16,13.5,1100000,64,Q1_deterministic,Cal3,robust_trimmed_mean,0.000100419848175007,0.050028363714752,0.659105871670008,0.642259953729625,0.257597705674625,0.619973294367901,0.419848175006865,0.0567274295039111,5.83998414574076e-13,2.27092907531981e-08,0,0,0.231618902372777,1,1,1,1
native_16_V2,native_16bit_slow,V2,16,13.5,1100000,64,Q2_2mV,Cal3,TS_SLTVKE_sequential,0.000100032092433932,0.049931660856323,1.50955973043802,3.22728324558133,1.05425811218369,2.01905294735272,0.0320924339324513,-0.136678287354031,3.39482752776224e-12,3.82585150356306e-07,0.974102083819421,0.967757249353513,1.26828224011698,1,1,1,1
native_16_V2,native_16bit_slow,V2,16,13.5,1100000,64,Q2_2mV,Cal3,weighted_batch_average,0.000100241609940865,0.0500702994648019,1.45250668368083,3.14527303004844,0.933737587510105,2.41452095982185,0.241609940864729,0.140598929603808,3.55334481987208e-12,3.71765221642951e-07,0.999979899531993,0.990669240367703,1.2378613009456,0.96875,1,1,1
native_16_V2,native_16bit_slow,V2,16,13.5,1100000,64,Q2_2mV,Cal3,robust_trimmed_mean,9.9501630799159e-05,0.0498959317788943,1.26871374152517,3.202370134459,1.09593279336549,2.47871822772879,-0.498369200840953,-0.208136442211404,2.4137600002671e-12,4.09867023754779e-07,0.991398887724525,0.960654108023584,1.18100623019658,0.96875,1,1,1
native_16_V2,native_16bit_slow,V2,16,13.5,1100000,64,Q3_full_nonideal,Cal3,TS_SLTVKE_sequential,0.000100294629764114,0.050175065118754,3.1948898059128,9.74895892148736,1.03068950840577,2.97502286893237,0.294629764114163,0.35013023750794,2.04452994372053e-11,4.2068381059567e-07,1.01206519888387,1.00307065062731,4.74980004169454,0.71875,1,0,0
native_16_V2,native_16bit_slow,V2,16,13.5,1100000,64,Q3_full_nonideal,Cal3,weighted_batch_average,9.85519950571259e-05,0.0500908186304102,3.10374612677902,8.94665861283716,1.14725531093029,2.32061136122507,-1.44800494287413,0.181637260820344,1.50563737749336e-11,4.64740553142104e-07,0.973293402078403,0.99870452866484,4.56847752868569,0.71875,1,0,0
native_16_V2,native_16bit_slow,V2,16,13.5,1100000,64,Q3_full_nonideal,Cal3,robust_trimmed_mean,0.000100796550544976,0.0499548241695053,3.35752044425774,12.2358100486249,1.07884868321996,2.404302858606,0.796550544976138,-0.0903516609894073,2.27059736020011e-11,4.35800115579562e-07,1.00209145741132,0.95909395255219,4.72054502354217,0.75,0.96875,0,0
native_16_V2,native_16bit_slow,V2,16,13.5,1100000,256,Q1_deterministic,Cal3,TS_SLTVKE_sequential,9.99897508163107e-05,0.050028813072578,0.948816126381899,3.83271557803297,0.21349943512235,0.448969241412078,-0.0102491836892926,0.0576261451559201,2.09470479164448e-12,1.43442416805039e-08,0,0,0.516382287907495,1,1,1,1
native_16_V2,native_16bit_slow,V2,16,13.5,1100000,256,Q1_deterministic,Cal3,weighted_batch_average,0.00010015472311685,0.0499844125218955,0.864908746219105,3.77887829502086,0.214513674893334,0.494757572511708,0.154723116849675,-0.0311749562090124,1.61024783631357e-12,1.63958575323821e-08,0,0,0.413493193365611,1,1,1,1
native_16_V2,native_16bit_slow,V2,16,13.5,1100000,256,Q1_deterministic,Cal3,robust_trimmed_mean,0.000100419252352512,0.0500097146279643,0.657983293314724,0.645412391042215,0.172012321651659,0.377934446827992,0.419252352512345,0.0194292559285714,5.81609435451329e-13,1.02388273178648e-08,0,0,0.194518583725012,1,1,1,1
native_16_V2,native_16bit_slow,V2,16,13.5,1100000,256,Q2_2mV,Cal3,TS_SLTVKE_sequential,9.98489246288885e-05,0.0500385893528862,0.845504909996104,2.10673515546441,0.440989133888081,0.997154191202237,-0.151075371111553,0.0771787057723072,1.15533974785111e-12,7.29730370970246e-08,0.989130086173337,0.989171681626954,0.682156232594992,1,1,1,1
