validation_case,seed,C_true_F,ESR_true_Ohm,C_hat_F,ESR_hat_Ohm,C_abs_error_percent,ESR_abs_error_percent,C_CI95_covered,ESR_CI95_covered,ENOB,effective_edge_CMRR_dB,VREF_noise_uV_rms,clock_jitter_ns_rms,failure_cause
low_CCM,105,0.0001,0.05,0.000100938793442197,0.0505546792316685,0.938793442196748,1.10935846333703,1,1,13.5448931067006,67.0317607903794,16.4242309597803,1.85542420707171,PASS
low_CCM,106,0.0001,0.05,0.000101392613033507,0.0501440042370422,1.39261303350719,0.288008474084375,1,1,13.2292013215769,69.5916376685574,10.1613906464737,1.4557195499424,PASS
low_CCM,107,0.0001,0.05,9.92645427515702e-05,0.0495828099090184,0.735457248429778,0.834380181963176,1,1,13.6571540395941,67.9650380374879,13.4830895315779,2.2051247795938,PASS
low_CCM,108,0.0001,0.05,9.88486011292092e-05,0.0504716672444248,1.15139887079081,0.94333448884959,1,1,13.3615723279991,66.6580948546172,9.27005050802166,1.88910535022393,PASS
low_CCM,109,0.0001,0.05,9.99045040730532e-05,0.0494608988545013,0.0954959269467846,1.07820229099743,1,1,13.845910742809,71.0104901866577,12.0877199230777,1.8231640623562,PASS
low_CCM,110,0.0001,0.05,9.98555677961257e-05,0.0492177310160879,0.144432203874324,1.5645379678243,1,1,13.5797477324439,68.2784557229992,11.1882357957734,2.4660434849703,PASS
low_CCM,111,0.0001,0.05,9.96213603099421e-05,0.0497727221912168,0.378639690057884,0.454555617566424,1,1,13.6557418938838,70.9908028081002,5.17615368425523,1.52770308840618,PASS
low_CCM,112,0.0001,0.05,9.93567209691532e-05,0.0493290592057452,0.643279030846768,1.34188158850956,1,1,13.3142911575714,65.2183347551534,15.4076255857007,1.54759718287071,PASS
low_CCM,113,0.0001,0.05,9.94971416097868e-05,0.0496469438998975,0.502858390213229,0.706112200204959,1,1,13.9455430403986,69.6988554252914,8.09130421306548,2.04422029921007,PASS
low_CCM,114,0.0001,0.05,0.000100161110238848,0.0499278455478554,0.161110238848378,0.144308904289153,1,1,12.8165023085083,68.8681387293211,9.89384986308838,2.75531874746227,PASS
low_CCM,115,0.0001,0.05,0.000102287174876066,0.0487271736765851,2.28717487606598,2.54565264682984,0,1,13.3618006390447,69.7374633892917,15.3912066166743,2.28599869269762,PASS
low_CCM,116,0.0001,0.05,0.000100312654840419,0.0505020112041341,0.312654840419106,1.00402240826816,1,1,14.2935067732332,71.4546791332686,6.07761046054657,1.90947705871361,PASS
low_CCM,117,0.0001,0.05,0.000100642353197127,0.0490523962021353,0.642353197126763,1.89520759572936,1,1,13.8025702420046,66.9707083734246,6.97093337058497,2.48252183658651,PASS
low_CCM,118,0.0001,0.05,0.000100379794626444,0.0509235407355424,0.37979462644371,1.84708147108488,1,1,13.9017121533272,68.3637486656496,18.8424523638278,1.44396211994064,PASS
low_CCM,119,0.0001,0.05,9.97414281403333e-05,0.0503344988750297,0.25857185966674,0.668997750059297,1,1,13.1892643494829,68.7189950532992,10.4742603588471,1.58234261204554,PASS
low_CCM,120,0.0001,0.05,0.00010136345256588,0.0498744395495995,1.36345256588029,0.251120900800997,1,1,13.7914087553829,69.8795580736688,22.5928621512125,2.62296288613874,PASS
low_CCM,121,0.0001,0.05,0.000100226767331818,0.0500537916061439,0.226767331817763,0.107583212287862,1,1,13.7875875252151,70.7273375913383,12.9389116506881,1.54086018423036,PASS
low_CCM,122,0.0001,0.05,9.8984765892388e-05,0.0501402605858343,1.01523410761196,0.280521171668546,1,1,14.246374933639,68.6080489832565,10.0950126860925,1.44952108989215,PASS
low_CCM,123,0.0001,0.05,0.000101185137522097,0.0505839704279336,1.18513752209728,1.16794085586716,1,1,13.9545126670195,70.875094371438,12.0084120985033,1.88092464978467,PASS
low_CCM,124,0.0001,0.05,9.91847131410809e-05,0.0502164054715333,0.815286858919144,0.432810943066589,1,1,13.0873376409446,71.1701915955574,19.0957978430379,1.92022347034317,PASS
low_CCM,125,0.0001,0.05,0.000100508780728982,0.049167638997193,0.508780728981643,1.6647220056141,1,1,14.0536686897699,71.2054314105332,21.8020568227509,2.28211212322548,PASS
low_CCM,126,0.0001,0.05,0.000101285006427515,0.0501598567065543,1.28500642751465,0.31971341310856,1,1,13.3095402968651,66.4960744512706,15.4173735331449,1.80539277322399,PASS
low_CCM,127,0.0001,0.05,0.000100901689639846,0.0500209137061565,0.901689639846013,0.0418274123129142,1,1,13.997581256537,70.9348706865875,11.7181748785772,2.23212089021895,PASS
low_CCM,128,0.0001,0.05,9.89866732853717e-05,0.0493882174904107,1.01332671462826,1.22356501917861,1,1,13.5366230783136,70.750017967663,15.2647058339344,1.92674776760486,PASS
low_CCM,129,0.0001,0.05,0.000100508397371213,0.0492634663416299,0.508397371212625,1.47306731674023,1,1,13.0723395237549,69.038455572731,16.5863297637416,1.66483105024364,PASS
low_CCM,130,0.0001,0.05,9.99303838308075e-05,0.0499314195803859,0.069616169192494,0.137160839228295,1,1,13.3344084125842,73.2741378431852,12.9790344314434,1.79494126059383,PASS
low_CCM,131,0.0001,0.05,0.000100088964920073,0.0504200631747007,0.0889649200733032,0.840126349401296,1,1,13.8373786105268,68.6922223045544,10.2641027179686,2.76419611627171,PASS
low_CCM,132,0.0001,0.05,9.96112811951569e-05,0.0500083351595448,0.388718804843132,0.0166703190896261,1,1,13.7049481563997,72.89936701499,18.0774963144342,2.95756428595013,PASS
low_CCM,133,0.0001,0.05,9.96386546813845e-05,0.0509229258149803,0.361345318615505,1.84585162996063,1,1,13.6774055852224,68.8053480014057,32.6695955001031,2.38250889398745,PASS
low_CCM,134,0.0001,0.05,9.9838685174339e-05,0.0499794512946764,0.161314825660984,0.0410974106471729,1,1,13.7893440497935,67.5073400155875,8.99892600772048,1.76550124597415,PASS
low_CCM,135,0.0001,0.05,0.00010108361580413,0.0505707004819443,1.08361580412968,1.14140096388868,1,1,13.6513500389008,65.0680650651945,17.2713426285825,2.45387753405976,PASS
low_CCM,136,0.0001,0.05,9.95888391964404e-05,0.0498253193099676,0.411160803559589,0.349361380064764,1,1,13.3416674624463,67.2126329502144,9.56430436589008,2.24814985094564,PASS
low_CCM,137,0.0001,0.05,9.98045617416113e-05,0.049794528419915,0.195438258388734,0.41094316016993,1,1,12.9538631647989,69.0975291193472,11.6902515782274,1.8269107900986,PASS
low_CCM,138,0.0001,0.05,9.96382346671739e-05,0.0493317383315065,0.361765332826131,1.33652333698693,1,1,13.1742618850072,71.3864296119761,9.40757764728752,1.71078748785314,PASS
low_CCM,139,0.0001,0.05,9.96699785530134e-05,0.050174325730204,0.33002144698658,0.348651460408023,1,1,13.8919083372876,71.9356567716842,7.41749039683798,3.73906381588351,PASS
low_CCM,140,0.0001,0.05,9.93625555400819e-05,0.0493054375027421,0.63744445991813,1.38912499451586,1,1,13.3207348796009,72.5049194539768,9.7030056577822,2.00113304941514,PASS
low_CCM,141,0.0001,0.05,9.89230235615747e-05,0.0494137916488072,1.07697643842527,1.17241670238552,1,1,13.4126874024474,70.7089236728051,13.6903958545215,2.34609859621388,PASS
low_CCM,142,0.0001,0.05,0.000100572765598064,0.0491934973363776,0.572765598064228,1.61300532724483,1,1,13.9245799048985,73.8436838361709,12.9889054791111,2.23747686797953,PASS
low_CCM,143,0.0001,0.05,9.96939281338798e-05,0.0513005718326874,0.306071866120212,2.60114366537473,1,1,13.0107667379494,66.8986763223738,8.92632121912068,1.85936345790915,PASS
low_CCM,144,0.0001,0.05,0.000100783209071494,0.049977991080605,0.783209071494013,0.0440178387900308,1,1,14.5186711841787,67.1604184724692,5.96718272801038,1.45229231445808,PASS
