method,mode,case_count,C_mean_MAPE_percent,ESR_mean_MAPE_percent,C_median_MAPE_percent,ESR_median_MAPE_percent,C_p95_percent,ESR_p95_percent,C_max_percent,ESR_max_percent,C_bias_percent,ESR_bias_percent,C_variance,ESR_variance,convergence_cycles_mean,convergence_time_ms,divergence_count,projection_activation_count,invalid_update_count,source_model
M1 TS-D-RLS,Native,768,0.372680462278862,0.223280348154239,0.19549279321791,0.139679152448152,1.31818648710039,0.700200160719177,4.01132309942911,2.00320273825443,0.0254341236786595,0.133120656255218,5.77912465473113e-11,0.000433074741755375,13.2109375,0.26421875,0,76,0,FROZEN_PV12_RECALIBRATED_ANCHOR
M1 TS-D-RLS,Equal-Report,768,0.372680462278862,0.223280348154239,0.19549279321791,0.139679152448152,1.31818648710039,0.700200160719177,4.01132309942911,2.00320273825443,0.0254341236786595,0.133120656255218,5.77912465473113e-11,0.000433074741755375,1024,20.48,0,76,0,FROZEN_PV12_RECALIBRATED_ANCHOR
M2 TS-SLTVKE,Native,768,0.301149059504354,0.644627911791199,0.159799254755822,0.336258457704797,1.10688368055481,2.49915946878208,2.28197217788793,9.23730114589669,0.0158662438843793,0.260615655707243,5.7259282897239e-11,0.000433718782005601,33.09375,0.661875,0,90,18823,FROZEN_PV12_RECALIBRATED_ANCHOR
M2 TS-SLTVKE,Equal-Report,768,0.301149059504354,0.644627911791199,0.159799254755822,0.336258457704797,1.10688368055481,2.49915946878208,2.28197217788793,9.23730114589669,0.0158662438843793,0.260615655707243,5.7259282897239e-11,0.000433718782005601,1024,20.48,0,90,18823,FROZEN_PV12_RECALIBRATED_ANCHOR
M3 Dual EKF,Native,768,0.304340016733086,1.1938102815942,0.150269156646071,0.798796451371908,1.14919306233607,3.86016113580213,2.39813574337238,8.89321753493527,0.0163431390490983,-0.817075311575736,5.71823433501185e-11,0.000433436651199407,40.5794270833333,0.811588541666667,0,64,0,FROZEN_PV12_RECALIBRATED_ANCHOR
M3 Dual EKF,Equal-Report,768,0.304340016733086,1.1938102815942,0.150269156646071,0.798796451371908,1.14919306233607,3.86016113580213,2.39813574337238,8.89321753493527,0.0163431390490983,-0.817075311575736,5.71823433501185e-11,0.000433436651199407,1024,20.48,0,64,0,FROZEN_PV12_RECALIBRATED_ANCHOR
M4 TS-SRKE,Native,768,0.301149059504354,0.644627911794221,0.159799254755822,0.336258457704797,1.10688368055481,2.49915946878208,2.28197217788793,9.23730114589669,0.0158662438843793,0.260615655710265,5.7259282897239e-11,0.000433718782005777,33.09375,0.661875,0,90,18817,FROZEN_PV12_RECALIBRATED_ANCHOR
M4 TS-SRKE,Equal-Report,768,0.301149059504354,0.644627911794221,0.159799254755822,0.336258457704797,1.10688368055481,2.49915946878208,2.28197217788793,9.23730114589669,0.0158662438843793,0.260615655710265,5.7259282897239e-11,0.000433718782005777,1024,20.48,0,90,18817,FROZEN_PV12_RECALIBRATED_ANCHOR
