method,mode,case_id,source_model,trajectory_type,trajectory_duration_s,shape,health_report_period_s,noise_profile,skew_ns,C_nRMSE,ESR_nRMSE,C_nIAE,ESR_nIAE,C_xcorr_lag_ms,ESR_xcorr_lag_ms,C_50pct_delay_ms,ESR_50pct_delay_ms,normalized_lag_percent,C_endpoint_error_percent,ESR_endpoint_error_percent,C_max_tracking_error_percent,ESR_max_tracking_error_percent,false_cross_coupling_percent,accepted_C_updates,accepted_R_updates,projection_activations,failure_flag,reliable_health_tracking,notes
M2 TS-SLTVKE,Equal-Report,RAMP-018,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,smooth,0.02048,F28379D_device_realistic,50,0.530566943401448,0.0463344348406977,0.322281224714539,0.0262954704071825,0,0,Inf,20.48,20.48,8.86433838028264,0.877650356227125,10.2742078825789,2.10199010855358,0,2411,1917,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-018,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,smooth,2e-05,F28379D_device_realistic,50,0.522282521349732,0.0496684963181653,0.265483570829241,0.0267051976755896,0.119999999999995,0,41,-1.8,41,11.1874073726451,2.46913645854571,11.901906538244,7.8085912390585,0,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-018,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,smooth,0.02048,F28379D_device_realistic,50,0.603402080950873,0.0441477082723495,0.36292300147021,0.0245856324695332,0,0,Inf,20.48,20.48,11.1874073726451,2.46913645854571,11.6452142572333,2.46913645854571,0,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-018,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,smooth,2e-05,F28379D_device_realistic,50,0.459226718690798,0.0373607409864985,0.236004895345896,0.0193521106754572,0.119999999999995,0,32.68,2,32.68,8.86433838028264,0.877650356227125,10.3196617442841,7.81680839237852,0,2411,1917,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-018,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,smooth,0.02048,F28379D_device_realistic,50,0.530566943401448,0.0463344348406977,0.322281224714539,0.0262954704071825,0,0,Inf,20.48,20.48,8.86433838028264,0.877650356227125,10.2742078825789,2.10199010855358,0,2411,1917,0,0,0,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-019,TRACE_DERIVED_OBSERVATION,joint_ramp,1,linear,2e-05,F28379D_device_realistic,50,0.02472115029871,0.00856828323800202,0.0114946681514364,0.00467759104140593,0,0,-6.68000000000002,4.07999999999997,0.668000000000002,0.0232490977904966,0.192352767225581,3.48857432621602,6.99642372506511,0,25000,25000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-019,TRACE_DERIVED_OBSERVATION,joint_ramp,1,linear,0.02048,F28379D_device_realistic,50,0.0225675411468346,0.0086952146422089,0.0102676172404371,0.00480297576703424,0,0,40.96,40.96,4.096,0.0232490977904966,0.192352767225581,0.774582616187791,0.662359812345356,0,25000,25000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-019,TRACE_DERIVED_OBSERVATION,joint_ramp,1,linear,2e-05,F28379D_device_realistic,50,0.0684243543087223,0.0244587644816454,0.0382444890522314,0.0115465202975604,0,0,47.48,-24.08,4.748,0.937660458548343,0.575746506316283,2.95380476926128,6.98668933404991,0,24920,20292,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-019,TRACE_DERIVED_OBSERVATION,joint_ramp,1,linear,0.02048,F28379D_device_realistic,50,0.0704307737812255,0.0240647283292216,0.039552763562982,0.0114766612989087,0,0,81.92,20.4799999999999,8.192,0.937660458548343,0.575746506316283,1.18853874176434,2.25556380259569,0,24920,20292,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-019,TRACE_DERIVED_OBSERVATION,joint_ramp,1,linear,2e-05,F28379D_device_realistic,50,0.196888478708254,0.0526276149119383,0.107665570082849,0.0267988666903153,0,0,131.24,-46.9600000000001,13.124,3.24759643292572,1.29243394353334,3.26822498305357,6.99483359051195,0,25000,25000,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-019,TRACE_DERIVED_OBSERVATION,joint_ramp,1,linear,0.02048,F28379D_device_realistic,50,0.202993775672202,0.0530101038550927,0.111811588316379,0.0271394220407972,0,0,163.84,40.96,16.384,3.24759643292572,1.29243394353334,3.24759643292572,3.93592068382842,0,25000,25000,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-019,TRACE_DERIVED_OBSERVATION,joint_ramp,1,linear,2e-05,F28379D_device_realistic,50,0.0684243543087223,0.0244587644816454,0.0382444890522314,0.0115465202975604,0,0,47.48,-24.08,4.748,0.937660458548343,0.575746506316283,2.95380476926128,6.98668933404991,0,24920,20292,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-019,TRACE_DERIVED_OBSERVATION,joint_ramp,1,linear,0.02048,F28379D_device_realistic,50,0.0704307737812255,0.0240647283292216,0.039552763562982,0.0114766612989087,0,0,81.92,20.4799999999999,8.192,0.937660458548343,0.575746506316283,1.18853874176434,2.25556380259569,0,24920,20292,0,0,0,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-020,TRACE_DERIVED_OBSERVATION,joint_ramp,1,smooth,2e-05,F28379D_device_realistic,50,0.0293198624410906,0.00978254400117728,0.013020044362693,0.00520158119238711,0,0,-2.08000000000003,4.79999999999992,0.479999999999992,0.0859200320506086,0.169361646889743,4.79395422645521,4.61830399935734,0,25000,25000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-020,TRACE_DERIVED_OBSERVATION,joint_ramp,1,smooth,0.02048,F28379D_device_realistic,50,0.025410986581266,0.00988534284908846,0.0120420441477842,0.00531049825398813,0,0,20.4799999999999,20.4799999999999,2.04799999999999,0.0859200320506086,0.169361646889743,0.701887050968647,0.817706280661295,0,25000,25000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-020,TRACE_DERIVED_OBSERVATION,joint_ramp,1,smooth,2e-05,F28379D_device_realistic,50,0.071300479416562,0.0236659047068286,0.0396363958058712,0.0118102679344886,0,0,40.2,-23.96,4.02,0.34457954922141,0.760438376834136,4.6317709377635,4.62869326233152,0,24918,20244,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-020,TRACE_DERIVED_OBSERVATION,joint_ramp,1,smooth,0.02048,F28379D_device_realistic,50,0.0698665524341968,0.0200285218745144,0.0396816521461327,0.00959393497813119,0,0,61.4399999999999,40.96,6.14399999999999,0.34457954922141,0.760438376834136,1.43880218829425,2.26001840064388,0,24918,20244,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-020,TRACE_DERIVED_OBSERVATION,joint_ramp,1,smooth,2e-05,F28379D_device_realistic,50,0.213279423132525,0.0500008357428652,0.116566014934645,0.0268958458097257,1.63999999999993,0,122.4,-32.9200000000001,12.24,1.98895247809586,1.70560548325295,4.58698272037394,7.26870221386474,0,25000,25000,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-020,TRACE_DERIVED_OBSERVATION,joint_ramp,1,smooth,0.02048,F28379D_device_realistic,50,0.213138968902524,0.0497703596793144,0.118276868776718,0.0268143150763397,0,0,143.36,40.96,14.336,1.98895247809586,1.70560548325295,4.20705542823084,4.15244549015133,0,25000,25000,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-020,TRACE_DERIVED_OBSERVATION,joint_ramp,1,smooth,2e-05,F28379D_device_realistic,50,0.071300479416562,0.0236659047068286,0.0396363958058712,0.0118102679344886,0,0,40.2,-23.96,4.02,0.34457954922141,0.760438376834136,4.6317709377635,4.62869326233152,0,24918,20244,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-020,TRACE_DERIVED_OBSERVATION,joint_ramp,1,smooth,0.02048,F28379D_device_realistic,50,0.0698665524341968,0.0200285218745144,0.0396816521461327,0.00959393497813119,0,0,61.4399999999999,40.96,6.14399999999999,0.34457954922141,0.760438376834136,1.43880218829425,2.26001840064388,0,24918,20244,0,0,0,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,linear,2e-05,F28379D_device_realistic,50,0.0268722806810694,0.00519491188205677,0.0123000754368316,0.00262967578615706,0,0,-282.8,-47.04,2.828,0.139543541016469,0.144747927993391,2.23378793403438,6.08303940159586,0,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,linear,0.02048,F28379D_device_realistic,50,0.0267645900719084,0.00515705730930999,0.0122809423738561,0.00262148837342698,0,0,0,20.7199999999998,0.207199999999998,0.139543541016469,0.144747927993391,0.94928270841616,0.51743140075585,0,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,linear,2e-05,F28379D_device_realistic,50,0.0116293738999678,0.0803652455757785,0.00521654936770951,0.0437643612219703,0,0,-45.9199999999997,-621.88,6.2188,0.143314186702922,2.6474481836193,2.14177195385308,7.96572713065558,0,248929,107093,0,0,0,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,linear,0.02048,F28379D_device_realistic,50,0.0115050827201141,0.0813296418123425,0.00525464196125922,0.0444268401665045,0,0,-40.8799999999996,-430.08,4.3008,0.143314186702922,2.6474481836193,0.468418525055328,7.56513338934018,0,248929,107093,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,linear,2e-05,F28379D_device_realistic,50,0.0171609161804036,0.0543383314724136,0.00927040059387444,0.0279161348802093,0,0,122.08,-150.64,1.5064,0.375850334519316,0.653424198417726,2.03683972424021,6.25738759120193,0,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,linear,0.02048,F28379D_device_realistic,50,0.0171115910861159,0.0543835696968706,0.00928846330542618,0.0278355976900086,0,0,143.36,20.7199999999998,1.4336,0.375850334519316,0.653424198417726,0.399347255228971,4.77823305528405,0,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,linear,2e-05,F28379D_device_realistic,50,0.0116293738999678,0.0787432356751812,0.00521654936770951,0.0428932248700585,0,0,-45.9199999999997,-621.88,6.2188,0.143314186702922,2.6474481836193,2.14177195385308,7.66607232381515,0,248929,108122,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-021,TRACE_DERIVED_OBSERVATION,joint_ramp,10,linear,0.02048,F28379D_device_realistic,50,0.0115050827201141,0.0789323218467988,0.00525464196125922,0.0427780980315157,0,0,-40.8799999999996,-430.08,4.3008,0.143314186702922,2.6474481836193,0.468418525055328,6.07755399748051,0,248929,108122,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-022,TRACE_DERIVED_OBSERVATION,joint_ramp,10,smooth,2e-05,F28379D_device_realistic,50,0.024656567531979,0.00484498370323656,0.011900319815682,0.00257380277066716,0,0,-116.76,-11.4799999999997,1.1676,0.384765510896126,0.217028494928578,1.81743201974338,4.90359427851875,0,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-022,TRACE_DERIVED_OBSERVATION,joint_ramp,10,smooth,0.02048,F28379D_device_realistic,50,0.0247528186167486,0.00474612081468209,0.0120770913358295,0.00252684116201992,0,0,0,0,0,0.384765510896126,0.217028494928578,0.960063262338481,0.615434929880078,0,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-022,TRACE_DERIVED_OBSERVATION,joint_ramp,10,smooth,2e-05,F28379D_device_realistic,50,0.0109639787429459,0.076206732674994,0.00516767521569598,0.0437256211658176,0,0,-66.9199999999996,-381.36,3.8136,0.194032812376289,2.14355591228124,1.82156060415433,7.69346231434035,0,248999,106680,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-022,TRACE_DERIVED_OBSERVATION,joint_ramp,10,smooth,0.02048,F28379D_device_realistic,50,0.0109210071391128,0.0752147332686109,0.00516417024776407,0.0430593102673248,0,0,20.7199999999998,-225.12,2.2512,0.194032812376289,2.14355591228124,0.493925389266221,7.27555502671827,0,248999,106680,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-022,TRACE_DERIVED_OBSERVATION,joint_ramp,10,smooth,2e-05,F28379D_device_realistic,50,0.0215709491598834,0.0515431006281357,0.0115155662048946,0.0279504706066583,0,0,132.16,-109.2,1.3216,0.131598886961191,0.408856414107692,1.8262596584859,6.41046379032277,0,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-022,TRACE_DERIVED_OBSERVATION,joint_ramp,10,smooth,0.02048,F28379D_device_realistic,50,0.0215070153987997,0.0509122004538419,0.0115060443653145,0.0275264522381297,0,0,143.36,20.7199999999998,1.4336,0.131598886961191,0.408856414107692,0.5193493511349,5.40961308682711,0,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-022,TRACE_DERIVED_OBSERVATION,joint_ramp,10,smooth,2e-05,F28379D_device_realistic,50,0.0109639787429459,0.0732215111826361,0.00516767521569598,0.0420627746609494,0,0,-66.9199999999996,-406.56,4.0656,0.194032812376289,2.14355591228124,1.82156060415433,8.16562078199695,0,248999,108003,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-022,TRACE_DERIVED_OBSERVATION,joint_ramp,10,smooth,0.02048,F28379D_device_realistic,50,0.0109210071391128,0.0717542282429788,0.00516417024776407,0.0412578069076805,0,0,20.7199999999998,-225.12,2.2512,0.194032812376289,2.14355591228124,0.493925389266221,6.73937429947691,0,248999,108003,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,linear,2e-05,F28379D_device_realistic,50,0.0278090009802359,0.0147295678220871,0.0127213997231553,0.0072415798499474,0,0,-4082.4,-652.680000000004,4.0824,0.410801548491176,0.222843271936474,1.48975656668631,6.08652865036931,0,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,linear,0.02048,F28379D_device_realistic,50,0.0278995582330232,0.0146940105549883,0.012726969869456,0.00722440619373283,0,0,-2356.2,-902.160000000002,2.3562,0.410801548491176,0.222843271936474,1.25896002581831,1.66607956072775,0,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,linear,2e-05,F28379D_device_realistic,50,0.0154280184352669,0.0803757365118751,0.00729418687562828,0.040749589614165,0,0,-1920.24,-6357.96,6.35796,0.175701308448615,2.59091559914779,0.948865724832933,8.20911539401011,0,2461129,1451743,0,0,0,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,linear,0.02048,F28379D_device_realistic,50,0.0154158483885604,0.0803381149460634,0.00728097356665853,0.0407249912692303,0,0,-798.839999999998,-4649.4,4.6494,0.175701308448615,2.59091559914779,0.660922093210268,7.92879584389377,0,2461129,1451743,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,linear,2e-05,F28379D_device_realistic,50,0.00750994843830257,0.0822376008332146,0.00372787377558087,0.0425413015524247,0,0,-302.399999999999,-1690.92,1.69092,0.0401005083604028,2.37159936730848,0.894927423547743,8.02566141216252,0,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,linear,0.02048,F28379D_device_realistic,50,0.00749066610890849,0.0822506470356165,0.00372164374861552,0.0425432019024051,0,0,-287.280000000003,-3606.12,3.60612,0.0401005083604028,2.37159936730848,0.253080593111789,7.68489648067148,0,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,linear,2e-05,F28379D_device_realistic,50,0.0154280184352669,0.0803928266717354,0.00729418687562828,0.0407577999717759,0,0,-1920.24,-6357.96,6.35796,0.175701308448615,2.59091559914779,0.948865724832933,8.20911539401011,0,2461129,1451806,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-023,TRACE_DERIVED_OBSERVATION,joint_ramp,100,linear,0.02048,F28379D_device_realistic,50,0.0154158483885604,0.0803490846985846,0.00728097356665853,0.0407289871740553,0,0,-798.839999999998,-4649.4,4.6494,0.175701308448615,2.59091559914779,0.660922093210268,7.92879584389377,0,2461129,1451806,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-024,TRACE_DERIVED_OBSERVATION,joint_ramp,100,smooth,2e-05,F28379D_device_realistic,50,0.026213085999134,0.013951402428329,0.0126272603443077,0.00723585436022308,0,0,-2192.4,-279.720000000005,2.1924,0.129766202123139,0.225014817568342,1.5115363555831,5.80244647620462,0,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-024,TRACE_DERIVED_OBSERVATION,joint_ramp,100,smooth,0.02048,F28379D_device_realistic,50,0.0258854798900408,0.0138794668537768,0.0124410065564813,0.0071982146329961,0,0,-1701,-410.760000000003,1.701,0.129766202123139,0.225014817568342,1.48157441822799,1.63215471733793,0,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-024,TRACE_DERIVED_OBSERVATION,joint_ramp,100,smooth,2e-05,F28379D_device_realistic,50,0.0145073030119054,0.0762635977142953,0.00724101290025807,0.0408730715486281,0,0,-1217.16,-4107.6,4.1076,0.154785395437395,2.66197977436912,0.961106820958091,8.4131407508479,0,2465476,1445758,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-024,TRACE_DERIVED_OBSERVATION,joint_ramp,100,smooth,0.02048,F28379D_device_realistic,50,0.0144146580923335,0.0761272343370546,0.00717167253172865,0.0407245847182218,0,0,-962.64,-3071.88,3.07188,0.154785395437395,2.66197977436912,0.634755164489704,8.41247777530215,0,2465476,1445758,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-024,TRACE_DERIVED_OBSERVATION,joint_ramp,100,smooth,2e-05,F28379D_device_realistic,50,0.00765846366488303,0.0778390436184624,0.00378095496535813,0.0425033597587704,0,0,12.5999999999991,-945,0.945,0.208344497555871,2.44166823874044,0.906949254468531,8.1912537857779,0,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-024,TRACE_DERIVED_OBSERVATION,joint_ramp,100,smooth,0.02048,F28379D_device_realistic,50,0.00763464203940552,0.0777829893379526,0.00377408671465831,0.0424635847452227,0,0,20.1599999999971,-2766.96,2.76696,0.208344497555871,2.44166823874044,0.435290068403734,8.1912537857779,0,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-024,TRACE_DERIVED_OBSERVATION,joint_ramp,100,smooth,2e-05,F28379D_device_realistic,50,0.0145073030119054,0.0762636693024531,0.00724101290025807,0.0408751031692605,0,0,-1217.16,-4107.6,4.1076,0.154785395437395,2.66197977436912,0.961106820958091,8.4131407508479,0,2465476,1445506,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-024,TRACE_DERIVED_OBSERVATION,joint_ramp,100,smooth,0.02048,F28379D_device_realistic,50,0.0144146580923335,0.076132637957745,0.00717167253172865,0.0407297088320835,0,0,-962.64,-3071.88,3.07188,0.154785395437395,2.66197977436912,0.634755164489704,8.41247777530215,0,2465476,1445506,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,linear,2e-05,F28379D_device_realistic,50,0.124462048028014,NaN,0.0703196881545488,NaN,0,NaN,7.36,NaN,7.36,2.28019120771581,0.378138163732639,2.65082890937719,5.9363239838628,6.12990157028767,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,linear,0.02048,F28379D_device_realistic,50,0.170946949198068,NaN,0.0999773159967395,NaN,0,NaN,38.56,NaN,38.56,2.28019120771581,0.378138163732639,2.28019120771581,0.388748169885683,0.233787720975653,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,linear,2e-05,F28379D_device_realistic,50,0.421768342477803,NaN,0.220507815674959,NaN,0,NaN,33.96,NaN,33.96,9.42191123734779,0.238480537567282,9.42191123734779,5.96216368452857,7.17950483598921,2449,1951,0,0,0,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,linear,0.02048,F28379D_device_realistic,50,0.581965929892205,NaN,0.325039477021823,NaN,0,NaN,Inf,NaN,0,9.42191123734779,0.238480537567282,9.42191123734779,2.45644969973915,2.72881563528819,2449,1951,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,linear,2e-05,F28379D_device_realistic,50,0.477047093511418,NaN,0.24446212141249,NaN,0,NaN,43.72,NaN,43.72,11.6186741304539,3.90410367680241,11.6186741304539,7.16127497764447,12.1462485038031,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,linear,0.02048,F28379D_device_realistic,50,0.662567459214782,NaN,0.364060760448985,NaN,0,NaN,Inf,NaN,0,11.6186741304539,3.90410367680241,11.6186741304539,4.12740626223285,8.03150993903526,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,linear,2e-05,F28379D_device_realistic,50,0.421768342477803,NaN,0.220507815674959,NaN,0,NaN,33.96,NaN,33.96,9.42191123734779,0.238480537567282,9.42191123734779,5.96216368452857,7.17950483598921,2449,1951,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,XCHK-001,FULL_SWITCHING_MODEL_A_EQUATIONS,C_ramp,0.1,linear,0.02048,F28379D_device_realistic,50,0.581965929892205,NaN,0.325039477021823,NaN,0,NaN,Inf,NaN,0,9.42191123734779,0.238480537567282,9.42191123734779,2.45644969973915,2.72881563528819,2449,1951,0,0,0,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,linear,2e-05,F28379D_device_realistic,50,NaN,0.118245731758981,NaN,0.0659593166135503,NaN,0,NaN,7.72,7.72,0.0483053389139533,3.88237334808215,5.52205020107808,7.15170664746614,7.35522644077549,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,linear,0.02048,F28379D_device_realistic,50,NaN,0.157284712922621,NaN,0.0920018009087712,NaN,0,NaN,38.56,38.56,0.0483053389139533,3.88237334808215,0.458316912227066,5.1527161969079,0.258688657994599,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,linear,2e-05,F28379D_device_realistic,50,NaN,0.0312935035901719,NaN,0.0150017449074852,NaN,0,NaN,-0.199999999999999,0.199999999999999,0.106837321516609,0.14651083331256,4.68283566506371,7.1305510671942,5.97640448300465,2489,1947,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,linear,0.02048,F28379D_device_realistic,50,NaN,0.0386188411254601,NaN,0.0214863823330781,NaN,0,NaN,38.56,38.56,0.106837321516609,0.14651083331256,0.139568318489362,1.33915215498493,0.138185299091193,2489,1947,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,linear,2e-05,F28379D_device_realistic,50,NaN,0.0532451134895095,NaN,0.0271285202368337,NaN,0,NaN,-4,4,0.0740939572145126,1.12010104446321,4.3003980521169,7.12295483131858,5.43840951358737,2500,2500,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,linear,0.02048,F28379D_device_realistic,50,NaN,0.0621659381209946,NaN,0.033911291091333,NaN,0,NaN,20.48,20.48,0.0740939572145126,1.12010104446321,0.107625458987246,3.68392003719408,0.115760787693309,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,linear,2e-05,F28379D_device_realistic,50,NaN,0.0312935035901719,NaN,0.0150017449074852,NaN,0,NaN,-0.199999999999999,0.199999999999999,0.106837321516609,0.14651083331256,4.68283566506371,7.1305510671942,5.97640448300465,2489,1947,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,XCHK-002,FULL_SWITCHING_MODEL_A_EQUATIONS,ESR_ramp,0.1,linear,0.02048,F28379D_device_realistic,50,NaN,0.0386188411254601,NaN,0.0214863823330781,NaN,0,NaN,38.56,38.56,0.106837321516609,0.14651083331256,0.139568318489362,1.33915215498493,0.138185299091193,2489,1947,0,0,0,Ramp is a health-tracking test; failures are retained.
