method,mode,case_id,source_model,trajectory_type,trajectory_duration_s,health_report_period_s,noise_profile,skew_ns,C_true,ESR_true,C_est,ESR_est,C_error,ESR_error,accepted_C_updates,accepted_R_updates,compute_count,failure_flag,notes
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV11_MODEL_B_ANCHOR,static,0.02048,2e-05,5mV_2mA,50,9e-05,0.1,8.96155932432659e-05,0.0998608032318147,0.427118618593414,0.13919676818529,512,512,1024,0,"Frozen v1.1 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV11_MODEL_B_ANCHOR,static,0.02048,2e-05,5mV_2mA,100,9e-05,0.1,9.06763232743815e-05,0.100202038214732,0.751470304868351,0.202038214731615,512,512,1024,0,"Frozen v1.1 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV11_MODEL_B_ANCHOR,static,0.02048,2e-05,F28379D_device_realistic,0,9e-05,0.1,9.00169952214973e-05,0.100048228749257,0.0188835794414866,0.0482287492571176,512,512,1024,0,"Frozen v1.1 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV11_MODEL_B_ANCHOR,static,0.02048,2e-05,F28379D_device_realistic,20,9e-05,0.1,9.02362941315855e-05,0.100076199500017,0.262549035094972,0.0761995000164939,512,512,1024,0,"Frozen v1.1 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV11_MODEL_B_ANCHOR,static,0.02048,2e-05,F28379D_device_realistic,50,9e-05,0.1,9.00766286184744e-05,0.100221184459543,0.0851429094160139,0.221184459542667,512,512,1024,0,"Frozen v1.1 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV11_MODEL_B_ANCHOR,static,0.02048,2e-05,F28379D_device_realistic,100,9e-05,0.1,9.02473737239416e-05,0.100321468883981,0.274859693268459,0.321468883980858,512,512,1024,0,"Frozen v1.1 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV11_MODEL_B_ANCHOR,static,0.02048,2e-05,nominal,0,9e-05,0.1,9.00242362653011e-05,0.0999834842011188,0.0269291836678232,0.0165157988812448,512,512,1024,0,"Frozen v1.1 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV11_MODEL_B_ANCHOR,static,0.02048,2e-05,nominal,20,9e-05,0.1,8.99330476212937e-05,0.100054030696529,0.0743915318958788,0.0540306965290505,512,512,1024,0,"Frozen v1.1 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV11_MODEL_B_ANCHOR,static,0.02048,2e-05,nominal,50,9e-05,0.1,9.02015206404231e-05,0.100132716771423,0.22391182269228,0.132716771422881,512,512,1024,0,"Frozen v1.1 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV11_MODEL_B_ANCHOR,static,0.02048,2e-05,nominal,100,9e-05,0.1,9.00714093979336e-05,0.100293233565272,0.0793437754818216,0.293233565272022,512,512,1024,0,"Frozen v1.1 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-006,FROZEN_PV11_MODEL_B_ANCHOR,static,0.02048,2e-05,10mV_5mA,0,8e-05,0.075,8.06854439288772e-05,0.0749007481420167,0.85680491109652,0.132335810644368,512,512,1024,0,"Frozen v1.1 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-006,FROZEN_PV11_MODEL_B_ANCHOR,static,0.02048,2e-05,10mV_5mA,20,8e-05,0.075,8.14462749595597e-05,0.0746758190210021,1.80784369944966,0.432241305330483,512,512,1024,0,"Frozen v1.1 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-006,FROZEN_PV11_MODEL_B_ANCHOR,static,0.02048,2e-05,10mV_5mA,50,8e-05,0.075,7.99699913184137e-05,0.0748967003114805,0.0375108519828249,0.137732918025968,512,512,1024,0,"Frozen v1.1 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-006,FROZEN_PV11_MODEL_B_ANCHOR,static,0.02048,2e-05,10mV_5mA,100,8e-05,0.075,8.00399711164098e-05,0.0753922515261166,0.0499638955122839,0.523002034822073,512,512,1024,0,"Frozen v1.1 O1 blind row; identical case/seed."
