scenario,algorithm,cycle,C_true_factor,ESR_true_factor,C_est_factor,ESR_est_factor
load_25_to_75,B0 Closed-form,0,1,1,1,1
load_25_to_75,B0 Closed-form,1,1,1,1,1
load_25_to_75,B0 Closed-form,2,1,1,1,1
load_25_to_75,B0 Closed-form,3,1,1,1,1
load_25_to_75,B0 Closed-form,4,1,1,1,1
load_25_to_75,B0 Closed-form,5,1,1,1,1
load_25_to_75,B0 Closed-form,6,1,1,1,1
load_25_to_75,B0 Closed-form,7,1,1,1,1
load_25_to_75,B0 Closed-form,8,1,1,1,1
load_25_to_75,B0 Closed-form,9,1,1,1,1
load_25_to_75,B0 Closed-form,10,1,1,1,1
load_25_to_75,B0 Closed-form,11,1,1,1,1
load_25_to_75,B0 Closed-form,12,1,1,1,1
load_25_to_75,B0 Closed-form,13,1,1,1,1
load_25_to_75,B0 Closed-form,14,1,1,1,1
load_25_to_75,B0 Closed-form,15,1,1,1,1
load_25_to_75,B0 Closed-form,16,1,1,1,1
load_25_to_75,B0 Closed-form,17,1,1,1,1
load_25_to_75,B0 Closed-form,18,1,1,1,1
load_25_to_75,B0 Closed-form,19,1,1,1,1
load_25_to_75,B0 Closed-form,20,1,1,1,1
load_25_to_75,B0 Closed-form,21,1,1,1,1
load_25_to_75,B0 Closed-form,22,1,1,1,1
load_25_to_75,B0 Closed-form,23,1,1,1,1
load_25_to_75,B0 Closed-form,24,1,1,1,1
load_25_to_75,B0 Closed-form,25,1,1,1,1
load_25_to_75,B0 Closed-form,26,1,1,1,1
load_25_to_75,B0 Closed-form,27,1,1,1,1
load_25_to_75,B0 Closed-form,28,1,1,1,1
load_25_to_75,B0 Closed-form,29,1,1,1,1
load_25_to_75,B0 Closed-form,30,1,1,1,1
load_25_to_75,B0 Closed-form,31,1,1,1,1
load_25_to_75,B0 Closed-form,32,1,1,1,1
load_25_to_75,B0 Closed-form,33,1,1,1,1
load_25_to_75,B0 Closed-form,34,1,1,1,1
load_25_to_75,B0 Closed-form,35,1,1,1,1
load_25_to_75,B0 Closed-form,36,1,1,1,1
load_25_to_75,B0 Closed-form,37,1,1,1,1
load_25_to_75,B0 Closed-form,38,1,1,1,1
load_25_to_75,B0 Closed-form,39,1,1,1,1
load_25_to_75,B0 Closed-form,40,1,1,1,1
load_25_to_75,B0 Closed-form,41,1,1,1,1
load_25_to_75,B0 Closed-form,42,1,1,1,1
load_25_to_75,B0 Closed-form,43,1,1,1,1
load_25_to_75,B0 Closed-form,44,1,1,1,1
load_25_to_75,B0 Closed-form,45,1,1,1,1
load_25_to_75,B0 Closed-form,46,1,1,1,1
load_25_to_75,B0 Closed-form,47,1,1,1,1
load_25_to_75,B0 Closed-form,48,1,1,1,1
load_25_to_75,B0 Closed-form,49,1,1,1,1
load_25_to_75,B0 Closed-form,50,1,1,1,1
load_25_to_75,B0 Closed-form,51,1,1,1,1
load_25_to_75,B0 Closed-form,52,1,1,1,1
load_25_to_75,B0 Closed-form,53,1,1,1,1
load_25_to_75,B0 Closed-form,54,1,1,1,1
load_25_to_75,B0 Closed-form,55,1,1,1,1
load_25_to_75,B0 Closed-form,56,1,1,1,1
load_25_to_75,B0 Closed-form,57,1,1,1,1
load_25_to_75,B0 Closed-form,58,1,1,1,1
load_25_to_75,B0 Closed-form,59,1,1,1,1
load_25_to_75,B0 Closed-form,60,1,1,1,1
load_25_to_75,B0 Closed-form,61,1,1,1,1
load_25_to_75,B0 Closed-form,62,1,1,1,1
load_25_to_75,B0 Closed-form,63,1,1,1,1
load_25_to_75,B0 Closed-form,64,1,1,1,1
load_25_to_75,B0 Closed-form,65,1,1,1,1
load_25_to_75,B0 Closed-form,66,1,1,1,1
load_25_to_75,B0 Closed-form,67,1,1,1,1
load_25_to_75,B0 Closed-form,68,1,1,1,1
load_25_to_75,B0 Closed-form,69,1,1,1,1
load_25_to_75,B0 Closed-form,70,1,1,1,1
load_25_to_75,B0 Closed-form,71,1,1,1,1
load_25_to_75,B0 Closed-form,72,1,1,1,1
load_25_to_75,B0 Closed-form,73,1,1,1,1
load_25_to_75,B0 Closed-form,74,1,1,1,1
load_25_to_75,B0 Closed-form,75,1,1,1,1
load_25_to_75,B0 Closed-form,76,1,1,1,1
load_25_to_75,B0 Closed-form,77,1,1,1,1
load_25_to_75,B0 Closed-form,78,1,1,1,1
load_25_to_75,B0 Closed-form,79,1,1,1,1
load_25_to_75,B0 Closed-form,80,1,1,1,1
load_25_to_75,B0 Closed-form,81,1,1,1,1
load_25_to_75,B0 Closed-form,82,1,1,1,1
load_25_to_75,B0 Closed-form,83,1,1,1,1
load_25_to_75,B0 Closed-form,84,1,1,1,1
load_25_to_75,B0 Closed-form,85,1,1,1,1
load_25_to_75,B0 Closed-form,86,1,1,1,1
load_25_to_75,B0 Closed-form,87,1,1,1,1
load_25_to_75,B0 Closed-form,88,1,1,1,1
load_25_to_75,B0 Closed-form,89,1,1,1,1
load_25_to_75,B0 Closed-form,90,1,1,1,1
load_25_to_75,B0 Closed-form,91,1,1,1,1
load_25_to_75,B0 Closed-form,92,1,1,1,1
load_25_to_75,B0 Closed-form,93,1,1,1,1
load_25_to_75,B0 Closed-form,94,1,1,1,1
load_25_to_75,B0 Closed-form,95,1,1,1,1
load_25_to_75,B0 Closed-form,96,1,1,1,1
load_25_to_75,B0 Closed-form,97,1,1,1,1
load_25_to_75,B0 Closed-form,98,1,1,1,1
load_25_to_75,B0 Closed-form,99,1,1,1,1
load_25_to_75,B0 Closed-form,100,1,1,1,1
load_25_to_75,B0 Closed-form,101,1,1,1,1
load_25_to_75,B0 Closed-form,102,1,1,1,1
load_25_to_75,B0 Closed-form,103,1,1,1,1
load_25_to_75,B0 Closed-form,104,1,1,1,1
load_25_to_75,B0 Closed-form,105,1,1,1,1
load_25_to_75,B0 Closed-form,106,1,1,1,1
load_25_to_75,B0 Closed-form,107,1,1,1,1
load_25_to_75,B0 Closed-form,108,1,1,1,1
load_25_to_75,B0 Closed-form,109,1,1,1,1
load_25_to_75,B0 Closed-form,110,1,1,1,1
load_25_to_75,B0 Closed-form,111,1,1,1,1
load_25_to_75,B0 Closed-form,112,1,1,1,1
load_25_to_75,B0 Closed-form,113,1,1,1,1
load_25_to_75,B0 Closed-form,114,1,1,1,1
load_25_to_75,B0 Closed-form,115,1,1,1,1
load_25_to_75,B0 Closed-form,116,1,1,1,1
load_25_to_75,B0 Closed-form,117,1,1,1,1
load_25_to_75,B0 Closed-form,118,1,1,1,1
load_25_to_75,B0 Closed-form,119,1,1,1,1
load_25_to_75,B0 Closed-form,120,1,1,1,1
load_25_to_75,B0 Closed-form,121,1,1,1,1
load_25_to_75,B0 Closed-form,122,1,1,1,1
load_25_to_75,B0 Closed-form,123,1,1,1,1
load_25_to_75,B0 Closed-form,124,1,1,1,1
load_25_to_75,B0 Closed-form,125,1,1,1,1
load_25_to_75,B0 Closed-form,126,1,1,1,1
load_25_to_75,B0 Closed-form,127,1,1,1,1
load_25_to_75,B0 Closed-form,128,1,1,1,1
load_25_to_75,B0 Closed-form,129,1,1,1,1
load_25_to_75,B0 Closed-form,130,1,1,1,1
load_25_to_75,B0 Closed-form,131,1,1,1,1
load_25_to_75,B0 Closed-form,132,1,1,1,1
load_25_to_75,B0 Closed-form,133,1,1,1,1
load_25_to_75,B0 Closed-form,134,1,1,1,1
load_25_to_75,B0 Closed-form,135,1,1,1,1
load_25_to_75,B0 Closed-form,136,1,1,1,1
load_25_to_75,B0 Closed-form,137,1,1,1,1
load_25_to_75,B0 Closed-form,138,1,1,1,1
load_25_to_75,B0 Closed-form,139,1,1,1,1
load_25_to_75,B0 Closed-form,140,1,1,1,1
load_25_to_75,B0 Closed-form,141,1,1,1,1
load_25_to_75,B0 Closed-form,142,1,1,1,1
load_25_to_75,B0 Closed-form,143,1,1,1,1
load_25_to_75,B0 Closed-form,144,1,1,1,1
load_25_to_75,B0 Closed-form,145,1,1,1,1
load_25_to_75,B0 Closed-form,146,1,1,1,1
load_25_to_75,B0 Closed-form,147,1,1,1,1
load_25_to_75,B0 Closed-form,148,1,1,1,1
load_25_to_75,B0 Closed-form,149,1,1,1,1
load_25_to_75,B0 Closed-form,150,1,1,1,1
load_25_to_75,B0 Closed-form,151,1,1,1,1
load_25_to_75,B0 Closed-form,152,1,1,1,1
load_25_to_75,B0 Closed-form,153,1,1,1,1
load_25_to_75,B0 Closed-form,154,1,1,1,1
load_25_to_75,B0 Closed-form,155,1,1,1,1
load_25_to_75,B0 Closed-form,156,1,1,1,1
load_25_to_75,B0 Closed-form,157,1,1,1,1
load_25_to_75,B0 Closed-form,158,1,1,1,1
load_25_to_75,B0 Closed-form,159,1,1,1,1
load_25_to_75,B0 Closed-form,160,1,1,1,1
load_25_to_75,B0 Closed-form,161,1,1,1,1
load_25_to_75,B0 Closed-form,162,1,1,1,1
load_25_to_75,B0 Closed-form,163,1,1,1,1
load_25_to_75,B0 Closed-form,164,1,1,1,1
load_25_to_75,B0 Closed-form,165,1,1,1,1
load_25_to_75,B0 Closed-form,166,1,1,1,1
load_25_to_75,B0 Closed-form,167,1,1,1,1
load_25_to_75,B0 Closed-form,168,1,1,1,1
load_25_to_75,B0 Closed-form,169,1,1,1,1
load_25_to_75,B0 Closed-form,170,1,1,1,1
load_25_to_75,B0 Closed-form,171,1,1,1,1
load_25_to_75,B0 Closed-form,172,1,1,1,1
load_25_to_75,B0 Closed-form,173,1,1,1,1
load_25_to_75,B0 Closed-form,174,1,1,1,1
load_25_to_75,B0 Closed-form,175,1,1,1,1
load_25_to_75,B0 Closed-form,176,1,1,1,1
load_25_to_75,B0 Closed-form,177,1,1,1,1
load_25_to_75,B0 Closed-form,178,1,1,1,1
load_25_to_75,B0 Closed-form,179,1,1,1,1
load_25_to_75,B0 Closed-form,180,1,1,1,1
load_25_to_75,B0 Closed-form,181,1,1,1,1
load_25_to_75,B0 Closed-form,182,1,1,1,1
load_25_to_75,B0 Closed-form,183,1,1,1,1
load_25_to_75,B0 Closed-form,184,1,1,1,1
load_25_to_75,B0 Closed-form,185,1,1,1,1
load_25_to_75,B0 Closed-form,186,1,1,1,1
load_25_to_75,B0 Closed-form,187,1,1,1,1
load_25_to_75,B0 Closed-form,188,1,1,1,1
load_25_to_75,B0 Closed-form,189,1,1,1,1
load_25_to_75,B0 Closed-form,190,1,1,1,1
load_25_to_75,B0 Closed-form,191,1,1,1,1
load_25_to_75,B0 Closed-form,192,1,1,1,1
load_25_to_75,B0 Closed-form,193,1,1,1,1
load_25_to_75,B0 Closed-form,194,1,1,1,1
load_25_to_75,B0 Closed-form,195,1,1,1,1
load_25_to_75,B0 Closed-form,196,1,1,1,1
load_25_to_75,B0 Closed-form,197,1,1,1,1
load_25_to_75,B0 Closed-form,198,1,1,1,1
load_25_to_75,B0 Closed-form,199,1,1,1,1
load_25_to_75,B0 Closed-form,200,1,1,1.03,0.976
load_25_to_75,B0 Closed-form,201,1,1,1.029375,0.976625
load_25_to_75,B0 Closed-form,202,1,1,1.02876302083333,0.977233723958333
load_25_to_75,B0 Closed-form,203,1,1,1.02816379123264,0.977826595730252
load_25_to_75,B0 Closed-form,204,1,1,1.02757704558196,0.97840402813311
load_25_to_75,B0 Closed-form,205,1,1,1.027002523799,0.97896642323381
load_25_to_75,B0 Closed-form,206,1,1,1.02643997121986,0.979514172628763
load_25_to_75,B0 Closed-form,207,1,1,1.02588913848611,0.980047657716555
load_25_to_75,B0 Closed-form,208,1,1,1.02534978143431,0.98056724996352
load_25_to_75,B0 Closed-form,209,1,1,1.02482166098777,0.981073311162387
load_25_to_75,B0 Closed-form,210,1,1,1.02430454305052,0.9815661936842
load_25_to_75,B0 Closed-form,211,1,1,1.02379819840364,0.982046240723674
load_25_to_75,B0 Closed-form,212,1,1,1.02330240260356,0.982513786538161
load_25_to_75,B0 Closed-form,213,1,1,1.02281693588265,0.982969156680397
load_25_to_75,B0 Closed-form,214,1,1,1.02234158305176,0.983412668225178
load_25_to_75,B0 Closed-form,215,1,1,1.02187613340485,0.983844629990147
load_25_to_75,B0 Closed-form,216,1,1,1.02142038062558,0.984265342750821
load_25_to_75,B0 Closed-form,217,1,1,1.02097412269588,0.984675099450018
load_25_to_75,B0 Closed-form,218,1,1,1.02053716180639,0.98507418540184
load_25_to_75,B0 Closed-form,219,1,1,1.02010930426875,0.985462878490334
load_25_to_75,B0 Closed-form,220,1,1,1.01969036042982,0.985841449362982
load_25_to_75,B0 Closed-form,221,1,1,1.01928014458753,0.986210161619154
load_25_to_75,B0 Closed-form,222,1,1,1.01887847490863,0.986569271993655
load_25_to_75,B0 Closed-form,223,1,1,1.01848517334803,0.986919030535487
load_25_to_75,B0 Closed-form,224,1,1,1.01810006556995,0.987259680781959
load_25_to_75,B0 Closed-form,225,1,1,1.01772298087057,0.987591459928262
load_25_to_75,B0 Closed-form,226,1,1,1.01735375210244,0.98791459899263
load_25_to_75,B0 Closed-form,227,1,1,1.0169922156003,0.988229322977197
load_25_to_75,B0 Closed-form,228,1,1,1.01663821110863,0.988535851024666
load_25_to_75,B0 Closed-form,229,1,1,1.01629158171053,0.988834396570899
load_25_to_75,B0 Closed-form,230,1,1,1.01595217375823,0.989125167493531
load_25_to_75,B0 Closed-form,231,1,1,1.01561983680493,0.989408366256721
load_25_to_75,B0 Closed-form,232,1,1,1.01529442353816,0.989684190052119
load_25_to_75,B0 Closed-form,233,1,1,1.01497578971445,0.989952830936178
load_25_to_75,B0 Closed-form,234,1,1,1.0146637940954,0.990214475963882
load_25_to_75,B0 Closed-form,235,1,1,1.01435829838508,0.990469307318989
load_25_to_75,B0 Closed-form,236,1,1,1.01405916716872,0.99071750244089
load_25_to_75,B0 Closed-form,237,1,1,1.01376626785271,0.990959234148159
load_25_to_75,B0 Closed-form,238,1,1,1.01347947060578,0.991194670758884
load_25_to_75,B0 Closed-form,239,1,1,1.01319864830149,0.991423976207871
load_25_to_75,B0 Closed-form,240,1,1,1.01292367646188,0.991647310160791
load_25_to_75,B0 Closed-form,241,1,1,1.01265443320225,0.991864828125354
load_25_to_75,B0 Closed-form,242,1,1,1.01239079917721,0.99207668155959
load_25_to_75,B0 Closed-form,243,1,1,1.01213265752768,0.992283017977309
load_25_to_75,B0 Closed-form,244,1,1,1.01187989382919,0.992483981050816
load_25_to_75,B0 Closed-form,245,1,1,1.01163239604108,0.992679710710951
load_25_to_75,B0 Closed-form,246,1,1,1.01139005445689,0.99287034324452
load_25_to_75,B0 Closed-form,247,1,1,1.01115276165571,0.993056011389194
load_25_to_75,B0 Closed-form,248,1,1,1.01092041245455,0.993236844425934
load_25_to_75,B0 Closed-form,249,1,1,1.01069290386174,0.993412968269008
load_25_to_75,B0 Closed-form,250,1,1,1.01047013503129,0.99358450555367
load_25_to_75,B0 Closed-form,251,1,1,1.01025200721814,0.993751575721543
load_25_to_75,B0 Closed-form,252,1,1,1.01003842373443,0.993914295103794
load_25_to_75,B0 Closed-form,253,1,1,1.00982928990663,0.994072777002133
load_25_to_75,B0 Closed-form,254,1,1,1.00962451303357,0.994227131767702
load_25_to_75,B0 Closed-form,255,1,1,1.00942400234537,0.994377466877919
load_25_to_75,B0 Closed-form,256,1,1,1.00922766896318,0.994523887011306
load_25_to_75,B0 Closed-form,257,1,1,1.00903542585978,0.994666494120387
load_25_to_75,B0 Closed-form,258,1,1,1.00884718782103,0.994805387502668
load_25_to_75,B0 Closed-form,259,1,1,1.00866287140809,0.994940663869786
load_25_to_75,B0 Closed-form,260,1,1,1.00848239492042,0.995072417414844
load_25_to_75,B0 Closed-form,261,1,1,1.00830567835958,0.995200739877999
load_25_to_75,B0 Closed-form,262,1,1,1.00813264339376,0.995325720610343
load_25_to_75,B0 Closed-form,263,1,1,1.00796321332305,0.995447446636115
load_25_to_75,B0 Closed-form,264,1,1,1.00779731304549,0.9955660027133
load_25_to_75,B0 Closed-form,265,1,1,1.00763486902371,0.995681471392641
load_25_to_75,B0 Closed-form,266,1,1,1.00747580925238,0.995793933075124
load_25_to_75,B0 Closed-form,267,1,1,1.00732006322629,0.995903466067959
load_25_to_75,B0 Closed-form,268,1,1,1.00716756190908,0.996010146639106
load_25_to_75,B0 Closed-form,269,1,1,1.00701823770264,0.99611404907038
load_25_to_75,B0 Closed-form,270,1,1,1.00687202441717,0.996215245709172
load_25_to_75,B0 Closed-form,271,1,1,1.00672885724181,0.996313807018829
load_25_to_75,B0 Closed-form,272,1,1,1.00658867271594,0.996409801627713
load_25_to_75,B0 Closed-form,273,1,1,1.00645140870102,0.996503296376992
load_25_to_75,B0 Closed-form,274,1,1,1.00631700435308,0.996594356367174
load_25_to_75,B0 Closed-form,275,1,1,1.00618540009573,0.996683045003446
load_25_to_75,B0 Closed-form,276,1,1,1.00605653759373,0.996769424039814
load_25_to_75,B0 Closed-form,277,1,1,1.0059303597272,0.996853553622111
load_25_to_75,B0 Closed-form,278,1,1,1.00580681056621,0.996935492329868
load_25_to_75,B0 Closed-form,279,1,1,1.00568583534609,0.997015297217111
load_25_to_75,B0 Closed-form,280,1,1,1.00556738044304,0.997093023852083
load_25_to_75,B0 Closed-form,281,1,1,1.00545139335048,0.997168726355935
load_25_to_75,B0 Closed-form,282,1,1,1.00533782265568,0.997242457440415
load_25_to_75,B0 Closed-form,283,1,1,1.00522661801702,0.997314268444571
load_25_to_75,B0 Closed-form,284,1,1,1.00511773014166,0.997384209370494
load_25_to_75,B0 Closed-form,285,1,1,1.00501111076371,0.997452328918137
load_25_to_75,B0 Closed-form,286,1,1,1.0049067126228,0.997518674519227
load_25_to_75,B0 Closed-form,287,1,1,1.00480448944316,0.997583292370289
load_25_to_75,B0 Closed-form,288,1,1,1.00470439591309,0.997646227464813
load_25_to_75,B0 Closed-form,289,1,1,1.0046063876649,0.997707523624583
load_25_to_75,B0 Closed-form,290,1,1,1.00451042125522,0.997767223530193
load_25_to_75,B0 Closed-form,291,1,1,1.00441645414573,0.997825368750761
load_25_to_75,B0 Closed-form,292,1,1,1.00432444468436,0.997881999772877
load_25_to_75,B0 Closed-form,293,1,1,1.00423435208677,0.997937156028792
load_25_to_75,B0 Closed-form,294,1,1,1.0041461364183,0.997990875923875
load_25_to_75,B0 Closed-form,295,1,1,1.00405975857625,0.998043196863357
load_25_to_75,B0 Closed-form,296,1,1,1.00397518027258,0.998094155278374
load_25_to_75,B0 Closed-form,297,1,1,1.0038923640169,0.998143786651333
load_25_to_75,B0 Closed-form,298,1,1,1.00381127309988,0.998192125540621
load_25_to_75,B0 Closed-form,299,1,1,1.00373187157697,0.998239205604668
load_25_to_75,B0 Closed-form,300,1,1,1.00365412425245,0.99828505962538
load_25_to_75,B0 Closed-form,301,1,1,1.00357799666385,0.998329719530969
load_25_to_75,B0 Closed-form,302,1,1,1.00350345506669,0.998373216418183
load_25_to_75,B0 Closed-form,303,1,1,1.00343046641947,0.99841558057396
load_25_to_75,B0 Closed-form,304,1,1,1.00335899836906,0.998456841496513
load_25_to_75,B0 Closed-form,305,1,1,1.00328901923637,0.998497027915874
load_25_to_75,B0 Closed-form,306,1,1,1.00322049800228,0.998536167813898
load_25_to_75,B0 Closed-form,307,1,1,1.0031534042939,0.998574288443745
load_25_to_75,B0 Closed-form,308,1,1,1.00308770837111,0.998611416348856
load_25_to_75,B0 Closed-form,309,1,1,1.00302338111338,0.998647577381438
load_25_to_75,B0 Closed-form,310,1,1,1.00296039400685,0.998682796720463
load_25_to_75,B0 Closed-form,311,1,1,1.00289871913171,0.9987170988892
load_25_to_75,B0 Closed-form,312,1,1,1.0028383291498,0.998750507772294
load_25_to_75,B0 Closed-form,313,1,1,1.00277919729251,0.998783046632391
load_25_to_75,B0 Closed-form,314,1,1,1.00272129734892,0.998814738126339
load_25_to_75,B0 Closed-form,315,1,1,1.00266460365415,0.998845604320965
load_25_to_75,B0 Closed-form,316,1,1,1.00260909107802,0.99887566670844
load_25_to_75,B0 Closed-form,317,1,1,1.00255473501389,0.998904946221241
load_25_to_75,B0 Closed-form,318,1,1,1.00250151136777,0.99893346324673
load_25_to_75,B0 Closed-form,319,1,1,1.00244939654761,0.998961237641346
load_25_to_75,B0 Closed-form,320,1,1,1.00239836745287,0.998988288744436
load_25_to_75,B0 Closed-form,321,1,1,1.00234840146427,0.999014635391717
load_25_to_75,B0 Closed-form,322,1,1,1.00229947643376,0.999040295928391
load_25_to_75,B0 Closed-form,323,1,1,1.00225157067472,0.999065288221922
load_25_to_75,B0 Closed-form,324,1,1,1.00220466295233,0.999089629674476
load_25_to_75,B0 Closed-form,325,1,1,1.00215873247416,0.999113337235037
load_25_to_75,B0 Closed-form,326,1,1,1.00211375888095,0.999136427411208
load_25_to_75,B0 Closed-form,327,1,1,1.0020697222376,0.999158916280708
load_25_to_75,B0 Closed-form,328,1,1,1.00202660302431,0.999180819502564
load_25_to_75,B0 Closed-form,329,1,1,1.00198438212797,0.999202152328018
load_25_to_75,B0 Closed-form,330,1,1,1.00194304083364,0.999222929611143
load_25_to_75,B0 Closed-form,331,1,1,1.00190256081627,0.999243165819186
load_25_to_75,B0 Closed-form,332,1,1,1.0018629241326,0.999262875042645
load_25_to_75,B0 Closed-form,333,1,1,1.00182411321317,0.999282071005076
load_25_to_75,B0 Closed-form,334,1,1,1.00178611085456,0.999300767072652
load_25_to_75,B0 Closed-form,335,1,1,1.00174890021176,0.999318976263468
load_25_to_75,B0 Closed-form,336,1,1,1.00171246479068,0.999336711256607
load_25_to_75,B0 Closed-form,337,1,1,1.00167678844088,0.999353984400966
load_25_to_75,B0 Closed-form,338,1,1,1.00164185534836,0.999370807723858
load_25_to_75,B0 Closed-form,339,1,1,1.0016076500286,0.999387192939382
load_25_to_75,B0 Closed-form,340,1,1,1.00157415731967,0.999403151456586
load_25_to_75,B0 Closed-form,341,1,1,1.00154136237551,0.999418694387404
load_25_to_75,B0 Closed-form,342,1,1,1.00150925065935,0.999433832554399
load_25_to_75,B0 Closed-form,343,1,1,1.00147780793728,0.999448576498295
load_25_to_75,B0 Closed-form,344,1,1,1.00144702027192,0.999462936485318
load_25_to_75,B0 Closed-form,345,1,1,1.00141687401626,0.999476922514346
load_25_to_75,B0 Closed-form,346,1,1,1.00138735580759,0.999490544323869
load_25_to_75,B0 Closed-form,347,1,1,1.0013584525616,0.999503811398768
load_25_to_75,B0 Closed-form,348,1,1,1.00133015146656,0.999516732976925
load_25_to_75,B0 Closed-form,349,1,1,1.00130243997768,0.999529318055651
load_25_to_75,B0 Closed-form,350,1,1,1.00127530581147,0.999541575397952
load_25_to_75,B0 Closed-form,351,1,1,1.0012487369404,0.99955351353863
load_25_to_75,B0 Closed-form,352,1,1,1.00122272158748,0.999565140790228
load_25_to_75,B0 Closed-form,353,1,1,1.00119724822107,0.999576465248816
load_25_to_75,B0 Closed-form,354,1,1,1.0011723055498,0.999587494799628
load_25_to_75,B0 Closed-form,355,1,1,1.00114788251751,0.999598237122554
load_25_to_75,B0 Closed-form,356,1,1,1.0011239682984,0.999608699697488
load_25_to_75,B0 Closed-form,357,1,1,1.00110055229218,0.999618889809533
load_25_to_75,B0 Closed-form,358,1,1,1.00107762411943,0.999628814554076
load_25_to_75,B0 Closed-form,359,1,1,1.00105517361694,0.99963848084173
load_25_to_75,B0 Closed-form,360,1,1,1.00103319083325,0.999647895403143
load_25_to_75,B0 Closed-form,361,1,1,1.00101166602423,0.999657064793687
load_25_to_75,B0 Closed-form,362,1,1,1.00099058964872,0.999665995398018
load_25_to_75,B0 Closed-form,363,1,1,1.00096995236437,0.999674693434528
load_25_to_75,B0 Closed-form,364,1,1,1.00094974502345,0.99968316495967
load_25_to_75,B0 Closed-form,365,1,1,1.00092995866879,0.999691415872179
load_25_to_75,B0 Closed-form,366,1,1,1.00091058452986,0.999699451917174
load_25_to_75,B0 Closed-form,367,1,1,1.00089161401882,0.999707278690164
load_25_to_75,B0 Closed-form,368,1,1,1.00087303872676,0.999714901640941
load_25_to_75,B0 Closed-form,369,1,1,1.00085485041996,0.999722326077375
load_25_to_75,B0 Closed-form,370,1,1,1.00083704103621,0.99972955716911
load_25_to_75,B0 Closed-form,371,1,1,1.00081960268129,0.999736599951165
load_25_to_75,B0 Closed-form,372,1,1,1.00080252762543,0.999743459327436
load_25_to_75,B0 Closed-form,373,1,1,1.0007858082999,0.999750140074118
load_25_to_75,B0 Closed-form,374,1,1,1.00076943729365,0.999756646843021
load_25_to_75,B0 Closed-form,375,1,1,1.00075340735003,0.999762984164817
load_25_to_75,B0 Closed-form,376,1,1,1.00073771136357,0.999769156452192
load_25_to_75,B0 Closed-form,377,1,1,1.00072234237683,0.999775168002916
load_25_to_75,B0 Closed-form,378,1,1,1.00070729357731,0.99978102300284
load_25_to_75,B0 Closed-form,379,1,1,1.00069255829445,0.999786725528808
load_25_to_75,B0 Closed-form,380,1,1,1.00067812999665,0.999792279551495
load_25_to_75,B0 Closed-form,381,1,1,1.00066400228839,0.999797688938175
load_25_to_75,B0 Closed-form,382,1,1,1.00065016890738,0.99980295745541
load_25_to_75,B0 Closed-form,383,1,1,1.00063662372181,0.999808088771675
load_25_to_75,B0 Closed-form,384,1,1,1.0006233607276,0.999813086459913
load_25_to_75,B0 Closed-form,385,1,1,1.00061037404578,0.999817954000019
load_25_to_75,B0 Closed-form,386,1,1,1.00059765791983,0.999822694781269
load_25_to_75,B0 Closed-form,387,1,1,1.00058520671316,0.999827312104673
load_25_to_75,B0 Closed-form,388,1,1,1.00057301490664,0.999831809185281
load_25_to_75,B0 Closed-form,389,1,1,1.00056107709608,0.999836189154414
load_25_to_75,B0 Closed-form,390,1,1,1.00054938798992,0.999840455061851
load_25_to_75,B0 Closed-form,391,1,1,1.00053794240679,0.999844609877949
load_25_to_75,B0 Closed-form,392,1,1,1.00052673527332,0.999848656495711
load_25_to_75,B0 Closed-form,393,1,1,1.00051576162179,0.999852597732801
load_25_to_75,B0 Closed-form,394,1,1,1.000505016588,0.99985643633351
load_25_to_75,B0 Closed-form,395,1,1,1.00049449540909,0.999860174970658
load_25_to_75,B0 Closed-form,396,1,1,1.0004841934214,0.999863816247464
load_25_to_75,B0 Closed-form,397,1,1,1.00047410605845,0.999867362699353
load_25_to_75,B0 Closed-form,398,1,1,1.0004642288489,0.999870816795724
load_25_to_75,B0 Closed-form,399,1,1,1.00045455741455,0.999874180941668
load_25_to_75,B0 Closed-form,400,1,1,1.00044508746841,0.999877457479646
load_25_to_75,B0 Closed-form,401,1,1,1.00043581481282,0.999880648691113
load_25_to_75,B0 Closed-form,402,1,1,1.00042673533755,0.999883756798115
load_25_to_75,B0 Closed-form,403,1,1,1.00041784501802,0.999886783964831
load_25_to_75,B0 Closed-form,404,1,1,1.00040913991348,0.99988973229908
load_25_to_75,B0 Closed-form,405,1,1,1.00040061616528,0.999892603853792
load_25_to_75,B0 Closed-form,406,1,1,1.00039226999517,0.999895400628433
load_25_to_75,B0 Closed-form,407,1,1,1.0003840977036,0.999898124570401
load_25_to_75,B0 Closed-form,408,1,1,1.00037609566811,0.99990077757638
load_25_to_75,B0 Closed-form,409,1,1,1.00036826034169,0.999903361493662
load_25_to_75,B0 Closed-form,410,1,1,1.00036058825124,0.999905878121431
load_25_to_75,B0 Closed-form,411,1,1,1.00035307599601,0.999908329212018
load_25_to_75,B0 Closed-form,412,1,1,1.00034572024609,0.999910716472122
load_25_to_75,B0 Closed-form,413,1,1,1.00033851774096,0.999913041563994
load_25_to_75,B0 Closed-form,414,1,1,1.00033146528803,0.999915306106598
load_25_to_75,B0 Closed-form,415,1,1,1.00032455976119,0.999917511676739
load_25_to_75,B0 Closed-form,416,1,1,1.0003177980995,0.999919659810157
load_25_to_75,B0 Closed-form,417,1,1,1.00031117730576,0.999921752002601
load_25_to_75,B0 Closed-form,418,1,1,1.00030469444523,0.999923789710867
