scenario,algorithm,cycle,C_true_factor,ESR_true_factor,C_est_factor,ESR_est_factor
ESR_1_to_2,B0 Closed-form,356,1,2,0.999100825361283,1.98412040873051
ESR_1_to_2,B0 Closed-form,357,1,2,0.999119558166256,1.98453393975315
ESR_1_to_2,B0 Closed-form,358,1,2,0.999137900704459,1.98493670173875
ESR_1_to_2,B0 Closed-form,359,1,2,0.999155861106449,1.98532897513097
ESR_1_to_2,B0 Closed-form,360,1,2,0.999173447333398,1.98571103307027
ESR_1_to_2,B0 Closed-form,361,1,2,0.999190667180619,1.98608314158406
ESR_1_to_2,B0 Closed-form,362,1,2,0.999207528281023,1.98644555977198
ESR_1_to_2,B0 Closed-form,363,1,2,0.999224038108502,1.98679853998625
ESR_1_to_2,B0 Closed-form,364,1,2,0.999240203981241,1.98714232800744
ESR_1_to_2,B0 Closed-form,365,1,2,0.999256033064965,1.98747716321558
ESR_1_to_2,B0 Closed-form,366,1,2,0.999271532376112,1.98780327875684
ESR_1_to_2,B0 Closed-form,367,1,2,0.999286708784943,1.98812090170588
ESR_1_to_2,B0 Closed-form,368,1,2,0.99930156901859,1.98843025322396
ESR_1_to_2,B0 Closed-form,369,1,2,0.999316119664036,1.98873154871292
ESR_1_to_2,B0 Closed-form,370,1,2,0.999330367171035,1.98902499796518
ESR_1_to_2,B0 Closed-form,371,1,2,0.999344317854972,1.98931080530984
ESR_1_to_2,B0 Closed-form,372,1,2,0.99935797789966,1.9895891697549
ESR_1_to_2,B0 Closed-form,373,1,2,0.999371353360084,1.98986028512586
ESR_1_to_2,B0 Closed-form,374,1,2,0.999384450165082,1.99012434020071
ESR_1_to_2,B0 Closed-form,375,1,2,0.999397274119976,1.99038151884132
ESR_1_to_2,B0 Closed-form,376,1,2,0.999409830909143,1.99063200012149
ESR_1_to_2,B0 Closed-form,377,1,2,0.999422126098536,1.99087595845166
ESR_1_to_2,B0 Closed-form,378,1,2,0.99943416513815,1.99111356370032
ESR_1_to_2,B0 Closed-form,379,1,2,0.999445953364439,1.99134498131229
ESR_1_to_2,B0 Closed-form,380,1,2,0.999457496002679,1.99157037242395
ESR_1_to_2,B0 Closed-form,381,1,2,0.99946879816929,1.99178989397541
ESR_1_to_2,B0 Closed-form,382,1,2,0.999479864874097,1.9920036988198
ESR_1_to_2,B0 Closed-form,383,1,2,0.999490701022553,1.9922119358297
ESR_1_to_2,B0 Closed-form,384,1,2,0.999501311417916,1.9924147500008
ESR_1_to_2,B0 Closed-form,385,1,2,0.999511700763376,1.99261228255286
ESR_1_to_2,B0 Closed-form,386,1,2,0.999521873664139,1.99280467102805
ESR_1_to_2,B0 Closed-form,387,1,2,0.99953183462947,1.99299204938669
ESR_1_to_2,B0 Closed-form,388,1,2,0.999541588074689,1.99317454810058
ESR_1_to_2,B0 Closed-form,389,1,2,0.999551138323133,1.99335229424379
ESR_1_to_2,B0 Closed-form,390,1,2,0.999560489608068,1.9935254115812
ESR_1_to_2,B0 Closed-form,391,1,2,0.999569646074567,1.9936940206546
ESR_1_to_2,B0 Closed-form,392,1,2,0.999578611781346,1.99385823886672
ESR_1_to_2,B0 Closed-form,393,1,2,0.999587390702568,1.9940181805629
ESR_1_to_2,B0 Closed-form,394,1,2,0.999595986729598,1.99417395711074
ESR_1_to_2,B0 Closed-form,395,1,2,0.999604403672732,1.99432567697765
ESR_1_to_2,B0 Closed-form,396,1,2,0.999612645262883,1.99447344580636
ESR_1_to_2,B0 Closed-form,397,1,2,0.99962071515324,1.99461736648848
ESR_1_to_2,B0 Closed-form,398,1,2,0.999628616920881,1.99475753923618
ESR_1_to_2,B0 Closed-form,399,1,2,0.999636354068362,1.9948940616519
ESR_1_to_2,B0 Closed-form,400,1,2,0.999643930025271,1.99502702879638
ESR_1_to_2,B0 Closed-form,401,1,2,0.999651348149745,1.99515653325481
ESR_1_to_2,B0 Closed-form,402,1,2,0.999658611729959,1.9952826652013
ESR_1_to_2,B0 Closed-form,403,1,2,0.999665723985584,1.99540551246168
ESR_1_to_2,B0 Closed-form,404,1,2,0.999672688069218,1.99552516057466
ESR_1_to_2,B0 Closed-form,405,1,2,0.999679507067776,1.99564169285136
ESR_1_to_2,B0 Closed-form,406,1,2,0.999686184003864,1.99575519043336
ESR_1_to_2,B0 Closed-form,407,1,2,0.999692721837117,1.99586573234916
ESR_1_to_2,B0 Closed-form,408,1,2,0.99969912346551,1.99597339556923
ESR_1_to_2,B0 Closed-form,409,1,2,0.999705391726646,1.99607825505962
ESR_1_to_2,B0 Closed-form,410,1,2,0.999711529399007,1.9961803838341
ESR_1_to_2,B0 Closed-form,411,1,2,0.999717539203194,1.99627985300509
ESR_1_to_2,B0 Closed-form,412,1,2,0.999723423803128,1.99637673183308
ESR_1_to_2,B0 Closed-form,413,1,2,0.999729185807229,1.99647108777493
ESR_1_to_2,B0 Closed-form,414,1,2,0.999734827769579,1.99656298653079
ESR_1_to_2,B0 Closed-form,415,1,2,0.999740352191046,1.99665249208989
ESR_1_to_2,B0 Closed-form,416,1,2,0.999745761520399,1.99673966677504
ESR_1_to_2,B0 Closed-form,417,1,2,0.999751058155391,1.99682457128611
ESR_1_to_2,B0 Closed-form,418,1,2,0.99975624444382,1.9969072647422
ESR_1_to_2,B0 Closed-form,419,1,2,0.999761322684574,1.99698780472287
ESR_1_to_2,B0 Closed-form,420,1,2,0.999766295128645,1.99706624730822
ESR_1_to_2,B0 Closed-form,421,1,2,0.999771163980132,1.9971426471179
ESR_1_to_2,B0 Closed-form,422,1,2,0.999775931397212,1.9972170573492
ESR_1_to_2,B0 Closed-form,423,1,2,0.999780599493104,1.99728952981407
ESR_1_to_2,B0 Closed-form,424,1,2,0.999785170336998,1.99736011497516
ESR_1_to_2,B0 Closed-form,425,1,2,0.999789645954977,1.99742886198101
ESR_1_to_2,B0 Closed-form,426,1,2,0.999794028330915,1.99749581870026
ESR_1_to_2,B0 Closed-form,427,1,2,0.999798319407354,1.99756103175494
ESR_1_to_2,B0 Closed-form,428,1,2,0.999802521086368,1.99762454655299
ESR_1_to_2,B0 Closed-form,429,1,2,0.999806635230402,1.99768640731984
ESR_1_to_2,B0 Closed-form,430,1,2,0.999810663663102,1.99774665712922
ESR_1_to_2,B0 Closed-form,431,1,2,0.99981460817012,1.99780533793314
ESR_1_to_2,B0 Closed-form,432,1,2,0.999818470499909,1.99786249059113
ESR_1_to_2,B0 Closed-form,433,1,2,0.999822252364495,1.99791815489866
ESR_1_to_2,B0 Closed-form,434,1,2,0.999825955440234,1.99797236961484
ESR_1_to_2,B0 Closed-form,435,1,2,0.999829581368563,1.99802517248945
ESR_1_to_2,B0 Closed-form,436,1,2,0.999833131756718,1.9980766002892
ESR_1_to_2,B0 Closed-form,437,1,2,0.999836608178453,1.99812668882334
ESR_1_to_2,B0 Closed-form,438,1,2,0.999840012174735,1.99817547296857
ESR_1_to_2,B0 Closed-form,439,1,2,0.999843345254428,1.99822298669334
ESR_1_to_2,B0 Closed-form,440,1,2,0.999846608894961,1.99826926308154
ESR_1_to_2,B0 Closed-form,441,1,2,0.999849804542982,1.99831433435545
ESR_1_to_2,B0 Closed-form,442,1,2,0.999852933615003,1.99835823189828
ESR_1_to_2,B0 Closed-form,443,1,2,0.999855997498024,1.99840098627593
ESR_1_to_2,B0 Closed-form,444,1,2,0.999858997550149,1.99844262725833
ESR_1_to_2,B0 Closed-form,445,1,2,0.999861935101187,1.99848318384014
ESR_1_to_2,B0 Closed-form,446,1,2,0.999864811453246,1.99852268426097
ESR_1_to_2,B0 Closed-form,447,1,2,0.999867627881303,1.99856115602501
ESR_1_to_2,B0 Closed-form,448,1,2,0.999870385633776,1.99859862592019
ESR_1_to_2,B0 Closed-form,449,1,2,0.999873085933072,1.99863512003685
ESR_1_to_2,B0 Closed-form,450,1,2,0.999875729976133,1.99867066378589
ESR_1_to_2,B0 Closed-form,451,1,2,0.999878318934964,1.99870528191647
ESR_1_to_2,B0 Closed-form,452,1,2,0.999880853957152,1.99873899853323
ESR_1_to_2,B0 Closed-form,453,1,2,0.999883336166378,1.99877183711309
ESR_1_to_2,B0 Closed-form,454,1,2,0.999885766662912,1.9988038205216
ESR_1_to_2,B0 Closed-form,455,1,2,0.999888146524101,1.99883497102885
ESR_1_to_2,B0 Closed-form,456,1,2,0.999890476804849,1.99886531032498
ESR_1_to_2,B0 Closed-form,457,1,2,0.999892758538082,1.99889485953527
ESR_1_to_2,B0 Closed-form,458,1,2,0.999894992735205,1.99892363923487
ESR_1_to_2,B0 Closed-form,459,1,2,0.999897180386555,1.99895166946313
ESR_1_to_2,B0 Closed-form,460,1,2,0.999899322461835,1.99897896973752
ESR_1_to_2,B0 Closed-form,461,1,2,0.999901419910547,1.99900555906728
ESR_1_to_2,B0 Closed-form,462,1,2,0.99990347366241,1.99903145596657
ESR_1_to_2,B0 Closed-form,463,1,2,0.999905484627777,1.99905667846744
ESR_1_to_2,B0 Closed-form,464,1,2,0.999907453698031,1.99908124413235
ESR_1_to_2,B0 Closed-form,465,1,2,0.999909381745989,1.9991051700664
ESR_1_to_2,B0 Closed-form,466,1,2,0.999911269626281,1.99912847292925
ESR_1_to_2,B0 Closed-form,467,1,2,0.999913118175733,1.99915116894672
ESR_1_to_2,B0 Closed-form,468,1,2,0.999914928213739,1.99917327392207
ESR_1_to_2,B0 Closed-form,469,1,2,0.999916700542619,1.99919480324701
ESR_1_to_2,B0 Closed-form,470,1,2,0.999918435947982,1.99921577191246
ESR_1_to_2,B0 Closed-form,471,1,2,0.999920135199065,1.9992361945189
ESR_1_to_2,B0 Closed-form,472,1,2,0.999921799049085,1.99925608528664
ESR_1_to_2,B0 Closed-form,473,1,2,0.999923428235562,1.99927545806563
ESR_1_to_2,B0 Closed-form,474,1,2,0.999925023480655,1.99929432634517
ESR_1_to_2,B0 Closed-form,475,1,2,0.999926585491474,1.99931270326327
ESR_1_to_2,B0 Closed-form,476,1,2,0.999928114960402,1.99933060161579
ESR_1_to_2,B0 Closed-form,477,1,2,0.999929612565393,1.99934803386538
ESR_1_to_2,B0 Closed-form,478,1,2,0.999931078970281,1.99936501215013
ESR_1_to_2,B0 Closed-form,479,1,2,0.999932514825067,1.99938154829206
ESR_1_to_2,B0 Closed-form,480,1,2,0.999933920766211,1.99939765380528
ESR_1_to_2,B0 Closed-form,481,1,2,0.999935297416915,1.9994133399041
ESR_1_to_2,B0 Closed-form,482,1,2,0.999936645387396,1.99942861751077
ESR_1_to_2,B0 Closed-form,483,1,2,0.999937965275159,1.99944349726309
ESR_1_to_2,B0 Closed-form,484,1,2,0.999939257665259,1.99945798952187
ESR_1_to_2,B0 Closed-form,485,1,2,0.999940523130567,1.99947210437807
ESR_1_to_2,B0 Closed-form,486,1,2,0.999941762232013,1.99948585165989
ESR_1_to_2,B0 Closed-form,487,1,2,0.999942975518846,1.99949924093958
ESR_1_to_2,B0 Closed-form,488,1,2,0.99994416352887,1.99951228154011
ESR_1_to_2,B0 Closed-form,489,1,2,0.999945326788686,1.99952498254167
ESR_1_to_2,B0 Closed-form,490,1,2,0.999946465813921,1.99953735278798
ESR_1_to_2,B0 Closed-form,491,1,2,0.999947581109464,1.99954940089246
ESR_1_to_2,B0 Closed-form,492,1,2,0.999948673169684,1.99956113524422
ESR_1_to_2,B0 Closed-form,493,1,2,0.999949742478649,1.9995725640139
ESR_1_to_2,B0 Closed-form,494,1,2,0.999950789510344,1.99958369515937
ESR_1_to_2,B0 Closed-form,495,1,2,0.999951814728878,1.99959453643126
ESR_1_to_2,B0 Closed-form,496,1,2,0.999952818588693,1.99960509537837
ESR_1_to_2,B0 Closed-form,497,1,2,0.999953801534762,1.99961537935289
ESR_1_to_2,B0 Closed-form,498,1,2,0.999954764002788,1.99962539551557
ESR_1_to_2,B0 Closed-form,499,1,2,0.999955706419396,1.99963515084069
ESR_1_to_2,B0 Closed-form,500,1,2,0.999956629202326,1.99964465212088
ESR_1_to_2,B0 Closed-form,501,1,2,0.999957532760611,1.9996539059719
ESR_1_to_2,B0 Closed-form,502,1,2,0.999958417494765,1.99966291883721
ESR_1_to_2,B0 Closed-form,503,1,2,0.999959283796957,1.99967169699249
ESR_1_to_2,B0 Closed-form,504,1,2,0.999960132051187,1.99968024654998
ESR_1_to_2,B0 Closed-form,505,1,2,0.999960962633454,1.99968857346274
ESR_1_to_2,B0 Closed-form,506,1,2,0.999961775911924,1.99969668352882
ESR_1_to_2,B0 Closed-form,507,1,2,0.999962572247092,1.99970458239525
ESR_1_to_2,B0 Closed-form,508,1,2,0.999963351991944,1.99971227556204
ESR_1_to_2,B0 Closed-form,509,1,2,0.999964115492112,1.99971976838595
ESR_1_to_2,B0 Closed-form,510,1,2,0.999964863086026,1.99972706608423
ESR_1_to_2,B0 Closed-form,511,1,2,0.999965595105068,1.99973417373829
ESR_1_to_2,B0 Closed-form,512,1,2,0.999966311873712,1.99974109629719
ESR_1_to_2,B0 Closed-form,513,1,2,0.999967013709676,1.99974783858111
ESR_1_to_2,B0 Closed-form,514,1,2,0.999967700924058,1.99975440528473
ESR_1_to_2,B0 Closed-form,515,1,2,0.999968373821474,1.99976080098044
ESR_1_to_2,B0 Closed-form,516,1,2,0.999969032700193,1.99976703012158
ESR_1_to_2,B0 Closed-form,517,1,2,0.999969677852272,1.99977309704549
ESR_1_to_2,B0 Closed-form,518,1,2,0.999970309563683,1.9997790059766
ESR_1_to_2,B0 Closed-form,519,1,2,0.99997092811444,1.99978476102929
ESR_1_to_2,B0 Closed-form,520,1,2,0.999971533778722,1.99979036621082
ESR_1_to_2,B0 Closed-form,521,1,2,0.999972126824999,1.99979582542408
ESR_1_to_2,B0 Closed-form,522,1,2,0.999972707516145,1.99980114247033
ESR_1_to_2,B0 Closed-form,523,1,2,0.999973276109558,1.99980632105183
ESR_1_to_2,B0 Closed-form,524,1,2,0.999973832857276,1.99981136477444
ESR_1_to_2,B0 Closed-form,525,1,2,0.999974378006083,1.9998162771501
ESR_1_to_2,B0 Closed-form,526,1,2,0.999974911797623,1.99982106159932
ESR_1_to_2,B0 Closed-form,527,1,2,0.999975434468505,1.99982572145351
ESR_1_to_2,B0 Closed-form,528,1,2,0.999975946250412,1.99983025995732
ESR_1_to_2,B0 Closed-form,529,1,2,0.999976447370195,1.99983468027093
ESR_1_to_2,B0 Closed-form,530,1,2,0.999976938049982,1.99983898547221
ESR_1_to_2,B0 Closed-form,531,1,2,0.999977418507274,1.99984317855887
ESR_1_to_2,B0 Closed-form,532,1,2,0.999977888955039,1.99984726245057
ESR_1_to_2,B0 Closed-form,533,1,2,0.99997834960181,1.99985123999092
ESR_1_to_2,B0 Closed-form,534,1,2,0.999978800651772,1.99985511394949
ESR_1_to_2,B0 Closed-form,535,1,2,0.99997924230486,1.99985888702372
ESR_1_to_2,B0 Closed-form,536,1,2,0.999979674756842,1.99986256184081
ESR_1_to_2,B0 Closed-form,537,1,2,0.999980098199408,1.99986614095954
ESR_1_to_2,B0 Closed-form,538,1,2,0.999980512820253,1.99986962687205
ESR_1_to_2,B0 Closed-form,539,1,2,0.999980918803165,1.99987302200559
ESR_1_to_2,B0 Closed-form,540,1,2,0.999981316328099,1.99987632872419
ESR_1_to_2,B0 Closed-form,541,1,2,0.999981705571264,1.99987954933034
ESR_1_to_2,B0 Closed-form,542,1,2,0.999982086705196,1.99988268606652
ESR_1_to_2,B0 Closed-form,543,1,2,0.999982459898837,1.99988574111688
ESR_1_to_2,B0 Closed-form,544,1,2,0.999982825317612,1.99988871660862
ESR_1_to_2,B0 Closed-form,545,1,2,0.999983183123495,1.99989161461361
ESR_1_to_2,B0 Closed-form,546,1,2,0.999983533475089,1.99989443714971
ESR_1_to_2,B0 Closed-form,547,1,2,0.999983876527691,1.99989718618227
ESR_1_to_2,B0 Closed-form,548,1,2,0.999984212433364,1.99989986362544
ESR_1_to_2,B0 Closed-form,549,1,2,0.999984541341002,1.99990247134353
ESR_1_to_2,B0 Closed-form,550,1,2,0.999984863396398,1.99990501115229
ESR_1_to_2,B0 Closed-form,551,1,2,0.999985178742306,1.9999074848202
ESR_1_to_2,B0 Closed-form,552,1,2,0.999985487518508,1.99990989406967
ESR_1_to_2,B0 Closed-form,553,1,2,0.999985789861873,1.99991224057828
ESR_1_to_2,B0 Closed-form,554,1,2,0.999986085906417,1.99991452597988
ESR_1_to_2,B0 Closed-form,555,1,2,0.999986375783367,1.99991675186582
ESR_1_to_2,B0 Closed-form,556,1,2,0.999986659621213,1.99991891978598
ESR_1_to_2,B0 Closed-form,557,1,2,0.999986937545771,1.99992103124989
ESR_1_to_2,B0 Closed-form,558,1,2,0.999987209680234,1.99992308772776
ESR_1_to_2,B0 Closed-form,559,1,2,0.999987476145229,1.99992509065151
ESR_1_to_2,B0 Closed-form,560,1,2,0.99998773705887,1.9999270414158
ESR_1_to_2,B0 Closed-form,561,1,2,0.999987992536811,1.99992894137893
ESR_1_to_2,B0 Closed-form,562,1,2,0.999988242692294,1.99993079186385
ESR_1_to_2,B0 Closed-form,563,1,2,0.999988487636204,1.99993259415906
ESR_1_to_2,B0 Closed-form,564,1,2,0.999988727477117,1.99993434951951
ESR_1_to_2,B0 Closed-form,565,1,2,0.999988962321344,1.99993605916743
ESR_1_to_2,B0 Closed-form,566,1,2,0.999989192272982,1.99993772429328
ESR_1_to_2,B0 Closed-form,567,1,2,0.999989417433962,1.99993934605648
ESR_1_to_2,B0 Closed-form,568,1,2,0.999989637904088,1.99994092558626
ESR_1_to_2,B0 Closed-form,569,1,2,0.999989853781086,1.99994246398245
ESR_1_to_2,B0 Closed-form,570,1,2,0.999990065160646,1.99994396231624
ESR_1_to_2,B0 Closed-form,571,1,2,0.999990272136466,1.99994542163092
ESR_1_to_2,B0 Closed-form,572,1,2,0.99999047480029,1.99994684294262
ESR_1_to_2,B0 Closed-form,573,1,2,0.999990673241951,1.99994822724098
ESR_1_to_2,B0 Closed-form,574,1,2,0.99999086754941,1.99994957548992
ESR_1_to_2,B0 Closed-form,575,1,2,0.999991057808797,1.9999508886282
ESR_1_to_2,B0 Closed-form,576,1,2,0.999991244104447,1.99995216757018
ESR_1_to_2,B0 Closed-form,577,1,2,0.999991426518938,1.99995341320637
ESR_1_to_2,B0 Closed-form,578,1,2,0.999991605133127,1.99995462640412
ESR_1_to_2,B0 Closed-form,579,1,2,0.999991780026186,1.99995580800818
ESR_1_to_2,B0 Closed-form,580,1,2,0.999991951275641,1.9999569588413
ESR_1_to_2,B0 Closed-form,581,1,2,0.999992118957398,1.99995807970481
ESR_1_to_2,B0 Closed-form,582,1,2,0.999992283145786,1.99995917137916
ESR_1_to_2,B0 Closed-form,583,1,2,0.999992443913582,1.9999602346245
ESR_1_to_2,B0 Closed-form,584,1,2,0.999992601332049,1.99996127018115
ESR_1_to_2,B0 Closed-form,585,1,2,0.999992755470965,1.99996227877018
ESR_1_to_2,B0 Closed-form,586,1,2,0.999992906398653,1.99996326109387
ESR_1_to_2,B0 Closed-form,587,1,2,0.999993054182014,1.99996421783622
ESR_1_to_2,B0 Closed-form,588,1,2,0.999993198886556,1.9999651496634
ESR_1_to_2,B0 Closed-form,589,1,2,0.999993340576419,1.99996605722425
ESR_1_to_2,B0 Closed-form,590,1,2,0.99999347931441,1.9999669411507
ESR_1_to_2,B0 Closed-form,591,1,2,0.999993615162027,1.99996780205824
ESR_1_to_2,B0 Closed-form,592,1,2,0.999993748179485,1.9999686405463
ESR_1_to_2,B0 Closed-form,593,1,2,0.999993878425745,1.99996945719874
ESR_1_to_2,B0 Closed-form,594,1,2,0.999994005958542,1.99997025258419
ESR_1_to_2,B0 Closed-form,595,1,2,0.999994130834406,1.99997102725648
ESR_1_to_2,B0 Closed-form,596,1,2,0.999994253108689,1.99997178175501
ESR_1_to_2,B0 Closed-form,597,1,2,0.999994372835592,1.99997251660514
ESR_1_to_2,B0 Closed-form,598,1,2,0.999994490068184,1.99997323231855
ESR_1_to_2,B0 Closed-form,599,1,2,0.99999460485843,1.99997392939359
ESR_1_to_2,B1 RLS,0,1,1,1,1
ESR_1_to_2,B1 RLS,1,1,1,1,1
ESR_1_to_2,B1 RLS,2,1,1,1,1
ESR_1_to_2,B1 RLS,3,1,1,1,1
ESR_1_to_2,B1 RLS,4,1,1,1,1
ESR_1_to_2,B1 RLS,5,1,1,1,1
ESR_1_to_2,B1 RLS,6,1,1,1,1
ESR_1_to_2,B1 RLS,7,1,1,1,1
ESR_1_to_2,B1 RLS,8,1,1,1,1
ESR_1_to_2,B1 RLS,9,1,1,1,1
ESR_1_to_2,B1 RLS,10,1,1,1,1
ESR_1_to_2,B1 RLS,11,1,1,1,1
ESR_1_to_2,B1 RLS,12,1,1,1,1
ESR_1_to_2,B1 RLS,13,1,1,1,1
ESR_1_to_2,B1 RLS,14,1,1,1,1
ESR_1_to_2,B1 RLS,15,1,1,1,1
ESR_1_to_2,B1 RLS,16,1,1,1,1
ESR_1_to_2,B1 RLS,17,1,1,1,1
ESR_1_to_2,B1 RLS,18,1,1,1,1
ESR_1_to_2,B1 RLS,19,1,1,1,1
ESR_1_to_2,B1 RLS,20,1,1,1,1
ESR_1_to_2,B1 RLS,21,1,1,1,1
ESR_1_to_2,B1 RLS,22,1,1,1,1
ESR_1_to_2,B1 RLS,23,1,1,1,1
ESR_1_to_2,B1 RLS,24,1,1,1,1
ESR_1_to_2,B1 RLS,25,1,1,1,1
ESR_1_to_2,B1 RLS,26,1,1,1,1
ESR_1_to_2,B1 RLS,27,1,1,1,1
ESR_1_to_2,B1 RLS,28,1,1,1,1
ESR_1_to_2,B1 RLS,29,1,1,1,1
ESR_1_to_2,B1 RLS,30,1,1,1,1
ESR_1_to_2,B1 RLS,31,1,1,1,1
ESR_1_to_2,B1 RLS,32,1,1,1,1
ESR_1_to_2,B1 RLS,33,1,1,1,1
ESR_1_to_2,B1 RLS,34,1,1,1,1
ESR_1_to_2,B1 RLS,35,1,1,1,1
ESR_1_to_2,B1 RLS,36,1,1,1,1
ESR_1_to_2,B1 RLS,37,1,1,1,1
ESR_1_to_2,B1 RLS,38,1,1,1,1
ESR_1_to_2,B1 RLS,39,1,1,1,1
ESR_1_to_2,B1 RLS,40,1,1,1,1
ESR_1_to_2,B1 RLS,41,1,1,1,1
ESR_1_to_2,B1 RLS,42,1,1,1,1
ESR_1_to_2,B1 RLS,43,1,1,1,1
ESR_1_to_2,B1 RLS,44,1,1,1,1
ESR_1_to_2,B1 RLS,45,1,1,1,1
ESR_1_to_2,B1 RLS,46,1,1,1,1
ESR_1_to_2,B1 RLS,47,1,1,1,1
ESR_1_to_2,B1 RLS,48,1,1,1,1
ESR_1_to_2,B1 RLS,49,1,1,1,1
ESR_1_to_2,B1 RLS,50,1,1,1,1
ESR_1_to_2,B1 RLS,51,1,1,1,1
ESR_1_to_2,B1 RLS,52,1,1,1,1
ESR_1_to_2,B1 RLS,53,1,1,1,1
ESR_1_to_2,B1 RLS,54,1,1,1,1
ESR_1_to_2,B1 RLS,55,1,1,1,1
ESR_1_to_2,B1 RLS,56,1,1,1,1
ESR_1_to_2,B1 RLS,57,1,1,1,1
ESR_1_to_2,B1 RLS,58,1,1,1,1
ESR_1_to_2,B1 RLS,59,1,1,1,1
ESR_1_to_2,B1 RLS,60,1,1,1,1
ESR_1_to_2,B1 RLS,61,1,1,1,1
ESR_1_to_2,B1 RLS,62,1,1,1,1
ESR_1_to_2,B1 RLS,63,1,1,1,1
ESR_1_to_2,B1 RLS,64,1,1,1,1
ESR_1_to_2,B1 RLS,65,1,1,1,1
ESR_1_to_2,B1 RLS,66,1,1,1,1
ESR_1_to_2,B1 RLS,67,1,1,1,1
ESR_1_to_2,B1 RLS,68,1,1,1,1
ESR_1_to_2,B1 RLS,69,1,1,1,1
ESR_1_to_2,B1 RLS,70,1,1,1,1
ESR_1_to_2,B1 RLS,71,1,1,1,1
ESR_1_to_2,B1 RLS,72,1,1,1,1
ESR_1_to_2,B1 RLS,73,1,1,1,1
ESR_1_to_2,B1 RLS,74,1,1,1,1
ESR_1_to_2,B1 RLS,75,1,1,1,1
ESR_1_to_2,B1 RLS,76,1,1,1,1
ESR_1_to_2,B1 RLS,77,1,1,1,1
ESR_1_to_2,B1 RLS,78,1,1,1,1
ESR_1_to_2,B1 RLS,79,1,1,1,1
ESR_1_to_2,B1 RLS,80,1,1,1,1
ESR_1_to_2,B1 RLS,81,1,1,1,1
ESR_1_to_2,B1 RLS,82,1,1,1,1
ESR_1_to_2,B1 RLS,83,1,1,1,1
ESR_1_to_2,B1 RLS,84,1,1,1,1
ESR_1_to_2,B1 RLS,85,1,1,1,1
ESR_1_to_2,B1 RLS,86,1,1,1,1
ESR_1_to_2,B1 RLS,87,1,1,1,1
ESR_1_to_2,B1 RLS,88,1,1,1,1
ESR_1_to_2,B1 RLS,89,1,1,1,1
ESR_1_to_2,B1 RLS,90,1,1,1,1
ESR_1_to_2,B1 RLS,91,1,1,1,1
ESR_1_to_2,B1 RLS,92,1,1,1,1
ESR_1_to_2,B1 RLS,93,1,1,1,1
ESR_1_to_2,B1 RLS,94,1,1,1,1
ESR_1_to_2,B1 RLS,95,1,1,1,1
ESR_1_to_2,B1 RLS,96,1,1,1,1
ESR_1_to_2,B1 RLS,97,1,1,1,1
ESR_1_to_2,B1 RLS,98,1,1,1,1
ESR_1_to_2,B1 RLS,99,1,1,1,1
ESR_1_to_2,B1 RLS,100,1,1,1,1
ESR_1_to_2,B1 RLS,101,1,1,1,1
ESR_1_to_2,B1 RLS,102,1,1,1,1
ESR_1_to_2,B1 RLS,103,1,1,1,1
ESR_1_to_2,B1 RLS,104,1,1,1,1
ESR_1_to_2,B1 RLS,105,1,1,1,1
ESR_1_to_2,B1 RLS,106,1,1,1,1
ESR_1_to_2,B1 RLS,107,1,1,1,1
ESR_1_to_2,B1 RLS,108,1,1,1,1
ESR_1_to_2,B1 RLS,109,1,1,1,1
ESR_1_to_2,B1 RLS,110,1,1,1,1
ESR_1_to_2,B1 RLS,111,1,1,1,1
ESR_1_to_2,B1 RLS,112,1,1,1,1
ESR_1_to_2,B1 RLS,113,1,1,1,1
ESR_1_to_2,B1 RLS,114,1,1,1,1
ESR_1_to_2,B1 RLS,115,1,1,1,1
ESR_1_to_2,B1 RLS,116,1,1,1,1
ESR_1_to_2,B1 RLS,117,1,1,1,1
ESR_1_to_2,B1 RLS,118,1,1,1,1
ESR_1_to_2,B1 RLS,119,1,1,1,1
ESR_1_to_2,B1 RLS,120,1,1,1,1
ESR_1_to_2,B1 RLS,121,1,1,1,1
ESR_1_to_2,B1 RLS,122,1,1,1,1
ESR_1_to_2,B1 RLS,123,1,1,1,1
ESR_1_to_2,B1 RLS,124,1,1,1,1
ESR_1_to_2,B1 RLS,125,1,1,1,1
ESR_1_to_2,B1 RLS,126,1,1,1,1
ESR_1_to_2,B1 RLS,127,1,1,1,1
ESR_1_to_2,B1 RLS,128,1,1,1,1
ESR_1_to_2,B1 RLS,129,1,1,1,1
ESR_1_to_2,B1 RLS,130,1,1,1,1
ESR_1_to_2,B1 RLS,131,1,1,1,1
ESR_1_to_2,B1 RLS,132,1,1,1,1
ESR_1_to_2,B1 RLS,133,1,1,1,1
ESR_1_to_2,B1 RLS,134,1,1,1,1
ESR_1_to_2,B1 RLS,135,1,1,1,1
ESR_1_to_2,B1 RLS,136,1,1,1,1
ESR_1_to_2,B1 RLS,137,1,1,1,1
ESR_1_to_2,B1 RLS,138,1,1,1,1
ESR_1_to_2,B1 RLS,139,1,1,1,1
ESR_1_to_2,B1 RLS,140,1,1,1,1
ESR_1_to_2,B1 RLS,141,1,1,1,1
ESR_1_to_2,B1 RLS,142,1,1,1,1
ESR_1_to_2,B1 RLS,143,1,1,1,1
ESR_1_to_2,B1 RLS,144,1,1,1,1
ESR_1_to_2,B1 RLS,145,1,1,1,1
