case_id,algorithm,noise_profile,skew_ns,seed,C_true_F,ESR_true_ohm,C_est_F,ESR_est_ohm,C_error_percent,ESR_error_percent,C_bias_percent,ESR_bias_percent,C_variance,ESR_variance,convergence_cycles,projection_saturation,failure_flag,failure_reason,mu_C,mu_R
PV1-006,TS-SLTVKE,10mV_5mA,20,33006,8e-05,0.075,8.11085359798476e-05,0.0741280579366608,1.38566997480955,1.16258941778563,1.38566997480955,-1.16258941778563,4.7625724865916e-13,6.1251168645141e-07,29,0,0,,18082.1913016336,13548356.1171181
PV1-006,B0 Closed-form,10mV_5mA,50,43006,8e-05,0.075,7.91379497751746e-05,0.0733424830933336,1.0775627810317,2.21002254222191,-1.0775627810317,-2.21002254222191,0.0439557245671435,3.89878264221432e-05,256,0,0,,18082.1913016336,13548356.1171181
PV1-006,B1 RLS,10mV_5mA,50,43006,8e-05,0.075,8.03646846384267e-05,0.0752323718292026,0.455855798033315,0.309829105603454,0.455855798033315,0.309829105603454,3.43562254855679e-09,0.0054291656037483,16,0,0,,18082.1913016336,13548356.1171181
PV1-006,B2 Augmented EKF,10mV_5mA,50,43006,8e-05,0.075,7.95724721223149e-05,0.0757385433981497,0.534409847106392,0.984724530866251,-0.534409847106392,0.984724530866251,6.36232100796029e-10,3.82446591529801e-06,1024,0,0,,18082.1913016336,13548356.1171181
PV1-006,B3 Dual EKF,10mV_5mA,50,43006,8e-05,0.075,8.05014842160166e-05,0.0758855715660204,0.62685527002076,1.18076208802724,0.62685527002076,1.18076208802724,5.03671940688288e-13,6.10862006045699e-06,19,0,0,,18082.1913016336,13548356.1171181
PV1-006,B4 Cuk-adapted wavelet-KF,10mV_5mA,50,43006,8e-05,0.075,8.05266438787647e-05,0.0723789218590354,0.658304848455899,3.49477085461948,0.658304848455899,-3.49477085461948,4.90583859788869e-13,2.89821770645392e-06,12,0,0,,18082.1913016336,13548356.1171181
PV1-006,TS-SLTVKE,10mV_5mA,50,43006,8e-05,0.075,8.01861970759437e-05,0.0746249606222369,0.232746344929676,0.500052503684197,0.232746344929676,-0.500052503684197,4.54960630700526e-13,6.1251168645141e-07,14,0,0,,18082.1913016336,13548356.1171181
PV1-006,B0 Closed-form,10mV_5mA,100,53006,8e-05,0.075,8.0768094123905e-05,0.074137356622578,0.960117654881237,1.15019116989606,0.960117654881237,-1.15019116989606,0.0361352337189049,3.88120224294617e-05,256,0,0,,18082.1913016336,13548356.1171181
PV1-006,B1 RLS,10mV_5mA,100,53006,8e-05,0.075,7.97946766225882e-05,0.0744660593926796,0.256654221764706,0.711920809760513,-0.256654221764706,-0.711920809760513,3.33918238953084e-09,0.0054291656037483,20,0,0,,18082.1913016336,13548356.1171181
PV1-006,B2 Augmented EKF,10mV_5mA,100,53006,8e-05,0.075,8.73031897183458e-05,0.0731908649132357,9.12898714793229,2.41218011568569,9.12898714793229,-2.41218011568569,6.99874404964386e-10,3.75475527699879e-06,1024,0,0,,18082.1913016336,13548356.1171181
PV1-006,B3 Dual EKF,10mV_5mA,100,53006,8e-05,0.075,8.0316475143206e-05,0.0740463325500773,0.395593929007489,1.27155659989694,0.395593929007489,-1.27155659989694,4.99057708402617e-13,6.10862006045699e-06,16,0,0,,18082.1913016336,13548356.1171181
PV1-006,B4 Cuk-adapted wavelet-KF,10mV_5mA,100,53006,8e-05,0.075,8.04244985211997e-05,0.0740123264568818,0.53062315149964,1.31689805749093,0.53062315149964,-1.31689805749093,4.88099434955899e-13,2.89821770645392e-06,8,0,0,,18082.1913016336,13548356.1171181
PV1-006,TS-SLTVKE,10mV_5mA,100,53006,8e-05,0.075,8.03759093816459e-05,0.0758737410374092,0.469886727057387,1.16498804987897,0.469886727057387,1.16498804987897,4.59281495063828e-13,6.1251168645141e-07,16,0,0,,18082.1913016336,13548356.1171181
PV1-006,B0 Closed-form,F28379D_device_realistic,0,24006,8e-05,0.075,8.00119370081435e-05,0.0732207628416484,0.0149212601793119,2.37231621113543,0.0149212601793119,-2.37231621113543,0.00226141550474965,1.62131154458502e-06,256,0,0,,373598.993835406,279887331.984868
PV1-006,B1 RLS,F28379D_device_realistic,0,24006,8e-05,0.075,8.00115936252082e-05,0.0749962796965928,0.0144920315102213,0.0049604045430085,0.0144920315102213,-0.0049604045430085,3.37564017717266e-09,0.0054291656037483,10,0,0,,373598.993835406,279887331.984868
PV1-006,B2 Augmented EKF,F28379D_device_realistic,0,24006,8e-05,0.075,7.36312653196953e-05,0.0755819143573244,7.96091835038088,0.77588580976586,-7.96091835038088,0.77588580976586,4.53668869529403e-10,2.03200244043319e-06,1024,0,0,,373598.993835406,279887331.984868
PV1-006,B3 Dual EKF,F28379D_device_realistic,0,24006,8e-05,0.075,8.00319322282142e-05,0.0746311905262631,0.0399152852677747,0.491745964982489,0.0399152852677747,-0.491745964982489,2.57879226480082e-14,1.27381463618258e-06,11,0,0,,373598.993835406,279887331.984868
PV1-006,B4 Cuk-adapted wavelet-KF,F28379D_device_realistic,0,24006,8e-05,0.075,8.01389178543244e-05,0.0732601334776708,0.173647317905546,2.31982202977232,0.173647317905546,-2.31982202977232,4.81203473253392e-13,2.89821770645392e-06,8,0,0,,373598.993835406,279887331.984868
PV1-006,TS-SLTVKE,F28379D_device_realistic,0,24006,8e-05,0.075,8.01551803081695e-05,0.0749542091476292,0.193975385211899,0.0610544698276816,0.193975385211899,-0.0610544698276816,2.34693236228162e-14,1.32896508692906e-07,1,0,0,,373598.993835406,279887331.984868
PV1-006,B0 Closed-form,F28379D_device_realistic,20,34006,8e-05,0.075,8.00777969009209e-05,0.0733143898483083,0.0972461261510687,2.24748020225562,0.0972461261510687,-2.24748020225562,0.00215751139555133,2.26765584146495e-06,256,0,0,,373598.993835406,279887331.984868
PV1-006,B1 RLS,F28379D_device_realistic,20,34006,8e-05,0.075,7.99977215261012e-05,0.0750565079327505,0.00284809237348029,0.0753439103340359,-0.00284809237348029,0.0753439103340359,3.37329976442532e-09,0.0054291656037483,11,0,0,,373598.993835406,279887331.984868
PV1-006,B2 Augmented EKF,F28379D_device_realistic,20,34006,8e-05,0.075,8.25102449834641e-05,0.0749626709960564,3.13780622933006,0.0497720052581122,3.13780622933006,-0.0497720052581122,4.46004766839594e-10,2.03624051305067e-06,1024,0,0,,373598.993835406,279887331.984868
PV1-006,B3 Dual EKF,F28379D_device_realistic,20,34006,8e-05,0.075,8.00475150248657e-05,0.0752717564022319,0.059393781082158,0.362341869642568,0.059393781082158,0.362341869642568,2.58080128956277e-14,1.27381463618258e-06,12,0,0,,373598.993835406,279887331.984868
PV1-006,B4 Cuk-adapted wavelet-KF,F28379D_device_realistic,20,34006,8e-05,0.075,8.01225073499896e-05,0.0733964741921442,0.153134187486982,2.13803441047442,0.153134187486982,-2.13803441047442,4.80809439162616e-13,2.89821770645392e-06,6,0,0,,373598.993835406,279887331.984868
PV1-006,TS-SLTVKE,F28379D_device_realistic,20,34006,8e-05,0.075,8.01550789970297e-05,0.0751791920426023,0.193848746287163,0.238922723469759,0.193848746287163,0.238922723469759,2.34692049680064e-14,1.32896508692906e-07,1,0,0,,373598.993835406,279887331.984868
PV1-006,B0 Closed-form,F28379D_device_realistic,50,44006,8e-05,0.075,7.99883368407277e-05,0.0733876892364544,0.0145789490903729,2.14974768472748,-0.0145789490903729,-2.14974768472748,0.00186361495320374,2.72396219157834e-06,256,0,0,,373598.993835406,279887331.984868
PV1-006,B1 RLS,F28379D_device_realistic,50,44006,8e-05,0.075,8.00027463826786e-05,0.0749006870209226,0.00343297834820913,0.132417305436561,0.00343297834820913,-0.132417305436561,3.37414738579715e-09,0.0054291656037483,8,0,0,,373598.993835406,279887331.984868
PV1-006,B2 Augmented EKF,F28379D_device_realistic,50,44006,8e-05,0.075,8.04836135857309e-05,0.0754093269526506,0.604516982163614,0.545769270200817,0.604516982163614,0.545769270200817,4.06165444695313e-10,2.04001564853784e-06,1024,0,0,,373598.993835406,279887331.984868
PV1-006,B3 Dual EKF,F28379D_device_realistic,50,44006,8e-05,0.075,8.00397666944398e-05,0.074173041035717,0.0497083680497229,1.10261195237732,0.0497083680497229,-1.10261195237732,2.57980218307523e-14,1.27381463618258e-06,11,0,0,,373598.993835406,279887331.984868
PV1-006,B4 Cuk-adapted wavelet-KF,F28379D_device_realistic,50,44006,8e-05,0.075,8.01306046232405e-05,0.073316976279831,0.163255779050573,2.24403162689196,0.163255779050573,-2.24403162689196,4.81003833260498e-13,2.89821770645392e-06,6,0,0,,373598.993835406,279887331.984868
PV1-006,TS-SLTVKE,F28379D_device_realistic,50,44006,8e-05,0.075,8.00776218743737e-05,0.0750681520262775,0.0970273429671062,0.0908693683699576,0.0970273429671062,0.0908693683699576,2.33786193779976e-14,1.32896508692906e-07,1,0,0,,373598.993835406,279887331.984868
PV1-006,B0 Closed-form,F28379D_device_realistic,100,54006,8e-05,0.075,7.98943870244739e-05,0.0733223728670301,0.132016219407631,2.23683617729327,-0.132016219407631,-2.23683617729327,0.0017508779026902,7.93260950341484e-06,256,0,0,,373598.993835406,279887331.984868
PV1-006,B1 RLS,F28379D_device_realistic,100,54006,8e-05,0.075,8.00602499433164e-05,0.0750845108286058,0.0753124291455415,0.112681104807777,0.0753124291455415,0.112681104807777,3.3838587913347e-09,0.0054291656037483,12,0,0,,373598.993835406,279887331.984868
PV1-006,B2 Augmented EKF,F28379D_device_realistic,100,54006,8e-05,0.075,7.50253813386024e-05,0.0745102367989628,6.21827332674699,0.653017601382977,-6.21827332674699,-0.653017601382977,3.99923058127808e-10,1.99495043731591e-06,1024,0,0,,373598.993835406,279887331.984868
PV1-006,B3 Dual EKF,F28379D_device_realistic,100,54006,8e-05,0.075,8.00668065069489e-05,0.0751647543017909,0.0835081336861008,0.219672402387794,0.0835081336861008,0.219672402387794,2.58329008551941e-14,1.27381463618258e-06,12,0,0,,373598.993835406,279887331.984868
PV1-006,B4 Cuk-adapted wavelet-KF,F28379D_device_realistic,100,54006,8e-05,0.075,8.00763060145413e-05,0.0732216683231926,0.0953825181766676,2.37110890240982,0.0953825181766676,-2.37110890240982,4.79701394381631e-13,2.89821770645392e-06,6,0,0,,373598.993835406,279887331.984868
PV1-006,TS-SLTVKE,F28379D_device_realistic,100,54006,8e-05,0.075,8.01001368171528e-05,0.0748912119783967,0.125171021440963,0.145050695471031,0.125171021440963,-0.145050695471031,2.34049233715747e-14,1.33154104937139e-07,6,0,0,,373598.993835406,279887331.984868
PV1-007,B0 Closed-form,nominal,0,21007,9e-05,0.05,9.00858414583762e-05,0.0486957814416962,0.0953793981957324,2.60843711660765,0.0953793981957324,-2.60843711660765,0.000632725012651685,2.13167445906623e-06,256,0,0,,1247047.67597473,285932552.16484
PV1-007,B1 RLS,nominal,0,21007,9e-05,0.05,9.00367250520089e-05,0.0499933931382338,0.0408056133432613,0.0132137235323293,0.0408056133432613,-0.0132137235323293,7.84835751465267e-09,0.0256832578856938,11,0,0,,1247047.67597473,285932552.16484
PV1-007,B2 Augmented EKF,nominal,0,21007,9e-05,0.05,9.15898971560396e-05,0.0503118784868226,1.76655239559959,0.623756973645237,1.76655239559959,0.623756973645237,4.82639793268917e-10,3.74426563144875e-06,18,0,0,,1247047.67597473,285932552.16484
PV1-007,B3 Dual EKF,nominal,0,21007,9e-05,0.05,9.00200389681838e-05,0.0494267826604966,0.0222655202042212,1.14643467900676,0.0222655202042212,-1.14643467900676,1.27347912919329e-14,1.26079093263938e-06,16,0,0,,1247047.67597473,285932552.16484
PV1-007,B4 Cuk-adapted wavelet-KF,nominal,0,21007,9e-05,0.05,8.99179015876029e-05,0.0487527743010759,0.091220458219005,2.49445139784825,-0.091220458219005,-2.49445139784825,1.0826369329826e-12,6.35337502969229e-06,12,0,0,,1247047.67597473,285932552.16484
PV1-007,TS-SLTVKE,nominal,0,21007,9e-05,0.05,9.01122867735025e-05,0.0499690760137274,0.124763081669492,0.0618479725452425,0.124763081669492,-0.0618479725452425,1.27282041119793e-14,1.31466146403038e-07,2,0,0,,1247047.67597473,285932552.16484
PV1-007,B0 Closed-form,nominal,20,31007,9e-05,0.05,8.99969791250918e-05,0.0488042385040624,0.00335652767576234,2.39152299187514,-0.00335652767576234,-2.39152299187514,0.00046839655060838,2.14691562544032e-06,256,0,0,,1247047.67597473,285932552.16484
PV1-007,B1 RLS,nominal,20,31007,9e-05,0.05,8.99976062030757e-05,0.0500580696668782,0.00265977436033362,0.116139333756413,-0.00265977436033362,0.116139333756413,7.83472669095938e-09,0.0256832578856938,11,0,0,,1247047.67597473,285932552.16484
PV1-007,B2 Augmented EKF,nominal,20,31007,9e-05,0.05,9.0793963775748e-05,0.050212010006118,0.882181973053289,0.424020012236001,0.882181973053289,0.424020012236001,4.91945435897797e-10,3.75581992903666e-06,39,0,0,,1247047.67597473,285932552.16484
PV1-007,B3 Dual EKF,nominal,20,31007,9e-05,0.05,9.00155023612445e-05,0.0501392757600205,0.0172248458272231,0.278551520040998,0.0172248458272231,0.278551520040998,1.27322243801154e-14,1.26079093263938e-06,14,0,0,,1247047.67597473,285932552.16484
PV1-007,B4 Cuk-adapted wavelet-KF,nominal,20,31007,9e-05,0.05,8.99118355014033e-05,0.0488602060129188,0.0979605539963936,2.27958797416236,-0.0979605539963936,-2.27958797416236,1.08234481297999e-12,6.35337502969229e-06,12,0,0,,1247047.67597473,285932552.16484
PV1-007,TS-SLTVKE,nominal,20,31007,9e-05,0.05,9.00253551229495e-05,0.0500133009649524,0.028172358832816,0.0266019299047238,0.028172358832816,0.0266019299047238,1.26791593604724e-14,1.31466146403038e-07,2,0,0,,1247047.67597473,285932552.16484
PV1-007,B0 Closed-form,nominal,50,41007,9e-05,0.05,9.00908722222765e-05,0.0489238922353479,0.100969135862727,2.15221552930414,0.100969135862727,-2.15221552930414,0.000482411992964364,4.64369981190592e-06,256,0,0,,1247047.67597473,285932552.16484
PV1-007,B1 RLS,nominal,50,41007,9e-05,0.05,8.99300929532143e-05,0.0500841384063849,0.0776744964285316,0.168276812769874,-0.0776744964285316,0.168276812769874,7.81124371261803e-09,0.0256832578856938,12,0,0,,1247047.67597473,285932552.16484
PV1-007,B2 Augmented EKF,nominal,50,41007,9e-05,0.05,8.88800792554145e-05,0.0497004668576087,1.2443563828728,0.599066284782637,-1.2443563828728,-0.599066284782637,4.88094837730662e-10,3.72236847869897e-06,39,0,0,,1247047.67597473,285932552.16484
PV1-007,B3 Dual EKF,nominal,50,41007,9e-05,0.05,8.99432055467917e-05,0.0502057642721695,0.0631049480092353,0.411528544339054,-0.0631049480092353,0.411528544339054,1.26913695997097e-14,1.26079093263938e-06,8,0,0,,1247047.67597473,285932552.16484
PV1-007,B4 Cuk-adapted wavelet-KF,nominal,50,41007,9e-05,0.05,8.98187850299582e-05,0.0489094577356947,0.201349966713155,2.18108452861067,-0.201349966713155,-2.18108452861067,1.07787125463956e-12,6.35337502969229e-06,14,0,0,,1247047.67597473,285932552.16484
PV1-007,TS-SLTVKE,nominal,50,41007,9e-05,0.05,8.98494226679035e-05,0.0499846824204283,0.167308146773867,0.0306351591433246,-0.167308146773867,-0.0306351591433246,1.25803363040403e-14,1.31466163416794e-07,6,0,0,,1247047.67597473,285932552.16484
PV1-007,B0 Closed-form,nominal,100,51007,9e-05,0.05,8.98886072085057e-05,0.0487727778312989,0.123769768327003,2.45444433740211,-0.123769768327003,-2.45444433740211,0.000627173942214822,1.40364979259308e-05,256,0,0,,1247047.67597473,285932552.16484
PV1-007,B1 RLS,nominal,100,51007,9e-05,0.05,8.99909084937477e-05,0.0499659162179926,0.0101016736137143,0.0681675640148427,-0.0101016736137143,-0.0681675640148427,7.83239467939972e-09,0.0256832578856938,11,0,0,,1247047.67597473,285932552.16484
PV1-007,B2 Augmented EKF,nominal,100,51007,9e-05,0.05,8.80647536942033e-05,0.0505275465584177,2.1502736731075,1.05509311683545,-2.1502736731075,1.05509311683545,4.69614101479057e-10,3.74393012032077e-06,74,0,0,,1247047.67597473,285932552.16484
PV1-007,B3 Dual EKF,nominal,100,51007,9e-05,0.05,8.99977373781184e-05,0.049624518923163,0.002514024312922,0.750962153673956,-0.002514024312922,-0.750962153673956,1.2722176297493e-14,1.26079093263938e-06,12,0,0,,1247047.67597473,285932552.16484
PV1-007,B4 Cuk-adapted wavelet-KF,nominal,100,51007,9e-05,0.05,8.98704227209599e-05,0.0488794277072381,0.143974754489023,2.24114458552385,-0.143974754489023,-2.24114458552385,1.0803521075849e-12,6.35337502969229e-06,18,0,0,,1247047.67597473,285932552.16484
PV1-007,TS-SLTVKE,nominal,100,51007,9e-05,0.05,9.00408971285091e-05,0.0507208767941665,0.0454412538989411,1.44175358833293,0.0454412538989411,1.44175358833293,1.26879173643265e-14,1.44232139995995e-07,48,0,0,,1247047.67597473,285932552.16484
PV1-007,B0 Closed-form,5mV_2mA,0,22007,9e-05,0.05,9.03490006756113e-05,0.0485711495125723,0.387778528456977,2.85770097485533,0.387778528456977,-2.85770097485533,0.0134869582694946,4.94036349151221e-05,256,0,0,,49881.9070389893,11438588.5257905
PV1-007,B1 RLS,5mV_2mA,0,22007,9e-05,0.05,9.05381262329813e-05,0.050343849923621,0.597918036645847,0.687699847242013,0.597918036645847,0.687699847242013,8.02464866909298e-09,0.0256832578856938,16,0,0,,49881.9070389893,11438588.5257905
PV1-007,B2 Augmented EKF,5mV_2mA,0,22007,9e-05,0.05,7.64240707675968e-05,0.0499794793748936,15.0843658137813,0.0410412502128699,-15.0843658137813,-0.0410412502128699,5.7143905335129e-10,5.51137662921463e-06,1024,0,0,,49881.9070389893,11438588.5257905
PV1-007,B3 Dual EKF,5mV_2mA,0,22007,9e-05,0.05,9.03360692008401e-05,0.0500131484735752,0.373410223155687,0.0262969471503116,0.373410223155687,0.0262969471503116,2.94263915306542e-13,6.68639947663348e-06,37,0,0,,49881.9070389893,11438588.5257905
PV1-007,B4 Cuk-adapted wavelet-KF,5mV_2mA,0,22007,9e-05,0.05,9.03022011639945e-05,0.0483699233145929,0.335779071105035,3.26015337081412,0.335779071105035,-3.26015337081412,1.10126422698862e-12,6.35337502969229e-06,20,0,0,,49881.9070389893,11438588.5257905
