method,mode,case_id,source_model,trajectory_type,trajectory_duration_s,shape,health_report_period_s,noise_profile,skew_ns,C_nRMSE,ESR_nRMSE,C_nIAE,ESR_nIAE,C_xcorr_lag_ms,ESR_xcorr_lag_ms,C_50pct_delay_ms,ESR_50pct_delay_ms,normalized_lag_percent,C_endpoint_error_percent,ESR_endpoint_error_percent,C_max_tracking_error_percent,ESR_max_tracking_error_percent,false_cross_coupling_percent,accepted_C_updates,accepted_R_updates,projection_activations,failure_flag,reliable_health_tracking,notes
M3 Dual EKF,Native,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,2e-05,F28379D_device_realistic,50,0.191817180966081,NaN,0.104398837491406,NaN,0,NaN,129.12,NaN,12.912,3.20112302798034,2.48100733590292,4.79323894956442,7.07611789937762,10.9617270701042,25000,25000,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.02048,F28379D_device_realistic,50,0.197916022489088,NaN,0.108573655529952,NaN,0,NaN,163.84,NaN,16.384,3.20112302798034,2.48100733590292,3.20112302798034,5.26511275110035,9.3256952886254,25000,25000,0,0,0,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-004,TRACE_DERIVED_OBSERVATION,C_ramp,1,smooth,2e-05,F28379D_device_realistic,50,0.0233936901719826,NaN,0.0113469481398945,NaN,0,NaN,-5.16000000000005,NaN,0.516000000000005,0.484860071698777,0.553582008587725,2.86641283411749,6.82734267567016,4.28675212505437,25000,25000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-004,TRACE_DERIVED_OBSERVATION,C_ramp,1,smooth,0.02048,F28379D_device_realistic,50,0.0211581495685647,NaN,0.0106667496870204,NaN,0,NaN,20.4799999999999,NaN,2.04799999999999,0.484860071698777,0.553582008587725,0.755338936602712,0.573229234692704,0.305983900860771,25000,25000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-004,TRACE_DERIVED_OBSERVATION,C_ramp,1,smooth,2e-05,F28379D_device_realistic,50,0.0652111976071318,NaN,0.0358336600161245,NaN,0,NaN,36.04,NaN,3.604,0.123999566185436,1.60361906985679,2.64051975929298,6.84383794333555,7.6601992730187,24926,20293,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-004,TRACE_DERIVED_OBSERVATION,C_ramp,1,smooth,0.02048,F28379D_device_realistic,50,0.0649134031168647,NaN,0.0361125879923444,NaN,0,NaN,61.4399999999999,NaN,6.14399999999999,0.123999566185436,1.60361906985679,1.47628636103041,3.82530380445795,3.23064345476425,24926,20293,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-004,TRACE_DERIVED_OBSERVATION,C_ramp,1,smooth,2e-05,F28379D_device_realistic,50,0.209867938024384,NaN,0.114779143228088,NaN,0,NaN,123.96,NaN,12.396,1.82995842846901,3.721903076122,4.2368056682213,7.08607366990208,10.7648601602003,25000,25000,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-004,TRACE_DERIVED_OBSERVATION,C_ramp,1,smooth,0.02048,F28379D_device_realistic,50,0.210147199930107,NaN,0.116832322598862,NaN,0,NaN,143.36,NaN,14.336,1.82995842846901,3.721903076122,4.2154958485401,6.11617864126858,9.87234122323102,25000,25000,0,0,0,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-005,TRACE_DERIVED_OBSERVATION,C_ramp,10,linear,2e-05,F28379D_device_realistic,50,0.0266566190149087,NaN,0.0122460586489736,NaN,0,NaN,-208.32,NaN,2.0832,0.33089928967113,0.390265706124951,3.5561618014734,6.50610565106832,6.79257680060416,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-005,TRACE_DERIVED_OBSERVATION,C_ramp,10,linear,0.02048,F28379D_device_realistic,50,0.0284780421729894,NaN,0.0131190946145166,NaN,0,NaN,20.7199999999998,NaN,0.207199999999998,0.33089928967113,0.390265706124951,1.22139209500758,0.866616888142019,0.643902613005329,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-005,TRACE_DERIVED_OBSERVATION,C_ramp,10,linear,2e-05,F28379D_device_realistic,50,0.0121553239191814,NaN,0.00542271689323399,NaN,0,NaN,-143.079999999999,NaN,1.43079999999999,0.201324901435695,4.33720376964308,3.45951819893405,8.32090441212992,14.8241875281292,248978,107373,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-005,TRACE_DERIVED_OBSERVATION,C_ramp,10,linear,0.02048,F28379D_device_realistic,50,0.0119516426018933,NaN,0.00545404199607295,NaN,0,NaN,20.7199999999998,NaN,0.207199999999998,0.201324901435695,4.33720376964308,0.451603394127686,7.32668628995373,8.23355282443353,248978,107373,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-005,TRACE_DERIVED_OBSERVATION,C_ramp,10,linear,2e-05,F28379D_device_realistic,50,0.0165963220797585,NaN,0.00885283483186606,NaN,0,NaN,84.8399999999998,NaN,0.848399999999998,0.166567973965275,0.272447446426488,3.43774344809508,7.18353328182525,13.684202387372,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-005,TRACE_DERIVED_OBSERVATION,C_ramp,10,linear,0.02048,F28379D_device_realistic,50,0.0164352005303249,NaN,0.00884253539596967,NaN,0,NaN,102.48,NaN,1.0248,0.166567973965275,0.272447446426488,0.385496482175109,6.26315440715415,6.83109970745731,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-006,TRACE_DERIVED_OBSERVATION,C_ramp,10,smooth,2e-05,F28379D_device_realistic,50,0.0243321808492931,NaN,0.011794940194737,NaN,0,NaN,-140.56,NaN,1.4056,0.414041882872929,0.661978381180678,2.98757183384604,4.77830699518912,5.03478037247601,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-006,TRACE_DERIVED_OBSERVATION,C_ramp,10,smooth,0.02048,F28379D_device_realistic,50,0.0233149481890685,NaN,0.0113024079420643,NaN,0,NaN,82.0400000000001,NaN,0.820400000000001,0.414041882872929,0.661978381180678,1.04124972374485,0.780831285521782,0.60221955743367,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-006,TRACE_DERIVED_OBSERVATION,C_ramp,10,smooth,2e-05,F28379D_device_realistic,50,0.0105355541427317,NaN,0.00507969363464196,NaN,0,NaN,13.1600000000001,NaN,0.131600000000001,0.340755941419725,1.13790833755519,2.92975812852368,8.38819752905985,13.1642507855679,248992,107767,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-006,TRACE_DERIVED_OBSERVATION,C_ramp,10,smooth,0.02048,F28379D_device_realistic,50,0.0101431991912363,NaN,0.0049537076057542,NaN,0,NaN,82.0400000000001,NaN,0.820400000000001,0.340755941419725,1.13790833755519,0.470957601019501,7.3744754761557,7.3180162664228,248992,107767,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-006,TRACE_DERIVED_OBSERVATION,C_ramp,10,smooth,2e-05,F28379D_device_realistic,50,0.0209528135534347,NaN,0.011035016829843,NaN,0,NaN,132.44,NaN,1.3244,0.155590525168455,0.511731175801416,2.91552424207238,6.87725412440773,11.4615283247951,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-006,TRACE_DERIVED_OBSERVATION,C_ramp,10,smooth,0.02048,F28379D_device_realistic,50,0.0208909224662545,NaN,0.0110288738993553,NaN,0,NaN,143.36,NaN,1.4336,0.155590525168455,0.511731175801416,0.610548746509815,5.81054014021312,7.17943114391766,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-007,TRACE_DERIVED_OBSERVATION,C_ramp,100,linear,2e-05,F28379D_device_realistic,50,0.0280996735364924,NaN,0.012885241748393,NaN,0,NaN,-3840.48,NaN,3.84048,0.511584832707506,0.444940859574569,2.3780207408243,6.51583625900873,8.53235461950388,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
