method,mode,case_id,source_model,trajectory_type,trajectory_duration_s,health_report_period_s,noise_profile,skew_ns,C_true,ESR_true,C_est,ESR_est,C_error,ESR_error,accepted_C_updates,accepted_R_updates,compute_count,failure_flag,notes
M1 TS-D-RLS,Native,PV1-004,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,nominal,0,8e-05,0.05,7.99764571705229e-05,0.0500030362348135,0.029428536846321,0.00607246962704977,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-004,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,nominal,20,8e-05,0.05,7.99678163386061e-05,0.0501402299470007,0.0402295767424343,0.280459894001428,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-004,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,nominal,50,8e-05,0.05,8.00862255904836e-05,0.0500741780112721,0.107781988104461,0.148356022544238,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-004,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,nominal,100,8e-05,0.05,8.00739638747467e-05,0.0502131638793841,0.092454843433365,0.426327758768186,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,10mV_5mA,0,9e-05,0.1,9.11004266352506e-05,0.100116764491183,1.22269626138953,0.116764491183163,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,10mV_5mA,20,9e-05,0.1,8.88702789390203e-05,0.099777838794988,1.25524562331075,0.222161205011995,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,10mV_5mA,50,9e-05,0.1,9.27777369949186e-05,0.0998605246975923,3.08637443879842,0.139475302407666,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,10mV_5mA,100,9e-05,0.1,8.9767780682421e-05,0.100197560646876,0.258021463976621,0.197560646875639,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,5mV_2mA,0,9e-05,0.1,9.0693102646364e-05,0.100058329006009,0.770114051515525,0.0583290060091501,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,5mV_2mA,20,9e-05,0.1,9.01373672390096e-05,0.100274111567459,0.152630265566156,0.274111567458646,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,5mV_2mA,50,9e-05,0.1,8.96155932432659e-05,0.0998601169975114,0.427118618593414,0.139883002488639,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,5mV_2mA,100,9e-05,0.1,9.06763232743815e-05,0.100203034254758,0.751470304868351,0.203034254758183,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,F28379D_device_realistic,0,9e-05,0.1,9.00169952214973e-05,0.100048466514993,0.0188835794414866,0.048466514992529,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,F28379D_device_realistic,20,9e-05,0.1,9.02362941315855e-05,0.100076575160394,0.262549035094972,0.0765751603944764,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,F28379D_device_realistic,50,9e-05,0.1,9.00766286184744e-05,0.100222274889765,0.0851429094160139,0.222274889764984,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,F28379D_device_realistic,100,9e-05,0.1,9.02473737239416e-05,0.100323053712261,0.274859693268459,0.323053712261401,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,nominal,0,9e-05,0.1,9.00242362653011e-05,0.0999834027789143,0.0269291836678232,0.0165972210856791,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,nominal,20,9e-05,0.1,8.99330476212937e-05,0.100054297065625,0.0743915318958788,0.0542970656246755,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,nominal,50,9e-05,0.1,9.02015206404231e-05,0.100133371059608,0.22391182269228,0.133371059608001,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-005,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,nominal,100,9e-05,0.1,9.00714093979336e-05,0.100294679194601,0.0793437754818216,0.294679194601288,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-006,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,10mV_5mA,0,8e-05,0.075,8.06854439288772e-05,0.074900258014514,0.85680491109652,0.132989313981335,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-006,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,10mV_5mA,20,8e-05,0.075,8.14462749595597e-05,0.0746742181440325,1.80784369944966,0.434375807956688,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-006,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,10mV_5mA,50,8e-05,0.075,7.99699913184137e-05,0.0748961901949004,0.0375108519828249,0.138413073466104,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-006,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,10mV_5mA,100,8e-05,0.075,8.00399711164098e-05,0.0753941885504181,0.0499638955122839,0.525584733890816,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-006,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,5mV_2mA,0,8e-05,0.075,7.9971435032739e-05,0.0749551113760319,0.0357062090762805,0.0598514986241083,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
M1 TS-D-RLS,Native,PV1-006,FROZEN_PV12_RECALIBRATED_ANCHOR,static,0.02048,2e-05,5mV_2mA,20,8e-05,0.075,8.00530423595438e-05,0.0749358481075355,0.0663029494297307,0.0855358566193787,512,512,1024,0,"Recalibrated v1.2 O1 blind row; identical case/seed."
