test_id,model_type,Vin,D,load_percent,fs_Hz,C_true_F,ESR_true_Ohm,noise_SNR_dB,adc_bits,samples_per_cycle,sync_error_s,ESL_H,method,C_est_F,C_MAPE_percent,ESR_est_Ohm,ESR_MAPE_percent,convergence_time_s,rank_Phi,cond_Phi,rank_Obs,cond_Obs,min_singular_Obs,status,notes
OP_57_DCM,Model_A,28.8,0.35,100,50000,0.0001,0.05,NaN,NaN,200,0,0,not_evaluated,NaN,NaN,NaN,NaN,NaN,2,1.04040574076121,NaN,NaN,NaN,EXCLUDED_DCM,Estimator claims scoped to CCM; load fraction=0.25
OP_58_1,Model_A,28.8,0.35,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.00992939183477315,NaN,3.29835061464699,NaN,2,1.01350662051346,3,6898.47450037555,0.000557852543744482,PASS,CCM operating sweep; load fraction=0.5
OP_58_2,Model_A,28.8,0.35,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.0831606292919895,NaN,1.04188843264565,7.10000000000034e-06,2,1.01350662051346,3,6898.47450037555,0.000557852543744482,PASS,CCM operating sweep; load fraction=0.5
OP_59_1,Model_A,28.8,0.35,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.000944173737704723,NaN,1.8139410681004,NaN,2,1.00619415995344,3,7839.38048380079,0.00054138930288903,PASS,CCM operating sweep; load fraction=0.75
OP_59_2,Model_A,28.8,0.35,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.063434740889512,NaN,1.05095187658246,7.10000000000034e-06,2,1.00619415995344,3,7839.38048380079,0.00054138930288903,PASS,CCM operating sweep; load fraction=0.75
OP_60_1,Model_A,28.8,0.35,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.00211437451225205,NaN,1.12625276205784,NaN,2,1.00341187600223,3,9088.7685483829,0.000516560820053876,PASS,CCM operating sweep; load fraction=1
OP_60_2,Model_A,28.8,0.35,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.0506023991112214,NaN,1.05795758598383,0.0001003,2,1.00341187600223,3,9088.7685483829,0.000516560820053876,PASS,CCM operating sweep; load fraction=1
OP_61_DCM,Model_A,28.8,0.45,100,50000,0.0001,0.05,NaN,NaN,200,0,0,not_evaluated,NaN,NaN,NaN,NaN,NaN,2,1.05569301644251,NaN,NaN,NaN,EXCLUDED_DCM,Estimator claims scoped to CCM; load fraction=0.1
OP_62_1,Model_A,28.8,0.45,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.0486382770925164,NaN,2.95111194177932,NaN,2,1.01769785018902,3,4392.10063846122,0.000850650558545877,PASS,CCM operating sweep; load fraction=0.25
OP_62_2,Model_A,28.8,0.45,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.0317608508525913,NaN,1.07725836385063,9.00000000000033e-06,2,1.01769785018902,3,4392.10063846122,0.000850650558545877,PASS,CCM operating sweep; load fraction=0.25
OP_63_1,Model_A,28.8,0.45,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.00338001206363625,NaN,1.17914374092715,NaN,2,1.00492619982132,3,5865.306136394,0.000812117985106263,PASS,CCM operating sweep; load fraction=0.5
OP_63_2,Model_A,28.8,0.45,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.00748951419833332,NaN,1.08770420913653,9.00000000000033e-06,2,1.00492619982132,3,5865.306136394,0.000812117985106263,PASS,CCM operating sweep; load fraction=0.5
OP_64_1,Model_A,28.8,0.45,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.000243513870834544,NaN,0.608902423767399,NaN,2,1.00213083616277,3,8318.49805791163,0.000724247271018969,PASS,CCM operating sweep; load fraction=0.75
OP_64_2,Model_A,28.8,0.45,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.00188473971810543,NaN,1.09413350801263,3.79e-05,2,1.00213083616277,3,8318.49805791163,0.000724247271018969,PASS,CCM operating sweep; load fraction=0.75
OP_65_1,Model_A,28.8,0.45,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.000595446620210716,NaN,0.367275129263422,NaN,2,1.00120319910316,3,12391.3572757329,0.00060203894354814,PASS,CCM operating sweep; load fraction=1
OP_65_2,Model_A,28.8,0.45,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.00500225490924766,NaN,1.09650710389815,9.00000000000033e-06,2,1.00120319910316,3,12391.3572757329,0.00060203894354814,PASS,CCM operating sweep; load fraction=1
OP_66_DCM,Model_A,28.8,0.55,100,50000,0.0001,0.05,NaN,NaN,200,0,0,not_evaluated,NaN,NaN,NaN,NaN,NaN,2,1.2175260330346,NaN,NaN,NaN,EXCLUDED_DCM,Estimator claims scoped to CCM; load fraction=0.1
OP_67_1,Model_A,28.8,0.55,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.0126459431085135,NaN,1.8839553533002,NaN,2,1.0324317221004,3,4208.73316013395,0.00102675232121782,PASS,CCM operating sweep; load fraction=0.25
OP_67_2,Model_A,28.8,0.55,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.0444047627055966,NaN,1.10522106031379,1.10000000000002e-05,2,1.0324317221004,3,4208.73316013395,0.00102675232121782,PASS,CCM operating sweep; load fraction=0.25
OP_68_1,Model_A,28.8,0.55,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.00192683490320977,NaN,0.509575551056918,NaN,2,1.00647817081035,3,7331.87688952011,0.000896342194504344,PASS,CCM operating sweep; load fraction=0.5
OP_68_2,Model_A,28.8,0.55,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.0177258476732112,NaN,1.11337826804052,0.0002172,2,1.00647817081035,3,7331.87688952011,0.000896342194504344,PASS,CCM operating sweep; load fraction=0.5
OP_69_1,Model_A,28.8,0.55,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.000761693396733598,NaN,0.226089865609369,NaN,2,1.00235410428514,3,14001.2791549884,0.00065180858507815,PASS,CCM operating sweep; load fraction=0.75
OP_69_2,Model_A,28.8,0.55,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.00810309279031252,NaN,1.1112765289505,1.10000000000002e-05,2,1.00235410428514,3,14001.2791549884,0.00065180858507815,PASS,CCM operating sweep; load fraction=0.75
OP_70_1,Model_A,28.8,0.55,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.000412585959719269,NaN,0.126648581354039,NaN,2,1.00102965338166,3,27451.9870143254,0.000446229418431266,PASS,CCM operating sweep; load fraction=1
OP_70_2,Model_A,28.8,0.55,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.00444951646771941,NaN,1.10450097845385,1.10000000000002e-05,2,1.00102965338166,3,27451.9870143254,0.000446229418431266,PASS,CCM operating sweep; load fraction=1
OP_71_DCM,Model_A,28.8,0.65,100,50000,0.0001,0.05,NaN,NaN,200,0,0,not_evaluated,NaN,NaN,NaN,NaN,NaN,2,1.10730595620505,NaN,NaN,NaN,EXCLUDED_DCM,Estimator claims scoped to CCM; load fraction=0.1
OP_72_1,Model_A,28.8,0.65,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.00692101828430047,NaN,0.614116364550266,NaN,2,1.0129448929444,3,6349.40929419922,0.000944963650046332,PASS,CCM operating sweep; load fraction=0.25
OP_72_2,Model_A,28.8,0.65,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.00719216010517387,NaN,1.12625416537354,0.0002114,2,1.0129448929444,3,6349.40929419922,0.000944963650046332,PASS,CCM operating sweep; load fraction=0.25
OP_73_1,Model_A,28.8,0.65,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.000716232654285331,NaN,0.140908632054959,NaN,2,1.00230953362049,3,21242.5782143927,0.000590418465846496,PASS,CCM operating sweep; load fraction=0.5
OP_73_2,Model_A,28.8,0.65,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.00605445271435467,NaN,1.11661953708666,1.31000000000003e-05,2,1.00230953362049,3,21242.5782143927,0.000590418465846496,PASS,CCM operating sweep; load fraction=0.5
OP_74_1,Model_A,28.8,0.65,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.000259515586853443,NaN,0.0606222974700255,NaN,2,1.00067035445931,3,60874.852983587,0.000340438469763378,PASS,CCM operating sweep; load fraction=0.75
OP_74_2,Model_A,28.8,0.65,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.00689918619964924,NaN,1.09989644764614,1.31000000000003e-05,2,1.00067035445931,3,60874.852983587,0.000340438469763378,PASS,CCM operating sweep; load fraction=0.75
OP_75_1,Model_A,28.8,0.65,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,NaN,0.000137244673714676,NaN,0.0336644422108789,NaN,2,1.00015698115509,3,130132.212289266,0.000219407155870166,PASS,CCM operating sweep; load fraction=1
OP_75_2,Model_A,28.8,0.65,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF_adaptive,NaN,0.00577223316282627,NaN,1.0859346912779,1.31000000000003e-05,2,1.00015698115509,3,130132.212289266,0.000219407155870166,PASS,CCM operating sweep; load fraction=1
NOISE_1,Model_A_noise,24,0.4,100,50000,0.0001,0.05,20,NaN,200,NaN,0,RLS,NaN,27.5304781740852,NaN,97.5320532393081,NaN,NaN,NaN,NaN,NaN,NaN,FAIL,full_signal_rms; median of 20 seeds; failure_rate=1
NOISE_2,Model_A_noise,24,0.4,100,50000,0.0001,0.05,20,NaN,200,NaN,0,TS_LTVKF,NaN,19.1479175073999,NaN,18.0928343282871,NaN,NaN,NaN,NaN,NaN,NaN,FAIL,full_signal_rms; median of 20 seeds; failure_rate=0.9
NOISE_3,Model_A_noise,24,0.4,100,50000,0.0001,0.05,30,NaN,200,NaN,0,RLS,NaN,23.8462871092221,NaN,52.7474670324164,NaN,NaN,NaN,NaN,NaN,NaN,FAIL,full_signal_rms; median of 20 seeds; failure_rate=0.95
NOISE_4,Model_A_noise,24,0.4,100,50000,0.0001,0.05,30,NaN,200,NaN,0,TS_LTVKF,NaN,9.59441798437344,NaN,6.72440587045371,NaN,NaN,NaN,NaN,NaN,NaN,FAIL,full_signal_rms; median of 20 seeds; failure_rate=0.4
NOISE_5,Model_A_noise,24,0.4,100,50000,0.0001,0.05,40,NaN,200,NaN,0,RLS,NaN,17.76497937362,NaN,22.5420974778132,NaN,NaN,NaN,NaN,NaN,NaN,FAIL,full_signal_rms; median of 20 seeds; failure_rate=0.85
NOISE_6,Model_A_noise,24,0.4,100,50000,0.0001,0.05,40,NaN,200,NaN,0,TS_LTVKF,NaN,5.03092616975446,NaN,2.09383157263904,NaN,NaN,NaN,NaN,NaN,NaN,FAIL,full_signal_rms; median of 20 seeds; failure_rate=0
NOISE_7,Model_A_noise,24,0.4,100,50000,0.0001,0.05,50,NaN,200,NaN,0,RLS,NaN,6.78157504218701,NaN,6.79805619726097,NaN,NaN,NaN,NaN,NaN,NaN,FAIL,full_signal_rms; median of 20 seeds; failure_rate=0.25
NOISE_8,Model_A_noise,24,0.4,100,50000,0.0001,0.05,50,NaN,200,NaN,0,TS_LTVKF,NaN,1.346444195188,NaN,1.36580753483773,NaN,NaN,NaN,NaN,NaN,NaN,PASS,full_signal_rms; median of 20 seeds; failure_rate=0
NOISE_9,Model_A_noise,24,0.4,100,50000,0.0001,0.05,20,NaN,200,NaN,0,RLS,NaN,0.839659564600859,NaN,1.41946768167644,NaN,NaN,NaN,NaN,NaN,NaN,PASS,ac_ripple_rms; median of 20 seeds; failure_rate=0
NOISE_10,Model_A_noise,24,0.4,100,50000,0.0001,0.05,20,NaN,200,NaN,0,TS_LTVKF,NaN,0.215604191094759,NaN,0.876480082666886,NaN,NaN,NaN,NaN,NaN,NaN,PASS,ac_ripple_rms; median of 20 seeds; failure_rate=0
NOISE_11,Model_A_noise,24,0.4,100,50000,0.0001,0.05,30,NaN,200,NaN,0,RLS,NaN,0.266422229793023,NaN,1.29090683848611,NaN,NaN,NaN,NaN,NaN,NaN,PASS,ac_ripple_rms; median of 20 seeds; failure_rate=0
NOISE_12,Model_A_noise,24,0.4,100,50000,0.0001,0.05,30,NaN,200,NaN,0,TS_LTVKF,NaN,0.0955495908727455,NaN,0.968802199861435,NaN,NaN,NaN,NaN,NaN,NaN,PASS,ac_ripple_rms; median of 20 seeds; failure_rate=0
NOISE_13,Model_A_noise,24,0.4,100,50000,0.0001,0.05,40,NaN,200,NaN,0,RLS,NaN,0.0846538668077157,NaN,1.28521646574495,NaN,NaN,NaN,NaN,NaN,NaN,PASS,ac_ripple_rms; median of 20 seeds; failure_rate=0
NOISE_14,Model_A_noise,24,0.4,100,50000,0.0001,0.05,40,NaN,200,NaN,0,TS_LTVKF,NaN,0.0455716490898983,NaN,0.994268818646166,NaN,NaN,NaN,NaN,NaN,NaN,PASS,ac_ripple_rms; median of 20 seeds; failure_rate=0
NOISE_15,Model_A_noise,24,0.4,100,50000,0.0001,0.05,50,NaN,200,NaN,0,RLS,NaN,0.0283823176565612,NaN,1.27792855583171,NaN,NaN,NaN,NaN,NaN,NaN,PASS,ac_ripple_rms; median of 20 seeds; failure_rate=0
NOISE_16,Model_A_noise,24,0.4,100,50000,0.0001,0.05,50,NaN,200,NaN,0,TS_LTVKF,NaN,0.0415777912691206,NaN,1.00318969758607,NaN,NaN,NaN,NaN,NaN,NaN,PASS,ac_ripple_rms; median of 20 seeds; failure_rate=0
ADC_1,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,12,4,0,0,RLS,9.83448535109166e-05,1.65514648908341,0.0358297395998082,28.3405208003837,NaN,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_2,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,12,4,0,0,TS_LTVKF,0.00015,50,0.0355625202081536,28.8749595836929,NaN,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_3,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,12,8,0,0,RLS,9.92214222560472e-05,0.778577743952813,0.049121744104338,1.75651179132392,NaN,2,NaN,NaN,NaN,NaN,PASS,Voltage range 0-100 V; current range +/-5 A
ADC_4,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,12,8,0,0,TS_LTVKF,0.00015,50,0.0490570568422547,1.88588631549058,0.0002725,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_5,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,12,16,0,0,RLS,0.00010003079953149,0.0307995314899445,0.0482399181899759,3.52016362004821,NaN,2,NaN,NaN,NaN,NaN,PASS,Voltage range 0-100 V; current range +/-5 A
ADC_6,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,12,16,0,0,TS_LTVKF,0.00015,50,0.0540466912976571,8.09338259531425,NaN,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_7,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,12,32,0,0,RLS,9.94506040549607e-05,0.549395945039299,0.0474855805554932,5.02883888901368,NaN,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_8,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,12,32,0,0,TS_LTVKF,0.000100800455037897,0.800455037897096,0.0472745399019637,5.45092019607258,0.0004644,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_9,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,14,4,0,0,RLS,9.85521726126321e-05,1.44782738736794,0.0359740417647858,28.0519164704283,NaN,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_10,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,14,4,0,0,TS_LTVKF,0.00015,50,0.0442601463830025,11.4797072339951,NaN,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_11,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,14,8,0,0,RLS,9.98225282085575e-05,0.177471791442474,0.0491106242371186,1.77875152576283,NaN,2,NaN,NaN,NaN,NaN,PASS,Voltage range 0-100 V; current range +/-5 A
ADC_12,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,14,8,0,0,TS_LTVKF,0.000102094813502156,2.09481350215617,0.0587530411009297,17.5060822018593,1e-05,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_13,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,14,16,0,0,RLS,9.9858316843452e-05,0.141683156548023,0.0481575519266558,3.6848961466884,NaN,2,NaN,NaN,NaN,NaN,PASS,Voltage range 0-100 V; current range +/-5 A
ADC_14,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,14,16,0,0,TS_LTVKF,0.000133039587433943,33.0395874339427,0.0532946058859547,6.58921177190943,NaN,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_15,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,14,32,0,0,RLS,9.99645568382528e-05,0.0354431617471729,0.0473032709892647,5.39345802147064,NaN,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_16,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,14,32,0,0,TS_LTVKF,0.000100177684858614,0.177684858613536,0.047365008087611,5.26998382477795,8.1e-06,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_17,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,16,4,0,0,RLS,9.86139639560152e-05,1.38603604398481,0.0359751552485988,28.0496895028024,NaN,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_18,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,16,4,0,0,TS_LTVKF,0.000100030125790973,0.0301257909734121,0.044622547596181,10.754904807638,1.5e-05,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_19,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,16,8,0,0,RLS,9.98802351156662e-05,0.119764884333851,0.0491079908377514,1.78401832449731,NaN,2,NaN,NaN,NaN,NaN,PASS,Voltage range 0-100 V; current range +/-5 A
ADC_20,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,16,8,0,0,TS_LTVKF,9.93906339091495e-05,0.609366090850516,0.0585615025261112,17.1230050522223,1e-05,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_21,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,16,16,0,0,RLS,9.99362578614727e-05,0.0637421385273562,0.0481842645783109,3.63147084337814,NaN,2,NaN,NaN,NaN,NaN,PASS,Voltage range 0-100 V; current range +/-5 A
ADC_22,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,16,16,0,0,TS_LTVKF,0.000102172319314698,2.17231931469806,0.0513362260182017,2.67245203640334,3.88e-05,2,NaN,NaN,NaN,NaN,PASS,Voltage range 0-100 V; current range +/-5 A
ADC_23,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,16,32,0,0,RLS,9.99867583993785e-05,0.0132416006215053,0.0472772474690569,5.44550506188618,NaN,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
ADC_24,Model_A_quantized,24,0.4,100,50000,0.0001,0.05,NaN,16,32,0,0,TS_LTVKF,0.000100104108620701,0.104108620701382,0.0473796421226794,5.24071575464116,8.1e-06,2,NaN,NaN,NaN,NaN,FAIL,Voltage range 0-100 V; current range +/-5 A
SYNC_1_1,Model_A_sync,24,0.4,100,50000,0.0001,0.05,NaN,NaN,1000,0,0,RLS,NaN,0.00237059273381357,NaN,0.680940791651108,NaN,2,NaN,NaN,NaN,NaN,PASS,Offset=0 Ts; adjacent-edge assignment
SYNC_1_2,Model_A_sync,24,0.4,100,50000,0.0001,0.05,NaN,NaN,1000,0,0,TS_LTVKF,NaN,0.00545924177522972,NaN,0.20320132501862,NaN,2,NaN,NaN,NaN,NaN,PASS,Offset=0 Ts; adjacent-edge assignment
SYNC_2_1,Model_A_sync,24,0.4,100,50000,0.0001,0.05,NaN,NaN,1000,2e-08,0,RLS,NaN,50,NaN,90,NaN,2,NaN,NaN,NaN,NaN,FAIL,Offset=0.001 Ts; adjacent-edge assignment
SYNC_2_2,Model_A_sync,24,0.4,100,50000,0.0001,0.05,NaN,NaN,1000,2e-08,0,TS_LTVKF,NaN,12.7100455334389,NaN,90,NaN,2,NaN,NaN,NaN,NaN,FAIL,Offset=0.001 Ts; adjacent-edge assignment
SYNC_3_1,Model_A_sync,24,0.4,100,50000,0.0001,0.05,NaN,NaN,1000,4e-08,0,RLS,NaN,50,NaN,90,NaN,2,NaN,NaN,NaN,NaN,FAIL,Offset=0.002 Ts; adjacent-edge assignment
SYNC_3_2,Model_A_sync,24,0.4,100,50000,0.0001,0.05,NaN,NaN,1000,4e-08,0,TS_LTVKF,NaN,13.1077132600529,NaN,90,NaN,2,NaN,NaN,NaN,NaN,FAIL,Offset=0.002 Ts; adjacent-edge assignment
SYNC_4_1,Model_A_sync,24,0.4,100,50000,0.0001,0.05,NaN,NaN,1000,1e-07,0,RLS,NaN,50,NaN,90,NaN,2,NaN,NaN,NaN,NaN,FAIL,Offset=0.005 Ts; adjacent-edge assignment
SYNC_4_2,Model_A_sync,24,0.4,100,50000,0.0001,0.05,NaN,NaN,1000,1e-07,0,TS_LTVKF,NaN,13.5834667389867,NaN,90,NaN,2,NaN,NaN,NaN,NaN,FAIL,Offset=0.005 Ts; adjacent-edge assignment
SYNC_5_1,Model_A_sync,24,0.4,100,50000,0.0001,0.05,NaN,NaN,1000,2e-07,0,RLS,NaN,49.979232932847,NaN,90,NaN,2,NaN,NaN,NaN,NaN,FAIL,Offset=0.01 Ts; adjacent-edge assignment
SYNC_5_2,Model_A_sync,24,0.4,100,50000,0.0001,0.05,NaN,NaN,1000,2e-07,0,TS_LTVKF,NaN,50,NaN,186.744117446268,NaN,2,NaN,NaN,NaN,NaN,FAIL,Offset=0.01 Ts; adjacent-edge assignment
SYNC_6_1,Model_A_sync,24,0.4,100,50000,0.0001,0.05,NaN,NaN,1000,4e-07,0,RLS,NaN,48.9120642297542,NaN,90,NaN,2,NaN,NaN,NaN,NaN,FAIL,Offset=0.02 Ts; adjacent-edge assignment
SYNC_6_2,Model_A_sync,24,0.4,100,50000,0.0001,0.05,NaN,NaN,1000,4e-07,0,TS_LTVKF,NaN,50,NaN,300,NaN,2,NaN,NaN,NaN,NaN,FAIL,Offset=0.02 Ts; adjacent-edge assignment
SYNC_7_1,Model_A_sync,24,0.4,100,50000,0.0001,0.05,NaN,NaN,1000,1e-06,0,RLS,NaN,45.3272814826228,NaN,90,NaN,2,NaN,NaN,NaN,NaN,FAIL,Offset=0.05 Ts; adjacent-edge assignment
SYNC_7_2,Model_A_sync,24,0.4,100,50000,0.0001,0.05,NaN,NaN,1000,1e-06,0,TS_LTVKF,NaN,50,NaN,90,NaN,2,NaN,NaN,NaN,NaN,FAIL,Offset=0.05 Ts; adjacent-edge assignment
DYN_1,Model_A_dynamic,24,0.4,100,50000,9e-05,0.05,NaN,NaN,200,0,0,RLS,9.0002041756972e-05,0.00226861885772589,0.0494404690918601,1.11906181627975,0.0020519,NaN,NaN,NaN,NaN,NaN,PASS,C_90
DYN_2,Model_A_dynamic,24,0.4,100,50000,9e-05,0.05,NaN,NaN,200,0,0,TS_LTVKF,8.99742783424271e-05,0.0285796195254373,0.0494425265687052,1.11494686258955,0.000589500000000001,NaN,NaN,NaN,NaN,NaN,PASS,C_90
DYN_3,Model_A_dynamic,24,0.4,100,50000,8e-05,0.05,NaN,NaN,200,0,0,RLS,8.0003014726899e-05,0.00376840862372774,0.0493705747641977,1.25885047160452,0.00196,NaN,NaN,NaN,NaN,NaN,PASS,C_80
DYN_4,Model_A_dynamic,24,0.4,100,50000,8e-05,0.05,NaN,NaN,200,0,0,TS_LTVKF,7.99772547164772e-05,0.0284316044035449,0.0493728556532438,1.25428869351248,0.0005635,NaN,NaN,NaN,NaN,NaN,PASS,C_80
DYN_5,Model_A_dynamic,24,0.4,100,50000,0.0001,0.075,NaN,NaN,200,0,0,RLS,0.000100000896390267,0.000896390266857949,0.0744928743765963,0.676167497871549,0.002328,NaN,NaN,NaN,NaN,NaN,PASS,ESR_150
DYN_6,Model_A_dynamic,24,0.4,100,50000,0.0001,0.075,NaN,NaN,200,0,0,TS_LTVKF,9.99711224012854e-05,0.0288775987145828,0.0744983030876734,0.66892921643541,7.12000000000004e-05,NaN,NaN,NaN,NaN,NaN,PASS,ESR_150
DYN_7,Model_A_dynamic,24,0.4,100,50000,0.0001,0.1,NaN,NaN,200,0,0,RLS,0.000100001031634866,0.00103163486557811,0.0994893578403029,0.510642159697139,0.0022401,NaN,NaN,NaN,NaN,NaN,PASS,ESR_200
DYN_8,Model_A_dynamic,24,0.4,100,50000,0.0001,0.1,NaN,NaN,200,0,0,TS_LTVKF,9.99711330612885e-05,0.0288669387114582,0.0994983253598053,0.501674640194671,0.000132,NaN,NaN,NaN,NaN,NaN,PASS,ESR_200
DYN_9,Model_A_dynamic,24,0.4,100,50000,8.5e-05,0.0875,NaN,NaN,200,0,0,RLS,8.50027310335549e-05,0.00321298065275588,0.0869023231510995,0.683059255886331,0.0023,NaN,NaN,NaN,NaN,NaN,PASS,Joint_85_175
DYN_10,Model_A_dynamic,24,0.4,100,50000,8.5e-05,0.0875,NaN,NaN,200,0,0,TS_LTVKF,8.49757549901213e-05,0.0285235410337981,0.0869097810490337,0.674535943961529,0.0030981,NaN,NaN,NaN,NaN,NaN,PASS,Joint_85_175
NONIDEAL_1,Model_A_nonideal,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,0.000100001773025244,0.00177302524384526,0.0494959858847662,1.00802823046761,NaN,2,NaN,NaN,NaN,NaN,PASS,Ideal
NONIDEAL_2,Model_A_nonideal,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF,9.99756736221973e-05,0.0243263778026748,0.0494688752169074,1.06224956618525,NaN,2,NaN,NaN,NaN,NaN,PASS,Ideal
NONIDEAL_3,Model_A_nonideal,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,0.00010000187987791,0.0018798779101159,0.0494960593632053,1.00788127358941,NaN,2,NaN,NaN,NaN,NaN,PASS,Inductor_DCR
NONIDEAL_4,Model_A_nonideal,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF,9.99751669159342e-05,0.0248330840658118,0.0494691779536174,1.06164409276523,NaN,2,NaN,NaN,NaN,NaN,PASS,Inductor_DCR
