adc_bits,voltage_LSB_V,current_LSB_A,samples_per_cycle,sample_phase_fraction,method,pre_projection_C_F,pre_projection_ESR_Ohm,C_est_F,C_MAPE_percent,ESR_est_Ohm,ESR_MAPE_percent,status,edge_window_us,edge_points_per_side
12,0.0244200244200244,0.00244200244200244,16,0.125,TR_TS_LTVKF,0.00010760266276512,0.0487327261939055,0.000104004631500933,4.00463150093275,0.0503899313245767,0.77986264915344,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.1875,old_TS_LTVKF,0.00015,0.0516793412663816,0.00015,50,0.0516793412663816,3.3586825327633,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.1875,TR_TS_LTVKF,0.000109190363174751,0.0478914193556981,0.000104509097000007,4.50909700000695,0.0499102020635319,0.179595872936156,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.25,old_TS_LTVKF,0.00015,0.0533573221978833,0.00015,50,0.0533573221978833,6.71464439576659,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.25,TR_TS_LTVKF,0.000108174483693824,0.0515371805071137,0.00010433523541929,4.33523541929037,0.0495153581345358,0.969283730928383,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.3125,old_TS_LTVKF,0.00015,0.054033595437156,0.00015,50,0.054033595437156,8.06719087431194,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.3125,TR_TS_LTVKF,0.000107993086070037,0.0536625140000648,0.000105043146101712,5.04314610171186,0.04958126029488,0.837479410239972,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.375,old_TS_LTVKF,0.00015,0.0517258698466443,0.00015,50,0.0517258698466443,3.45173969328862,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.375,TR_TS_LTVKF,0.000108527180580275,0.0528600628396788,0.000104297850569552,4.29785056955239,0.0496805932125737,0.638813574852681,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.4375,old_TS_LTVKF,0.00015,0.0479957717336987,0.00015,50,0.0479957717336987,4.00845653260258,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.4375,TR_TS_LTVKF,0.000106081421045441,0.0520403487436819,0.000104968462469473,4.96846246947342,0.0503427919129017,0.68558382580346,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.5,old_TS_LTVKF,0.00015,0.0478886598800302,0.00015,50,0.0478886598800302,4.22268023993956,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.5,TR_TS_LTVKF,0.00010603456602814,0.0519384157779129,0.000105096870352344,5.09687035234374,0.0516808285909497,3.36165718189934,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.5625,old_TS_LTVKF,0.00015,0.049219321221912,0.00015,50,0.049219321221912,1.5613575561761,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.5625,TR_TS_LTVKF,0.000106023714123316,0.0513001347405643,0.000104924993798218,4.92499379821802,0.0509623984512256,1.92479690245129,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.625,old_TS_LTVKF,0.00015,0.049839353755476,0.00015,50,0.049839353755476,0.321292489047986,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.625,TR_TS_LTVKF,0.000103287079231981,0.04802360605339,9.79845773034796e-05,2.01542269652044,0.051473305690952,2.94661138190391,PASS,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.6875,old_TS_LTVKF,0.00015,0.0521328554798118,0.00015,50,0.0521328554798118,4.26571095962354,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.6875,TR_TS_LTVKF,0.000103264390211478,0.0471787914671612,9.82579840490877e-05,1.74201595091235,0.0519408916970363,3.88178339407259,PASS,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.75,old_TS_LTVKF,0.00015,0.0544465873216035,0.00015,50,0.0544465873216035,8.89317464320703,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.75,TR_TS_LTVKF,8.38459010684766e-05,0.0464993666892503,8.87773959989319e-05,11.2226040010681,0.0514863168029665,2.97263360593296,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.8125,old_TS_LTVKF,0.00015,0.0542421103678603,0.00015,50,0.0542421103678603,8.48422073572055,FAIL,3.75,3
12,0.0244200244200244,0.00244200244200244,16,0.8125,TR_TS_LTVKF,8.39682435176996e-05,0.0456863481508234,8.64815435463212e-05,13.5184564536788,0.0513779296163695,2.75585923273896,FAIL,3.75,3
