test_id,Vin_V,D,load_fraction,measurement_type,NIS_mean,NIS_median,NIS_p95,rejected_fraction,NIS_gate,R_V,R_C_floor,R_R_floor
24,19.2,0.65,0.75,V,4.91432731114933,6.52367042317021e-05,22.0744195078995,0.267578947368421,9,2.95209829359236e-06,5.32968473248614e-06,7.80751311191843e-06
24,19.2,0.65,0.75,C,0.00325421276569767,7.48483906587007e-05,0.000256211947314913,0,9,2.95209829359236e-06,5.32968473248614e-06,7.80751311191843e-06
24,19.2,0.65,0.75,R,0.00410672706084155,0.000830877656955859,0.0114863773658732,0,9,2.95209829359236e-06,5.32968473248614e-06,7.80751311191843e-06
25,19.2,0.65,1,V,294.117090498005,41.3203783403926,1023.46034573189,0.661052631578947,9,2.95209829359236e-06,5.32968473248614e-06,7.80751311191843e-06
25,19.2,0.65,1,C,0.00320907390365663,3.92434238411506e-05,0.000148882900417944,0,9,2.95209829359236e-06,5.32968473248614e-06,7.80751311191843e-06
25,19.2,0.65,1,R,0.00380428313510555,0.000627124011684852,0.0109872281911605,0,9,2.95209829359236e-06,5.32968473248614e-06,7.80751311191843e-06
29,24,0.25,0.75,V,0.0178916279554399,3.87304663500148e-06,0.0553036939074514,0.004,9,2.95209829359236e-06,5.32968473248614e-06,7.80751311191843e-06
29,24,0.25,0.75,C,0.00471922895407247,0.00106903851192724,0.00342307107654456,0,9,2.95209829359236e-06,5.32968473248614e-06,7.80751311191843e-06
29,24,0.25,0.75,R,0.00370332516835941,0.000696025066024984,0.0143992765728594,0,9,2.95209829359236e-06,5.32968473248614e-06,7.80751311191843e-06
30,24,0.25,1,V,0.0293484665964926,2.15550133214409e-06,0.153982149736342,0.004,9,2.95209829359236e-06,5.32968473248614e-06,7.80751311191843e-06
30,24,0.25,1,C,0.00400937595889893,0.000604101380635447,0.00189340026352993,0,9,2.95209829359236e-06,5.32968473248614e-06,7.80751311191843e-06
30,24,0.25,1,R,0.00340747332876473,0.000790460884695386,0.0117019991263441,0,9,2.95209829359236e-06,5.32968473248614e-06,7.80751311191843e-06
33,24,0.35,0.5,V,0.0294109474574485,4.4619084285127e-06,0.0956154771365761,0.004,9,2.95209829359236e-06,5.32968473248614e-06,7.80751311191843e-06
